Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Long Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2017-09-29,39.68999862670898,40.63999938964844,39.43000030517578,40.150001525878906,40.150001525878906,661100,ZG,1.0288916513904596,1.0463261948933034,1.3302614649463065,1.0206479989635429,0.0082436524269167,-0.0439341938291426,0.2409682659551035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,40.150001525878906,40.619998931884766,39.91999816894531,40.560001373291016,40.560001373291016,552100,ZG,0.9992602911001406,1.0438855699957894,1.32569030170624,1.012478214064533,-0.0132179229643923,-0.0448219857656102,0.2365594232293062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,40.709999084472656,40.93000030517578,40.34000015258789,40.83000183105469,40.83000183105469,207100,ZG,0.9715894290940958,1.0438402405230516,1.220671024184974,1.0113391723313174,-0.0397497432372215,-0.0461231344818504,0.1388703819644019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,40.790000915527344,41.77999877929688,40.77000045776367,41.650001525878906,41.650001525878906,349900,ZG,0.975270046668446,1.0074429183010023,1.1771908039146763,1.0126829906128405,-0.0374129439443945,-0.0810407687205641,0.0872314373180123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,41.61000061035156,41.83000183105469,40.880001068115234,41.470001220703125,41.470001220703125,271000,ZG,0.9879430917462722,1.0173618853342692,1.1909813825853326,1.0121464877707815,-0.0242033960245093,-0.0654385903488434,0.0930596338140734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,41.41999816894531,42.13999938964844,41.150001525878906,41.88999938964844,41.88999938964844,241300,ZG,0.9601337265868284,1.0558605917088204,1.1566006557381827,1.0081446760609294,-0.048010949474101,-0.0390826311182157,0.0560275893024191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,42.18000030517578,42.720001220703125,41.86000061035156,41.95000076293945,41.95000076293945,248600,ZG,0.9809296967220248,1.0576876787826723,1.1079856661957177,1.0143616235707735,-0.0334319268487487,-0.0460277461699802,0.0095035200190207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,41.97999954223633,42.310001373291016,41.470001220703125,41.59999847412109,41.59999847412109,238400,ZG,0.9718750429841204,1.0625000573121608,1.1225962133626284,1.008797349947511,-0.0369223069633904,-0.0303506188317848,0.0332989006686728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,41.72999954223633,41.9900016784668,41.20000076293945,41.25,41.25,194200,ZG,0.9633939800840436,1.0751514781605112,1.1561211788293086,1.0091988628593096,-0.0458048827752659,-0.0260807295821952,0.068024128636315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,41.060001373291016,41.81999969482422,41.060001373291016,41.43000030517578,41.43000030517578,249600,ZG,0.946174281298334,1.0586531568253983,1.1465121807895788,1.0112728774332036,-0.0650985961348695,-0.0400317689979543,0.0704770798244494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
