Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,82.27999877929688,83.83999633789062,82.2699966430664,83.19000244140625,81.81559753417969,922200,VRSK,1.0223585366813464,1.1543453987202592,1.2747926235395246,1.0206479989635429,0.0017105377178034,0.0640850099978131,0.1854994245483217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,83.4000015258789,84.08999633789062,83.01000213623047,83.5199966430664,82.14013671875,794900,VRSK,1.0761493857855349,1.1599617769270552,1.2732280960391862,1.012478214064533,0.0636711717210019,0.0712542211656555,0.1840972175622524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,83.56999969482422,84.05000305175781,83.0999984741211,83.75,82.3663330078125,548700,VRSK,1.0868060341314123,1.1582089344863615,1.2587463597359003,1.0113391723313174,0.0754668618000948,0.0682455594814595,0.1769457175153281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,83.73999786376953,84.0,83.11000061035156,83.87000274658203,82.4843521118164,462900,VRSK,1.0853704366756205,1.153332564391125,1.2747111402614408,1.0126829906128405,0.0726874460627799,0.0648488773695585,0.1847517736647768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,83.87999725341797,84.01000213623047,83.58000183105469,83.80000305175781,82.41552734375,495000,VRSK,1.0871120109961074,1.1496418192751814,1.2813841372558314,1.0121464877707815,0.0749655232253259,0.0668413435920687,0.1834623884845723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,83.63999938964844,83.87999725341797,83.20999908447266,83.5,82.12047576904297,493900,VRSK,1.105269333625674,1.157724554625526,1.2932932417724583,1.0081446760609294,0.0971246575647446,0.0627813317984897,0.1927201753366947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,83.36000061035156,83.68000030517578,83.02999877929688,83.33000183105469,81.95327758789062,493500,VRSK,1.1108845088988977,1.170046863741391,1.290891546838606,1.0143616235707735,0.0965228853281241,0.0663314387887383,0.192409400661909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,83.37000274658203,83.86000061035156,83.33000183105469,83.73999786376953,82.35649871826172,401200,VRSK,1.084547679304647,1.1607356471934984,1.282302563190905,1.008797349947511,0.0757503293571359,0.0678849710495528,0.1930052504969495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,83.72000122070312,83.97000122070312,83.16000366210938,83.36000061035156,81.9827880859375,530000,VRSK,1.0821735459788,1.175743798791846,1.2913868944897506,1.0091988628593096,0.0729746831194904,0.0745115910491396,0.203289844296757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,83.38999938964844,83.98999786376953,83.20999908447266,83.81999969482422,82.43518829345703,640200,VRSK,1.075161048945645,1.1715580227386626,1.276306265325737,1.0112728774332036,0.0638881715124413,0.0728730969153099,0.2002711643606076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,84.2699966430664,84.5999984741211,83.91000366210938,84.0,82.61222076416016,474000,VRSK,1.084642629132643,1.1773810094412258,1.269285544556138,1.0098252549340063,0.0748173741986364,0.0691315110539507,0.1923949407125209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,83.95999908447266,84.26000213623047,83.73999786376953,84.06999969482422,82.68104553222656,379000,VRSK,1.0804095534166207,1.183775376781946,1.2684670444405688,1.0047827275420922,0.0756268258745285,0.0687136116402384,0.1828730470803623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,84.01000213623047,84.44000244140625,83.81999969482422,84.30999755859375,82.91709899902344,441400,VRSK,1.0772150815551187,1.1772031199536994,1.2705490651088367,1.016827126331923,0.0603879552231956,0.0562073497843831,0.1836107787940364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,84.26000213623047,84.9000015258789,84.26000213623047,84.80000305175781,83.39900207519531,428500,VRSK,1.083254614238011,1.1674526683715,1.2553065635350462,1.016900814218988,0.0663538000190231,0.0508689442741936,0.1793112191103909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,84.80000305175781,84.91999816894531,84.12000274658203,84.91000366210938,83.50718688964844,514800,VRSK,1.0897419147711915,1.1611116359357958,1.2565067652744235,1.0195478153138224,0.0701940994573691,0.0445607335965942,0.1786732239565993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,85.0,85.37000274658203,84.76000213623047,84.8499984741211,83.44816589355469,748500,VRSK,1.1028876407309094,1.158632815364229,1.1785504983763524,1.0187296628598663,0.084157977871043,0.0417072895866843,0.1130764891518882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,84.87999725341797,85.06999969482422,84.36000061035156,84.7699966430664,83.3694839477539,634100,VRSK,1.106759656112316,1.1590186325115617,1.186858819637416,1.0231439317955078,0.0836157243168083,0.0447804795468795,0.1184016677718273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,84.7300033569336,85.1500015258789,84.37000274658203,84.87999725341797,83.47766876220703,532400,VRSK,1.1060320785334117,1.1677664616232477,1.205937896566174,1.023176662025299,0.0828554165081123,0.0669735777768532,0.1265570762683208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
