Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2017-09-29,92.7699966430664,93.47000122070312,92.62000274658205,93.41999816894533,93.41999816894533,4629700,CRM,1.0954827482742393,1.141939653137762,1.2755299293264228,1.0206479989635429,0.0748347493106964,0.0516792644153158,0.1862367303352199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,93.72000122070312,94.83999633789062,93.4499969482422,93.94000244140624,93.94000244140624,2755900,CRM,1.085267131133322,1.150734465240694,1.292314225791089,1.012478214064533,0.0727889170687889,0.0620269094792942,0.2031833473141551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,94.16999816894533,95.4499969482422,93.9499969482422,95.36000061035156,95.36000061035156,4996800,CRM,1.0759227959042568,1.141568791040198,1.2480075647494455,1.0113391723313174,0.0645836235729393,0.0516054160352958,0.1662069225288733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,95.1999969482422,95.7300033569336,94.7300033569336,95.5199966430664,95.5199966430664,3128300,CRM,1.0752722225093183,1.1426926859487267,1.2501047723893224,1.0126829906128405,0.0625892318964778,0.0542089989271603,0.1601454057926583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,95.5,95.87999725341795,94.68000030517578,95.7300033569336,95.7300033569336,3956300,CRM,1.0698839922429313,1.1365298154862915,1.28851973413398,1.0121464877707815,0.0577375044721497,0.0537293398031788,0.1905979853627208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,95.5500030517578,96.56999969482422,95.47000122070312,96.31999969482422,96.31999969482422,4402900,CRM,1.0664451987765404,1.1326827119994645,1.2921511573796294,1.0081446760609294,0.058300522715611,0.0377394891724283,0.1915780909438658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,96.33000183105467,96.76000213623048,95.9800033569336,96.2699966430664,96.2699966430664,2031300,CRM,1.0909941045153384,1.1451127215938182,1.2886673094896055,1.0143616235707735,0.0766324809445648,0.0413972966411655,0.1901851633129085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,96.2699966430664,96.45999908447266,95.22000122070312,95.38999938964844,95.38999938964844,2028900,CRM,1.0860677129364107,1.1415242696968189,1.2875563526647054,1.008797349947511,0.0772703629888997,0.0486735935528732,0.1982590399707497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,95.38999938964844,96.01000213623048,94.83000183105467,96.01000213623048,96.01000213623048,2640800,CRM,1.0961357725463063,1.1461305954288952,1.2695552200560971,1.0091988628593096,0.0869369096869967,0.0448983876861888,0.1814581698631034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,96.13999938964844,97.2300033569336,95.83999633789062,96.73999786376952,96.73999786376952,3118600,CRM,1.0934463625713289,1.1553648864088495,1.2185238769533369,1.0112728774332036,0.0821734851381252,0.0566799605854968,0.1424887759882074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,97.1500015258789,97.62999725341795,96.69000244140624,96.94000244140624,96.94000244140624,2496000,CRM,1.0958324807258235,1.1546317050366282,1.2102331002697917,1.0098252549340063,0.0860072257918169,0.0463822066493531,0.1333424964261746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
