,2021-07-31,2021-04-30,2021-01-31,2020-10-31
Investments,3515000000.0,-451000000.0,243000000.0,-887000000.0
Change To Liabilities,332000000.0,-2544000000.0,5780000000.0,-724000000.0
Total Cashflows From Investing Activities,-11054000000.0,-1047000000.0,94000000.0,-1035000000.0
Net Borrowings,8065000000.0,-50000000.0,-40000000.0,-13000000.0
Total Cash From Financing Activities,8440000000.0,165000000.0,176000000.0,368000000.0
Change To Operating Activities,-836000000.0,-588000000.0,-885000000.0,-617000000.0
Issuance Of Stock,375000000.0,225000000.0,216000000.0,381000000.0
Net Income,535000000.0,469000000.0,267000000.0,1081000000.0
Change In Cash,-2245000000.0,2349000000.0,2471000000.0,-328000000.0
Effect Of Exchange Rate,-17000000.0,3000000.0,27000000.0,27000000.0
Total Cash From Operating Activities,386000000.0,3228000000.0,2174000000.0,339000000.0
Depreciation,719000000.0,517000000.0,1185000000.0,670000000.0
Change To Account Receivables,-812000000.0,4616000000.0,-4429000000.0,128000000.0
Change To Netincome,114000000.0,276000000.0,282000000.0,-470000000.0
Capital Expenditures,-213000000.0,-171000000.0,-149000000.0,-124000000.0
Other Cashflows From Financing Activities,,-10000000.0,-10000000.0,-10000000.0
