,Unnamed: 0,2021-01-31,2020-01-31,2019-01-31,2018-01-31
0,Intangible Assets,4114000000.0,4724000000.0,2497000000.0,973000000.0
1,Capital Surplus,35601000000.0,32116000000.0,13927000000.0,9752000000.0
2,Total Liab,24808000000.0,21241000000.0,15132000000.0,11608000000.0
3,Total Stockholder Equity,41493000000.0,33885000000.0,15605000000.0,10376000000.0
4,Deferred Long Term Liab,1715000000.0,1348000000.0,1232000000.0,1105000000.0
5,Other Current Liab,12607000000.0,10662000000.0,8581000000.0,6995000000.0
6,Total Assets,66301000000.0,55126000000.0,30737000000.0,21984000000.0
7,Common Stock,1000000.0,1000000.0,1000000.0,1000000.0
8,Other Current Assets,1146000000.0,926000000.0,830000000.0,689000000.0
9,Retained Earnings,5933000000.0,1861000000.0,1735000000.0,635000000.0
10,Other Liab,1472000000.0,946000000.0,511000000.0,846000000.0
11,Good Will,26318000000.0,25134000000.0,12851000000.0,7314000000.0
12,Treasury Stock,-42000000.0,-93000000.0,-58000000.0,-12000000.0
13,Other Assets,4408000000.0,1927000000.0,1353000000.0,1489000000.0
14,Cash,6195000000.0,4145000000.0,2669000000.0,2543000000.0
15,Total Current Liabilities,17728000000.0,14845000000.0,11255000000.0,10067000000.0
16,Deferred Long Term Asset Charges,2651000000.0,486000000.0,,36523000.0
17,Short Long Term Debt,4000000.0,4000000.0,,1025000000.0
18,Other Stockholder Equity,-42000000.0,-93000000.0,-58000000.0,-12000000.0
19,Property Plant Equipment,5663000000.0,5415000000.0,2051000000.0,1947000000.0
20,Total Current Assets,21889000000.0,15963000000.0,10683000000.0,9584000000.0
21,Long Term Investments,3909000000.0,1963000000.0,1302000000.0,677000000.0
22,Net Tangible Assets,11061000000.0,4027000000.0,257000000.0,2089000000.0
23,Short Term Investments,5771000000.0,3802000000.0,1673000000.0,1978000000.0
24,Net Receivables,7786000000.0,6174000000.0,5139000000.0,3921000000.0
25,Long Term Debt,2673000000.0,2673000000.0,3173000000.0,695000000.0
26,Accounts Payable,2616000000.0,1876000000.0,2461000000.0,76000000.0
0,Investments,-1980000000.0,-1968000000.0,402000000.0,-1452000000.0
1,Change To Liabilities,2972000000.0,2647000000.0,1790000000.0,1489000000.0
2,Total Cashflows From Investing Activities,-3971000000.0,-2980000000.0,-5308000000.0,-2011000000.0
3,Net Borrowings,-127000000.0,-676000000.0,1306000000.0,-429000000.0
4,Total Cash From Financing Activities,1194000000.0,164000000.0,2010000000.0,221000000.0
5,Change To Operating Activities,-2608000000.0,-1977000000.0,-1039000000.0,-746000000.0
6,Issuance Of Stock,1321000000.0,840000000.0,704000000.0,650000000.0
7,Net Income,4072000000.0,126000000.0,1110000000.0,360000000.0
8,Change In Cash,2050000000.0,1476000000.0,126000000.0,936000000.0
9,Effect Of Exchange Rate,26000000.0,-39000000.0,26000000.0,-12000000.0
10,Total Cash From Operating Activities,4801000000.0,4331000000.0,3398000000.0,2738000000.0
11,Depreciation,2668000000.0,2135000000.0,982000000.0,784000000.0
12,Change To Account Receivables,-1556000000.0,-1000000000.0,-923000000.0,-719000000.0
13,Change To Netincome,-1983000000.0,1524000000.0,741000000.0,978000000.0
14,Capital Expenditures,-710000000.0,-643000000.0,-595000000.0,-534000000.0
