,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-215000000.0,6000000.0,-197000000.0,657000000.0
Total Cashflows From Investing Activities,-974000000.0,-994000000.0,-10234000000.0,-788000000.0
Net Borrowings,1019000000.0,-559000000.0,7983000000.0,85000000.0
Total Cash From Financing Activities,-903000000.0,-1997000000.0,5086000000.0,-2399000000.0
Change To Operating Activities,-499000000.0,-97000000.0,346000000.0,471000000.0
Net Income,3167000000.0,3484000000.0,3345000000.0,2912000000.0
Change In Cash,1922000000.0,-61000000.0,-2020000000.0,649000000.0
Repurchase Of Stock,-587000000.0,-231000000.0,-1769000000.0,-1558000000.0
Total Cash From Operating Activities,3799000000.0,2930000000.0,3128000000.0,3836000000.0
Depreciation,878000000.0,829000000.0,763000000.0,441000000.0
Other Cashflows From Investing Activities,25000000.0,-2000000.0,-7000000.0,-11000000.0
Dividends Paid,-1240000000.0,-1152000000.0,-1075000000.0,-986000000.0
Change To Inventory,502000000.0,-376000000.0,-591000000.0,-182000000.0
Change To Account Receivables,255000000.0,-1127000000.0,-383000000.0,-1182000000.0
Other Cashflows From Financing Activities,-95000000.0,-55000000.0,-53000000.0,60000000.0
Change To Netincome,-289000000.0,211000000.0,-155000000.0,719000000.0
Capital Expenditures,-967000000.0,-987000000.0,-690000000.0,-428000000.0
