,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-96000000.0,354000000.0,-405000000.0,-851000000.0
Change To Liabilities,-179000000.0,39000000.0,21000000.0,127000000.0
Total Cashflows From Investing Activities,-734000000.0,384000000.0,-756000000.0,-1254000000.0
Net Borrowings,1196000000.0,962000000.0,364000000.0,1337000000.0
Total Cash From Financing Activities,-689000000.0,-1923000000.0,-1552000000.0,-267000000.0
Change To Operating Activities,32000000.0,-11000000.0,-4000000.0,30000000.0
Issuance Of Stock,754000000.0,754000000.0,754000000.0,754000000.0
Net Income,-747000000.0,494000000.0,676000000.0,1124000000.0
Change In Cash,501000000.0,405000000.0,-523000000.0,328000000.0
Repurchase Of Stock,-365000000.0,-620000000.0,-593000000.0,-100000000.0
Total Cash From Operating Activities,1924000000.0,1944000000.0,1785000000.0,1849000000.0
Depreciation,573000000.0,537000000.0,369000000.0,352000000.0
Other Cashflows From Investing Activities,12000000.0,80000000.0,7000000.0,-8000000.0
Other Cashflows From Financing Activities,-2274000000.0,-2265000000.0,-1323000000.0,-1504000000.0
Change To Netincome,2245000000.0,885000000.0,723000000.0,216000000.0
Capital Expenditures,-350000000.0,-363000000.0,-356000000.0,-288000000.0
