Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Good Will,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,40.70796585083008,41.62733459472656,40.70796585083008,41.170108795166016,41.170108795166016,729087,LSXMK,0.9947456089170096,0.9467398508426734,0.9691903551142984,1.0206479989635429,-0.0259023900465332,-0.1435205378797726,-0.1201028438769045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,41.170108795166016,41.371681213378906,40.825958251953125,40.96361923217773,40.96361923217773,786243,LSXMK,0.999279871883686,0.9570331317601644,0.9733557253165218,1.012478214064533,-0.0131983421808469,-0.1316744240012353,-0.1157751531604119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,40.934120178222656,41.612586975097656,40.934120178222656,41.56342315673828,41.56342315673828,781870,LSXMK,0.9720842409625462,0.938727203875472,0.9444049993749772,1.0113391723313174,-0.0392549313687712,-0.15123617112943,-0.1373956428455949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,41.65191650390625,42.615535736083984,41.63225173950195,42.586036682128906,42.586036682128906,577249,LSXMK,0.945047392104069,0.9136458123015774,0.9311937091677884,1.0126829906128405,-0.0676355985087715,-0.174837874719989,-0.1587656574288756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,42.64503479003906,43.067848205566406,42.291053771972656,42.76302719116211,42.76302719116211,452768,LSXMK,0.9422856465405084,0.9363071830677968,0.9287192739457228,1.0121464877707815,-0.0698608412302731,-0.1464932926153158,-0.1692024748255363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,42.64503479003906,42.87118911743164,42.45820999145508,42.851524353027344,42.851524353027344,309270,LSXMK,0.9446993618064912,0.940339633962328,0.9396512324550198,1.0081446760609294,-0.0634453142544382,-0.1546035888647081,-0.1609218339807437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,42.753196716308594,43.19567489624024,42.713863372802734,42.851524353027344,42.851524353027344,358696,LSXMK,0.9366682186041998,0.9398806402766068,0.9515832878582996,1.0143616235707735,-0.0776934049665737,-0.1638347846760458,-0.1468988583183973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,43.107177734375,43.17600631713867,42.13372802734375,42.28121948242188,42.28121948242188,1151244,LSXMK,0.9409301963014742,0.9355813835150644,0.9641860060585892,1.008797349947511,-0.0678671536460366,-0.1572692926288812,-0.1251113066353664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,42.2320556640625,43.09734344482422,42.02556610107422,43.067848205566406,43.067848205566406,943573,LSXMK,0.9356164378708268,0.9228310276601068,0.9442921855117876,1.0091988628593096,-0.0735824249884827,-0.1784011800825995,-0.143804864681206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,42.64503479003906,43.156341552734375,42.27138519287109,43.03834915161133,43.03834915161133,866179,LSXMK,0.9559058502984114,0.9294036780800276,0.9419693509580762,1.0112728774332036,-0.0553670271347922,-0.1692812477433251,-0.1340657500070532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,43.018680572509766,43.20058822631836,42.52703857421875,42.59587097167969,42.59587097167969,278760,LSXMK,0.9319021279476766,0.962603835199134,0.9547552750914092,1.0098252549340063,-0.0779231269863299,-0.1456456631881411,-0.1221353287522077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,42.63520050048828,42.80236053466797,42.34021759033203,42.46804428100586,42.46804428100586,440361,LSXMK,0.9430423391611572,0.9696688408238652,0.9759203100260196,1.0047827275420922,-0.0617403883809349,-0.1453929243178424,-0.1096736873341868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,42.48770904541016,42.95968627929688,42.35988235473633,42.615535736083984,42.615535736083984,437310,LSXMK,0.9370097249164764,0.9716197789589082,0.9621596456023848,1.016827126331923,-0.0798174014154466,-0.1493759912104081,-0.1247786407124155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,42.6057014465332,43.067848205566406,42.4287109375,42.80236053466797,42.80236053466797,431310,LSXMK,0.9469330901568236,0.9687571243118104,0.9570411239118238,1.016900814218988,-0.0699677240621643,-0.147826599785496,-0.1189542205128314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,42.625370025634766,43.02851486206055,42.482791900634766,42.95968627929688,42.95968627929688,385036,LSXMK,0.9391165075303524,0.9743647985406012,0.9530785257969896,1.0195478153138224,-0.08043130778347,-0.1421861037986003,-0.1247550155208345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
