Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Net Income,Change To Liabilities,Investments,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,163.89999389648438,165.07000732421875,163.75999450683594,164.2899932861328,154.18600463867188,1852300,COST,0.9804615341680444,1.1544291022405937,1.1302791345125958,1.0206479989635429,-0.0401864647954984,0.0641687135181476,0.0409859355213928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,164.9199981689453,166.4199981689453,164.2899932861328,165.88999938964844,155.6876678466797,2267100,COST,0.9807099711490974,1.1351324253193646,1.1446564476626673,1.012478214064533,-0.0317682429154355,0.0464248695579649,0.0555255691857334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,166.32000732421875,167.2899932861328,165.02999877929688,165.0800018310547,154.92742919921875,2839400,COST,0.9992126716334472,1.1451375923786142,1.150821445272504,1.0113391723313174,-0.0121265006978702,0.0551742173737122,0.0690208030519319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,165.22999572753906,165.92999267578125,164.69000244140625,165.2100067138672,155.04946899414062,1918600,COST,1.0074450942505315,1.1309410330663667,1.1844297425079138,1.0126829906128405,-0.0052378963623089,0.0424573460448003,0.0944703759112497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,165.86000061035156,167.1199951171875,165.25,167.07000732421875,156.79510498046875,4715400,COST,0.9879090757984548,1.113127308596455,1.1797904459092126,1.0121464877707815,-0.0242374119723267,0.0303268329133423,0.0818686971379534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,159.0,159.4600067138672,156.5399932861328,157.08999633789062,147.42884826660156,18001200,COST,1.0585015551293913,1.2091281867318602,1.2580082358567886,1.0081446760609294,0.0503568790684618,0.114184963904824,0.1574351694210249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,157.00999450683594,157.75,154.11000061035156,154.61000061035156,145.1013641357422,7028800,COST,1.0933962663955514,1.2444811497888977,1.26882074014842,1.0143616235707735,0.0790346428247779,0.140765724836245,0.170338593971723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,155.6699981689453,157.36000061035156,155.0800018310547,156.8699951171875,147.22238159179688,5420200,COST,1.078026372548471,1.2245702536574588,1.2408608877399552,1.008797349947511,0.0692290226009599,0.1317195775135131,0.1515635750459996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,157.3000030517578,158.9600067138672,157.05999755859375,157.8699951171875,148.16087341308594,3859300,COST,1.0854500538678629,1.2216417705240368,1.2316634278663434,1.0091988628593096,0.0762511910085532,0.1204095627813304,0.1435663776733498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,157.8699951171875,157.99000549316406,156.36000061035156,157.22000122070312,147.55088806152344,3596300,COST,1.0905736825477423,1.2217163681715262,1.2313820367232529,1.0112728774332036,0.0793008051145387,0.1230314423481735,0.1553469357581234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,157.4199981689453,160.0800018310547,157.08999633789062,159.85000610351562,150.01910400390625,3634500,COST,1.0725055158583725,1.20650975034511,1.2203078383978605,1.0098252549340063,0.0626802609243659,0.098260251957835,0.1434172345542435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
