Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2019-05-07,29.670000076293945,29.75,28.15999984741211,28.690000534057617,28.690000534057617,6310900,PINS,0.96235622504001,1.165214349351139,0.7152317907211114,0.9996107475822942,-0.0372545225422842,0.1459968796415196,-0.357476351851826,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-08,28.459999084472656,30.200000762939453,28.3700008392334,29.51000022888184,29.51000022888184,7115900,PINS,0.9467977064504512,1.1392747770628755,0.6845137447057502,1.0062546732425055,-0.0594569667920544,0.1328934769086365,-0.390327644727534,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-09,29.09000015258789,29.26000022888184,28.420000076293945,28.75,28.75,4507200,PINS,0.9210434623386548,1.1972173276154892,0.6817391437032948,1.0047120161243328,-0.083668553785678,0.1773654410821077,-0.3965343229629611,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-10,29.07999992370605,29.450000762939453,27.65999984741211,29.049999237060547,29.049999237060547,5709000,PINS,0.93115318235711,1.1094664505573857,0.672633439886607,1.0003969532476458,-0.0692437708905358,0.1237319767688333,-0.4078974569577316,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-13,27.799999237060547,28.0,26.38999938964844,26.6299991607666,26.6299991607666,9111300,PINS,1.0120165832616437,1.2020277630610232,0.7322568762498846,1.0355430748618968,-0.0235264916002531,0.1891671017960663,-0.3787720045354786,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-14,27.40999984741211,29.020000457763672,27.020000457763672,28.989999771118164,28.989999771118164,7075100,PINS,0.9454984499420328,1.1114177811344073,0.6788547933961129,1.0187411547323868,-0.073242704790354,0.092699230556279,-0.420842008891475,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-15,28.950000762939453,29.100000381469727,28.1299991607666,28.6299991607666,28.6299991607666,4492800,PINS,0.9727558923450562,1.1641635629779823,0.6776109041985323,1.0149267974711538,-0.0421709051260975,0.1399518583514347,-0.415089548720321,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-16,28.850000381469727,31.14999961853028,28.450000762939453,30.86000061035156,30.86000061035156,17612000,PINS,0.9332468784009028,1.1134154222545924,0.6179520193666961,1.0155764066669877,-0.0823295282660846,0.1052920607644034,-0.4604370593924396,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-17,25.8700008392334,28.1200008392334,25.700000762939453,26.700000762939453,26.700000762939453,26271800,PINS,1.0520599007464375,1.369288401820482,0.6985018384125717,1.0290497520456616,0.0230101487007758,0.3433207680931631,-0.3929443020946134,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-20,27.239999771118164,27.239999771118164,25.709999084472656,25.850000381469727,25.850000381469727,7269200,PINS,1.0653771957105684,1.370599604732438,0.7330754538991628,1.0446379624017454,0.0207392333088229,0.3369543682586369,-0.3782023725314103,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-21,26.299999237060547,26.549999237060547,25.299999237060547,25.40999984741211,25.40999984741211,6481700,PINS,1.1011412715567552,1.3577331840682267,0.7682015181023976,1.0269267582642037,0.0742145132925515,0.3623953125826237,-0.3337199817756315,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-22,25.299999237060547,25.34000015258789,24.100000381469727,24.600000381469727,24.600000381469727,7955700,PINS,1.0849593544787997,1.43821140323094,0.8052845186484031,1.0251883365565806,0.059771017922219,0.4292346113681975,-0.307584594338158,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-23,24.14999961853028,24.32999992370605,23.600000381469727,23.799999237060547,23.799999237060547,4718200,PINS,1.0983193372941007,1.4226891468813967,0.8184874019618764,1.0315939619299814,0.0667253753641192,0.4063915431280833,-0.3037330515288321,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-24,24.0,25.989999771118164,23.88999938964844,25.5,25.5,7738300,PINS,1.0286274330288756,1.3301960066253065,0.7372548720415901,1.0262061090332957,0.0024213239955799,0.3101930051355959,-0.369659731332896,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-28,25.64999961853028,26.3799991607666,25.40999984741211,25.799999237060547,25.799999237060547,4550900,PINS,1.0554263700566957,1.3472867964895914,0.7143411182238296,1.0459074063233282,0.0095189637333674,0.3045792977740134,-0.3949052167751655,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-29,25.420000076293945,25.780000686645508,24.950000762939453,25.57999992370605,25.57999992370605,2537700,PINS,1.064112564290064,1.3455824187492225,0.7181392061776026,1.0644748086933271,-0.0003622444032633,0.2934519808303486,-0.406331768827509,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-30,25.540000915527344,25.88999938964844,25.1299991607666,25.51000022888184,25.51000022888184,1982200,PINS,1.0458643694941756,1.3253626448427902,0.7228537972798711,1.070190523354997,-0.0243261538608214,0.2853375094622139,-0.4023003074278678,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-05-31,24.989999771118164,25.6299991607666,24.75,24.920000076293945,24.920000076293945,2618000,PINS,1.0798555282915598,1.308988717175636,0.7528089956439434,1.082059629815577,-0.0022041015240168,0.2453951105309724,-0.3946389091060558,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-06-03,24.979999542236328,25.13999938964844,24.229999542236328,24.39999961853028,24.39999961853028,3691300,PINS,1.1258196615910083,1.2811475703934774,0.7463114495560605,1.0882635205145406,0.0375561410764677,0.2051838823935412,-0.3932416494301591,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-06-04,24.86000061035156,24.950000762939453,24.06999969482422,24.200000762939453,24.200000762939453,3687100,PINS,1.1260330223514454,1.2545454402152625,0.7433883968577615,1.0615273897798907,0.0645056325715547,0.2040769394530091,-0.3671079596257067,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-06-05,24.520000457763672,25.06999969482422,23.90999984741211,24.940000534057617,24.940000534057617,2703200,PINS,1.073376098015998,1.1307137192892214,0.7297514183324038,1.047279977293423,0.0260961207225751,0.0853114031232145,-0.37630633993586,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-06-06,24.940000534057617,25.96999931335449,24.90999984741211,25.809999465942383,25.809999465942383,3573700,PINS,1.035257646890419,1.1158465646256066,0.688105408615644,1.0447668278492974,-0.0095091809588783,0.0709275863800582,-0.422654365777795,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-06-07,26.0,27.739999771118164,25.96999931335449,27.61000061035156,27.61000061035156,6580200,PINS,0.9626946517973152,1.0720753251404158,0.6320173986666661,1.0378656899032048,-0.0751710381058896,0.0243863675744704,-0.4685465345323681,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
2019-06-10,27.84000015258789,28.950000762939453,27.06800079345703,27.940000534057617,27.940000534057617,5750900,PINS,0.9341445913594378,1.0654974906487695,0.6517537128274381,1.033488437542036,-0.099343846182598,0.0223080621751095,-0.4504237274296917,7166000.0,252212000.0,276961000.0,-594563000.0,1152731000.0,1000.0,1057000.0,-845355000.0,17139000.0,6905000.0,-1421000.0,22593000.0,122509000.0,108427000.0,-1421000.0,226715000.0,889352000.0,-608634000.0,505304000.0,221932000.0,22169000.0,136757000.0,6533000.0,114063000.0,-2216000.0,45421000.0,671000.0,-62974000.0,51321000.0,-475015000.0,-157000.0,-60369000.0,20859000.0,-500000.0,-86094000.0,-2887000.0,15886000.0,-22194000.0
