Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Good Will,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Repurchase Of Stock,Other Cashflows From Financing Activities
2019-04-18,23.75,25.18000030517578,23.049999237060547,24.39999961853028,24.39999961853028,87109500,PINS,1.041393452650499,1.140163939744354,1.0598361071576616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22,24.6200008392334,25.68000030517578,23.56999969482422,24.989999771118164,24.989999771118164,19746800,PINS,0.9843937817838968,1.1040416328644644,1.0504201776879591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-23,25.3799991607666,27.75,25.229999542236328,25.850000381469727,25.850000381469727,19245400,PINS,0.9206962818507848,1.069245608578863,0.9891682521271364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-24,26.5,27.030000686645508,25.933000564575195,26.799999237060547,26.799999237060547,9477200,PINS,0.9514925644004184,1.0395522911741424,0.967164209484391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-25,27.450000762939453,29.39999961853028,26.670000076293945,28.799999237060547,28.799999237060547,16648300,PINS,0.8958333305738589,0.9937500554654348,0.8729166685982989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26,29.84000015258789,30.68000030517578,28.3700008392334,29.850000381469727,29.850000381469727,16825600,PINS,0.8569514102782255,0.9711892596528932,0.6988274822033511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-29,30.770000457763672,34.40999984741211,29.86000061035156,34.2599983215332,34.2599983215332,25616700,PINS,0.7446001599144333,0.8260362120121104,0.600700552596672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,35.20000076293945,35.290000915527344,30.530000686645508,30.979999542236328,30.979999542236328,35885700,PINS,0.8043899433348753,1.083602330240736,0.6607488578380023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,31.5,32.88999938964844,30.5,31.229999542236328,31.229999542236328,13981300,PINS,0.7813000312577986,1.0797310827718474,0.6416907207579264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-02,31.6200008392334,31.68000030517578,28.86000061035156,29.739999771118164,29.739999771118164,14052400,PINS,0.8137189290243758,1.0988567772926745,0.6721587062865865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-03,29.549999237060547,30.549999237060547,28.1200008392334,28.36000061035156,28.36000061035156,10611000,PINS,0.8794076162662132,1.131875803359624,0.7073342395705158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-06,27.670000076293945,30.0,26.89999961853028,29.5,29.5,9930600,PINS,0.8749152361336401,1.1318643860897777,0.6915254107976365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-07,29.670000076293945,29.75,28.15999984741211,28.690000534057617,28.690000534057617,6310900,PINS,0.96235622504001,1.165214349351139,0.7152317907211114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-08,28.459999084472656,30.200000762939453,28.3700008392334,29.51000022888184,29.51000022888184,7115900,PINS,0.9467977064504512,1.1392747770628755,0.6845137447057502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-09,29.09000015258789,29.26000022888184,28.420000076293945,28.75,28.75,4507200,PINS,0.9210434623386548,1.1972173276154892,0.6817391437032948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-10,29.07999992370605,29.450000762939453,27.65999984741211,29.049999237060547,29.049999237060547,5709000,PINS,0.93115318235711,1.1094664505573857,0.672633439886607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-13,27.799999237060547,28.0,26.38999938964844,26.6299991607666,26.6299991607666,9111300,PINS,1.0120165832616437,1.2020277630610232,0.7322568762498846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14,27.40999984741211,29.020000457763672,27.020000457763672,28.989999771118164,28.989999771118164,7075100,PINS,0.9454984499420328,1.1114177811344073,0.6788547933961129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-15,28.950000762939453,29.100000381469727,28.1299991607666,28.6299991607666,28.6299991607666,4492800,PINS,0.9727558923450562,1.1641635629779823,0.6776109041985323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-16,28.850000381469727,31.14999961853028,28.450000762939453,30.86000061035156,30.86000061035156,17612000,PINS,0.9332468784009028,1.1134154222545924,0.6179520193666961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-17,25.8700008392334,28.1200008392334,25.700000762939453,26.700000762939453,26.700000762939453,26271800,PINS,1.0520599007464375,1.369288401820482,0.6985018384125717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-20,27.239999771118164,27.239999771118164,25.709999084472656,25.850000381469727,25.850000381469727,7269200,PINS,1.0653771957105684,1.370599604732438,0.7330754538991628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
