Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,13.880000114440918,14.050000190734863,13.789999961853027,13.960000038146973,11.778274536132812,8818500.0,HBAN,0.9885389285672644,1.0719192778607618,1.0726882398131368,1.0206479989635429,-0.0321090703962784,-0.0183411108616842,-0.0166049591780661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,14.010000228881836,14.039999961853027,13.829999923706056,14.039999961853027,11.84577465057373,9670700.0,HBAN,0.9836181623426732,1.0751414819588616,1.0913290548936718,1.012478214064533,-0.0288600517218597,-0.013566073802538,0.002198176416738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,14.029999732971191,14.029999732971191,13.75,13.899999618530272,11.727654457092283,9063000.0,HBAN,0.997841646528838,1.0837955404491235,1.078053565580906,1.0113391723313174,-0.0134975258024794,-0.0061678345557785,-0.0037470766396661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,13.899999618530272,13.93000030517578,13.75,13.760000228881836,11.609535217285156,4382000.0,HBAN,1.001453323125351,1.115327498792457,1.089764882350815,1.0126829906128405,-0.0112296674874894,0.0268438117708906,-0.000194484245849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,13.789999961853027,14.0,13.720000267028809,13.960000038146973,11.778274536132812,4556300.0,HBAN,0.9871061833058904,1.1173945071971667,1.060240561937347,1.0121464877707815,-0.0250403044648911,0.034594031514054,-0.0376811868339121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,14.0,14.100000381469728,13.829999923706056,13.899999618530272,11.727654457092283,6774700.0,HBAN,0.9640287161358596,1.1330918230507956,1.0655521597887414,1.0081446760609294,-0.0441159599250697,0.0381486002237594,-0.0350209066470221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,13.93000030517578,13.970000267028809,13.829999923706056,13.850000381469728,11.685468673706056,5385400.0,HBAN,0.95956664687848,1.1531888006808395,1.083421569493178,1.0143616235707735,-0.0547949766922934,0.0494733757281868,-0.015060576683519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,13.850000381469728,14.020000457763672,13.850000381469728,13.979999542236328,11.795148849487305,6637400.0,HBAN,0.9449214148321772,1.1302122151242189,1.0784651818264877,1.008797349947511,-0.0638759351153337,0.0373615389802732,-0.0108321308674679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,13.899999618530272,13.93000030517578,13.770000457763672,13.850000381469728,11.685468673706056,8996300.0,HBAN,0.94873640976791,1.1466406629113182,1.1077763002380947,1.0091988628593096,-0.0604624530913996,0.0454084551686118,0.019679250045101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,13.869999885559082,13.920000076293944,13.75,13.789999961853027,11.634842872619627,5982700.0,HBAN,0.9688182401713048,1.1333618633482234,1.1007367448750278,1.0112728774332036,-0.0424546372618988,0.0346769375248707,0.0247016439098983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,13.739999771118164,13.90999984741211,13.600000381469728,13.699999809265137,11.55890941619873,7185400.0,HBAN,0.9934307421499052,1.1628731571867088,1.1236359871109811,1.0098252549340063,-0.0163945127841013,0.0546236587994337,0.0467453832673641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,13.729999542236328,13.920000076293944,13.729999542236328,13.920000076293944,11.744528770446776,8487300.0,HBAN,0.9705458313503234,1.1604203026366722,1.1036742010637246,1.0047827275420922,-0.0342368961917688,0.0453585374949645,0.0180802037035181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,13.989999771118164,13.989999771118164,13.779999732971191,13.8100004196167,11.651719093322754,5243800.0,HBAN,0.9703113831532956,1.1703931824229297,1.120607105437818,1.016827126331923,-0.0465157431786275,0.0493974122536133,0.0336688191230176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,13.859999656677246,13.979999542236328,13.8100004196167,13.949999809265137,11.769838333129885,6675800.0,HBAN,0.970609492957541,1.16370348343039,1.0925080844657526,1.016900814218988,-0.0462913212614469,0.0471197593330836,0.0165127400410973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,13.81999969482422,14.039999961853027,13.75,13.979999542236328,11.795148849487305,7517400.0,HBAN,0.9706723986122376,1.156881690088461,1.0828521900274173,1.0195478153138224,-0.0488754167015847,0.0403307877492595,0.0050186487095931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,14.170000076293944,14.25,14.100000381469728,14.1899995803833,11.972332000732422,8030500.0,HBAN,0.9548976811986716,1.151122599351596,1.0560214753980834,1.0187296628598663,-0.0638319816611947,0.0341970735740515,-0.0094525338263806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,14.199999809265137,14.210000038146973,14.0600004196167,14.109999656677246,11.904834747314451,5684300.0,HBAN,0.9596031410086132,1.1590774072259475,1.0475203162285338,1.0231439317955078,-0.0635407907868945,0.0448392542612654,-0.0209368356370547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,14.210000038146973,14.270000457763672,14.079999923706056,14.210000038146973,11.989205360412598,9735800.0,HBAN,0.9472203721517232,1.1417020897828938,1.057412533161072,1.023176662025299,-0.0759562898735761,0.0409092059364992,-0.0219682871367812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,14.170000076293944,14.170000076293944,13.760000228881836,13.880000114440918,11.710779190063477,12205400.0,HBAN,0.9726224103275976,1.1746542773803992,1.0847620801974518,1.028738706809164,-0.0561162964815664,0.0664404558258335,-0.0090591820878527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,13.800000190734863,13.970000267028809,13.720000267028809,13.90999984741211,11.736090660095217,12749500.0,HBAN,1.0043134414627182,1.1837117162974091,1.0919753915572357,1.0357335667629224,-0.0314201253002042,0.0793431856099677,0.0009533572363744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,13.850000381469728,14.020000457763672,13.84000015258789,13.9399995803833,11.76140308380127,8316100.0,HBAN,1.0387373431257083,1.162369711479012,1.106490495814996,1.0327543330408862,0.0059830100848221,0.0839507578829712,0.0103616970799262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,13.869999885559082,13.9399995803833,13.75,13.770000457763672,11.61797046661377,6403300.0,HBAN,1.0457517756257528,1.1291534251466775,1.1238623169222623,1.0448229351223306,0.0009288405034222,0.0830424915741987,0.0134728245273954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,13.779999732971191,13.979999542236328,13.739999771118164,13.800000190734863,11.643282890319824,7376200.0,HBAN,1.0463767030962006,1.1340007225895736,1.120678438056537,1.0378093145840102,0.0085673885121904,0.0803443541750823,0.0130984869281136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,13.9399995803833,14.0,13.770000457763672,13.8100004196167,11.651719093322754,7642800.0,HBAN,1.064446103783908,1.141206214289041,1.1183866407731136,1.0388512590749122,0.0255948447089957,0.0866221959371911,0.008944034514045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
