,Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
0,Intangible Assets,20112000.0,21244000.0,22383000.0,23529000.0
1,Capital Surplus,1101126000.0,1105137000.0,1109532000.0,1106473000.0
2,Total Liab,30424047000.0,29986109000.0,29356065000.0,29774753000.0
3,Total Stockholder Equity,3184668000.0,3127891000.0,3089588000.0,3074653000.0
4,Total Assets,33753752000.0,33259037000.0,32590690000.0,32994443000.0
5,Common Stock,937000.0,937000.0,937000.0,937000.0
6,Other Current Assets,382212000.0,346986000.0,311663000.0,289054000.0
7,Retained Earnings,2203160000.0,2147436000.0,2077522000.0,2055620000.0
8,Other Liab,155168000.0,44715000.0,46940000.0,26085000.0
9,Good Will,538373000.0,538373000.0,538373000.0,538373000.0
10,Treasury Stock,-120555000.0,-125619000.0,-98403000.0,-88377000.0
11,Other Assets,21876004000.0,21680765000.0,21987365000.0,22179928000.0
12,Cash,1579893000.0,1330961000.0,263104000.0,208600000.0
13,Total Current Liabilities,29248288000.0,28924773000.0,28299432000.0,28561642000.0
14,Deferred Long Term Asset Charges,78268000.0,80235000.0,81286000.0,76695000.0
15,Short Long Term Debt,25000000.0,25000000.0,25000000.0,175000000.0
16,Other Stockholder Equity,5890000.0,8274000.0,42256000.0,52037000.0
17,Property Plant Equipment,215716000.0,220982000.0,226743000.0,250535000.0
18,Total Current Assets,2156137000.0,1858234000.0,869367000.0,846222000.0
19,Long Term Investments,8947410000.0,8939439000.0,8946459000.0,9155856000.0
20,Net Tangible Assets,2626183000.0,2568274000.0,2528832000.0,2512751000.0
21,Long Term Debt,878741000.0,880034000.0,875827000.0,1027089000.0
22,Inventory,2756000.0,2387000.0,2309000.0,4678000.0
23,Accounts Payable,28846966000.0,28481834000.0,27335436000.0,26920553000.0
24,Short Term Investments,,1210958000.0,,
0,Investments,-27743000.0,-52349000.0,-168149000.0,-161034000.0
1,Change To Liabilities,0.0,0.0,0.0,0.0
2,Total Cashflows From Investing Activities,-211778000.0,264626000.0,31090000.0,-226910000.0
3,Net Borrowings,8636000.0,-491587000.0,-606546000.0,-477061000.0
4,Total Cash From Financing Activities,335604000.0,615106000.0,-228839000.0,44969000.0
5,Change To Operating Activities,71605000.0,-43348000.0,65284000.0,-108967000.0
6,Issuance Of Stock,72000.0,3314000.0,122000.0,122000.0
7,Net Income,94035000.0,108078000.0,60044000.0,69281000.0
8,Change In Cash,208232000.0,1108557000.0,21304000.0,-61324000.0
9,Repurchase Of Stock,-103000.0,-3908000.0,-131000.0,-156000.0
10,Total Cash From Operating Activities,84406000.0,228825000.0,219053000.0,120617000.0
11,Depreciation,8332000.0,10351000.0,15730000.0,9338000.0
12,Other Cashflows From Investing Activities,2862000.0,1064000.0,15727000.0,8870000.0
13,Dividends Paid,-38210000.0,-38077000.0,-38052000.0,-38044000.0
14,Other Cashflows From Financing Activities,365209000.0,1145364000.0,415768000.0,560230000.0
15,Change To Netincome,27485000.0,21111000.0,21380000.0,58234000.0
16,Capital Expenditures,-3727000.0,-3680000.0,-7264000.0,-6199000.0
