,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-3000000.0,3000000.0,-4000000.0,-17000000.0
Total Cashflows From Investing Activities,1493000000.0,-516000000.0,-251000000.0,-85000000.0
Net Borrowings,-869000000.0,376000000.0,-113000000.0,-91000000.0
Total Cash From Financing Activities,-993000000.0,327000000.0,-373000000.0,-152000000.0
Change To Operating Activities,43000000.0,-6000000.0,9000000.0,11000000.0
Issuance Of Stock,8000000.0,10000000.0,7000000.0,30000000.0
Net Income,551000000.0,128000000.0,-41000000.0,510000000.0
Change In Cash,336000000.0,55000000.0,-250000000.0,177000000.0
Repurchase Of Stock,-110000000.0,-47000000.0,-47000000.0,-85000000.0
Effect Of Exchange Rate,1000000.0,1000000.0,-1000000.0,1000000.0
Total Cash From Operating Activities,-165000000.0,243000000.0,375000000.0,414000000.0
Depreciation,127000000.0,114000000.0,83000000.0,86000000.0
Other Cashflows From Investing Activities,1549000000.0,14000000.0,-21000000.0,-5000000.0
Change To Inventory,-15000000.0,-14000000.0,-6000000.0,-1000000.0
Change To Account Receivables,-30000000.0,-4000000.0,-3000000.0,-2000000.0
Other Cashflows From Financing Activities,-22000000.0,-12000000.0,-267000000.0,-6000000.0
Change To Netincome,-867000000.0,26000000.0,316000000.0,-163000000.0
Capital Expenditures,-26000000.0,-25000000.0,-46000000.0,-68000000.0
Investments,,,1000000.0,-3000000.0
