Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,1496789000.0,1347379000.0,,
Capital Surplus,8700224000.0,8708339000.0,8687817000.0,8594005000.0
Total Liab,176735602000.0,170142484000.0,39006586000.0,36611703000.0
Total Stockholder Equity,14800291000.0,13074977000.0,12115716000.0,10596522000.0
Minority Interest,36430902000.0,31626574000.0,27083098000.0,21845974000.0
Deferred Long Term Liab,22346000.0,22396000.0,22810000.0,18520000.0
Other Current Liab,15856866000.0,14582544000.0,369866000.0,471082000.0
Total Assets,229234863000.0,216445114000.0,79806502000.0,70655333000.0
Common Stock,5830000.0,5783000.0,5729000.0,5663000.0
Other Current Assets,3644078000.0,3678151000.0,1733855000.0,1632652000.0
Retained Earnings,6200585000.0,5007223000.0,3440782000.0,2037935000.0
Other Liab,113105469000.0,109660620000.0,1111911000.0,510228000.0
Good Will,580553000.0,534313000.0,83500000.0,83500000.0
Treasury Stock,-106348000.0,-646368000.0,-18612000.0,-41081000.0
Other Assets,15618044000.0,14043639000.0,6302554000.0,5072556000.0
Cash,11662284000.0,10498736000.0,5363009000.0,4363105000.0
Total Current Liabilities,25455174000.0,24057566000.0,9612859000.0,4488669000.0
Deferred Long Term Asset Charges,897587000.0,1135563000.0,83822000.0,176950000.0
Other Stockholder Equity,-106348000.0,-646368000.0,-18612000.0,-41081000.0
Property Plant Equipment,1189086000.0,1135396000.0,951364000.0,882874000.0
Total Current Assets,37753176000.0,35159239000.0,9290987000.0,8228015000.0
Long Term Investments,172597215000.0,164225148000.0,63178097000.0,56388388000.0
Net Tangible Assets,12722949000.0,11193285000.0,12032216000.0,10513022000.0
Net Receivables,21071768000.0,19791010000.0,1935886000.0,1956182000.0
Long Term Debt,37752422000.0,36069768000.0,28119428000.0,31451641000.0
Accounts Payable,3922446000.0,4097104000.0,981375000.0,1509445000.0
Short Long Term Debt,,,5304168000.0,
Change To Liabilities,0.0,0.0,665639000.0,640846000.0
Total Cashflows From Investing Activities,-2172530000.0,-376036000.0,-41917000.0,-35840000.0
Net Borrowings,1541631000.0,1557428000.0,1166113000.0,1881752000.0
Total Cash From Financing Activities,4435609000.0,4459142000.0,2916347000.0,3566243000.0
Change To Operating Activities,-1231570000.0,354822000.0,-1823994000.0,-1470974000.0
Net Income,1315275000.0,1669836000.0,1511221000.0,1064843000.0
Change In Cash,1040651000.0,3984218000.0,1105530000.0,2149298000.0
Repurchase Of Stock,-64564000.0,-71366000.0,-71366000.0,-71366000.0
Effect Of Exchange Rate,11714000.0,-25722000.0,37448000.0,28301000.0
Total Cash From Operating Activities,-1234142000.0,-73166000.0,-1806348000.0,-1409406000.0
Depreciation,16202000.0,13451000.0,117336000.0,10699000.0
Other Cashflows From Investing Activities,-2092553000.0,67331000.0,67331000.0,67331000.0
Dividends Paid,-109901000.0,-103395000.0,-108374000.0,-83826000.0
Other Cashflows From Financing Activities,3413443000.0,3038012000.0,1858608000.0,652525000.0
Change To Netincome,-1334049000.0,-2111275000.0,-2276550000.0,-1654820000.0
Capital Expenditures,-21838000.0,-27727000.0,-41917000.0,-35840000.0
Issuance Of Stock,,38463000.0,38463000.0,38463000.0
