,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,15308000000.0,15947000000.0,16587000000.0,17254000000.0
Total Liab,51526000000.0,53205000000.0,53539000000.0,53678000000.0
Total Stockholder Equity,8247000000.0,9334000000.0,9409000000.0,10959000000.0
Total Assets,59773000000.0,62539000000.0,62948000000.0,64637000000.0
Common Stock,31877000000.0,31806000000.0,31802000000.0,31713000000.0
Other Current Assets,2423000000.0,2293000000.0,124000000.0,2153000000.0
Retained Earnings,-22762000000.0,-21639000000.0,-21408000000.0,-19851000000.0
Other Liab,8483000000.0,9207000000.0,8685000000.0,9529000000.0
Good Will,14676000000.0,14673000000.0,14689000000.0,14674000000.0
Treasury Stock,-868000000.0,-833000000.0,-985000000.0,-903000000.0
Other Assets,1720000000.0,1691000000.0,4055000000.0,5232000000.0
Cash,6630000000.0,6112000000.0,6266000000.0,9087000000.0
Total Current Liabilities,14585000000.0,12869000000.0,11653000000.0,9953000000.0
Short Long Term Debt,4324000000.0,1556000000.0,91000000.0,91000000.0
Other Stockholder Equity,-868000000.0,-833000000.0,-985000000.0,-903000000.0
Property Plant Equipment,4906000000.0,4855000000.0,5297000000.0,4816000000.0
Total Current Assets,19099000000.0,21299000000.0,21144000000.0,22661000000.0
Long Term Investments,4064000000.0,4074000000.0,1176000000.0,
Net Tangible Assets,-21737000000.0,-21286000000.0,-21867000000.0,-20969000000.0
Short Term Investments,1452000000.0,4454000000.0,4381000000.0,3273000000.0
Net Receivables,4479000000.0,4423000000.0,5324000000.0,4206000000.0
Long Term Debt,28458000000.0,31129000000.0,32895000000.0,34196000000.0
Inventory,4115000000.0,4017000000.0,3893000000.0,3942000000.0
Accounts Payable,1277000000.0,1396000000.0,1421000000.0,1161000000.0
Other Current Liab,,,2320000000.0,
