,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-4718000000.0,19972000000.0,14987000000.0,-3193000000.0
Change To Liabilities,45000000.0,164000000.0,-143000000.0,424000000.0
Total Cashflows From Investing Activities,-5401000000.0,5709000000.0,14339000000.0,-4024000000.0
Net Borrowings,2464000000.0,-4514000000.0,-1121000000.0,71000000.0
Total Cash From Financing Activities,-4867000000.0,-15767000000.0,-22490000000.0,-6594000000.0
Change To Operating Activities,1112000000.0,406000000.0,1249000000.0,207000000.0
Net Income,7264000000.0,7842000000.0,8394000000.0,1979000000.0
Change In Cash,229000000.0,-908000000.0,3145000000.0,559000000.0
Repurchase Of Stock,-3486000000.0,-7702000000.0,-17794000000.0,-3351000000.0
Total Cash From Operating Activities,10497000000.0,9150000000.0,11296000000.0,11177000000.0
Depreciation,3440000000.0,2035000000.0,1930000000.0,1904000000.0
Other Cashflows From Investing Activities,-75000000.0,-28000000.0,-105000000.0,-148000000.0
Dividends Paid,-3755000000.0,-3509000000.0,-3507000000.0,-3365000000.0
Change To Inventory,-215000000.0,-66000000.0,-3000000.0,133000000.0
Change To Account Receivables,-427000000.0,-504000000.0,-378000000.0,-58000000.0
Other Cashflows From Financing Activities,-90000000.0,-42000000.0,-68000000.0,51000000.0
Change To Netincome,9000000.0,4000000.0,350000000.0,-616000000.0
Capital Expenditures,-608000000.0,-618000000.0,-738000000.0,-664000000.0
