,2021-04-30,2020-04-30,2019-04-30,2018-04-30
Change To Liabilities,166546000.0,-140151000.0,12451000.0,14751000.0
Total Cashflows From Investing Activities,-444340000.0,-466642000.0,-457830000.0,-609335000.0
Net Borrowings,-41661000.0,27524000.0,19400000.0,423012000.0
Total Cash From Financing Activities,-101478000.0,-22693000.0,-63167000.0,166500000.0
Change To Operating Activities,82961000.0,15159000.0,6673000.0,13530000.0
Issuance Of Stock,1784000.0,2958000.0,2290000.0,1377000.0
Net Income,312900000.0,263846000.0,203886000.0,317903000.0
Change In Cash,258270000.0,14979000.0,9617000.0,-23038000.0
Repurchase Of Stock,-8105000.0,-7224000.0,-43427000.0,-219109000.0
Total Cash From Operating Activities,804088000.0,504314000.0,530614000.0,419797000.0
Depreciation,265195000.0,251174000.0,244387000.0,220970000.0
Dividends Paid,-47971000.0,-45951000.0,-41430000.0,-38780000.0
Change To Inventory,-50342000.0,37713000.0,-29648000.0,-38406000.0
Change To Account Receivables,-26278000.0,-10644000.0,7189000.0,-1801000.0
Other Cashflows From Financing Activities,-5525000.0,-5525000.0,-5525000.0,-5525000.0
Change To Netincome,45789000.0,71434000.0,63131000.0,-77097000.0
Capital Expenditures,-441252000.0,-438977000.0,-394699000.0,-577421000.0
