Unnamed: 0,2021-04-30,2020-04-30,2019-04-30,2018-04-30
Total Liab,2527635000.0,2300687000.0,2322607000.0,2198786000.0
Total Stockholder Equity,1932679000.0,1643205000.0,1408769000.0,1271141000.0
Other Current Liab,30719000.0,11180000.0,6931000.0,
Total Assets,4460314000.0,3943892000.0,3731376000.0,3469927000.0
Common Stock,58951000.0,33286000.0,15600000.0,
Retained Earnings,1873728000.0,1609919000.0,1393169000.0,1271141000.0
Other Liab,534220000.0,522757000.0,448400000.0,399211000.0
Good Will,161075000.0,161075000.0,157223000.0,140258000.0
Other Assets,62002000.0,50623000.0,41154000.0,29909000.0
Cash,336545000.0,78275000.0,63296000.0,53679000.0
Total Current Liabilities,612749000.0,1063428000.0,590932000.0,507850000.0
Property Plant Equipment,3513604000.0,3344944000.0,3122419000.0,2902920000.0
Total Current Assets,723633000.0,387250000.0,410580000.0,396840000.0
Net Tangible Assets,1771604000.0,1482130000.0,1251546000.0,1130883000.0
Net Receivables,89276000.0,63167000.0,66751000.0,95727000.0
Long Term Debt,1349664000.0,697756000.0,1269898000.0,1291725000.0
Inventory,286598000.0,236007000.0,273040000.0,241668000.0
Accounts Payable,355471000.0,184800000.0,335240000.0,321419000.0
Short Long Term Debt,,570280000.0,14102000.0,15374000.0
Change To Liabilities,166546000.0,-140151000.0,12451000.0,14751000.0
Total Cashflows From Investing Activities,-444340000.0,-466642000.0,-457830000.0,-609335000.0
Net Borrowings,-41661000.0,27524000.0,19400000.0,423012000.0
Total Cash From Financing Activities,-101478000.0,-22693000.0,-63167000.0,166500000.0
Change To Operating Activities,82961000.0,15159000.0,6673000.0,13530000.0
Issuance Of Stock,1784000.0,2958000.0,2290000.0,1377000.0
Net Income,312900000.0,263846000.0,203886000.0,317903000.0
Change In Cash,258270000.0,14979000.0,9617000.0,-23038000.0
Repurchase Of Stock,-8105000.0,-7224000.0,-43427000.0,-219109000.0
Total Cash From Operating Activities,804088000.0,504314000.0,530614000.0,419797000.0
Depreciation,265195000.0,251174000.0,244387000.0,220970000.0
Dividends Paid,-47971000.0,-45951000.0,-41430000.0,-38780000.0
Change To Inventory,-50342000.0,37713000.0,-29648000.0,-38406000.0
Change To Account Receivables,-26278000.0,-10644000.0,7189000.0,-1801000.0
Other Cashflows From Financing Activities,-5525000.0,-5525000.0,-5525000.0,-5525000.0
Change To Netincome,45789000.0,71434000.0,63131000.0,-77097000.0
Capital Expenditures,-441252000.0,-438977000.0,-394699000.0,-577421000.0
