Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Short Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2017-11-14,46.5,46.75,45.5,45.54999923706055,41.6993408203125,698900,TKR,1.0480214855928407,1.0254135124018957,1.0893957789936213,1.043144349882203,0.0048771357106376,-0.0395272700409266,-0.0242564418446296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,45.04999923706055,45.58000183105469,44.72999954223633,44.84999847412109,41.05850982666016,626900,TKR,1.0969046315227329,1.0538291343816295,1.1098032544469405,1.0570826794517585,0.0398219520709743,-0.0141205838919675,-0.0008248449837073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,44.95000076293945,46.02999877929688,44.75,45.95000076293945,42.32029724121094,555100,TKR,1.058759536225488,1.0202198266956986,1.0734113141395558,1.0412088647392546,0.0175506714862334,-0.0502593856419195,-0.0388033966235923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,45.650001525878906,46.400001525878906,45.45000076293945,46.0,42.36635208129883,501800,TKR,1.056521537517496,1.0125498769368324,1.0403521132784412,1.0392013474275237,0.0173201900899722,-0.062771170742133,-0.0595872586392345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,46.20000076293945,46.75,45.97999954223633,46.54999923706055,42.87289810180664,431100,TKR,1.0558539099071589,0.9757341327729212,1.033494016704344,1.0381241126825425,0.0177297972246164,-0.0819754278559374,-0.0736739350847877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,46.75,47.34999847412109,46.75,47.34999847412109,43.60971450805664,650600,TKR,1.0306228336624528,0.9305665444223574,1.002143539749082,1.03199537924298,-0.0013725455805273,-0.1120349953810893,-0.1034259254703224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,47.5,47.54999923706055,46.900001525878906,47.0,43.287353515625,270200,TKR,1.0436171075265783,0.9235840077831984,1.0246751713149658,1.0328322263084138,0.0107848812181645,-0.1109196385351812,-0.0849488673810445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,47.400001525878906,47.5,46.75,47.0,43.287353515625,124800,TKR,1.0404255731648857,0.9310752481599504,1.0386673916415217,1.032019884081241,0.008405689083645,-0.1116357738347583,-0.0783576798477145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,47.09999847412109,47.59999847412109,47.04999923706055,47.45000076293945,43.701805114746094,603900,TKR,1.0337198326211403,0.9328458578550624,1.033081748291706,1.0369551897736955,-0.0032353571525554,-0.1241853789353059,-0.0839857471940934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,47.70000076293945,49.0,47.43000030517578,48.84999847412109,44.99121856689453,685500,TKR,1.006141165581866,0.9225859572409372,1.005545532719618,1.020376345675996,-0.01423518009413,-0.1308272225124471,-0.1058537173115166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,48.95000076293945,49.45000076293945,48.95000076293945,49.25,45.35962677001953,659100,TKR,1.0416242737844883,0.9059008369023528,0.9942970815812016,1.026253639124301,0.0153706346601873,-0.1481525177528569,-0.1179871818610156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,49.650001525878906,50.150001525878906,49.29999923706055,49.900001525878906,45.95827102661133,1013300,TKR,1.0070142106139064,0.909220734107839,0.983373071258088,1.0246409570196735,-0.0176267464057671,-0.1402044483660093,-0.1274286306758471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,49.79999923706055,49.84999847412109,47.59999847412109,49.20000076293945,45.31357955932617,738900,TKR,1.0284550063336146,0.954871680640017,0.9973638491741889,1.029880242563007,-0.0014252362293922,-0.1133685950513245,-0.1118000814942018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,49.95000076293945,52.400001525878906,49.95000076293945,50.04999923706055,46.09642791748047,1286000,TKR,1.0209789850993496,0.9286053461870182,0.9723397293357724,1.036157586789428,-0.0151786016900783,-0.1420059517665405,-0.1450709931193375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,49.84999847412109,49.900001525878906,48.400001525878906,48.84999847412109,44.99121856689453,734400,TKR,1.0481064470961858,0.9411201017993794,0.9879409993642626,1.0465343935592823,0.0015720535369034,-0.1302895532258269,-0.1370842096906012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,48.79999923706055,49.25,48.75,48.79999923706055,44.94516754150391,469200,TKR,1.0471311325835977,0.9204390963720744,0.9879164217330926,1.048372731047773,-0.0012415984641753,-0.1487002482142488,-0.1400659333479533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,48.650001525878906,49.75,48.650001525878906,49.34999847412109,45.45172119140625,837500,TKR,1.027355673100294,0.913238604852279,0.945128602045708,1.0387885930282448,-0.0114329199279508,-0.143780208056495,-0.1694824007372987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,49.54999923706055,49.79999923706055,48.84999847412109,49.0,45.12936782836914,460200,TKR,1.0581633255970448,0.9382391607785135,0.9508471950171056,1.0447156071702373,0.0134477184268075,-0.118742876512771,-0.1629786726871633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,48.95000076293945,49.130001068115234,48.34999847412109,48.400001525878906,44.5767707824707,317400,TKR,1.0785122082150638,0.9488308321066744,0.9291875689367356,1.0484619827112251,0.0300502255038386,-0.0957926877279765,-0.1752636225041836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,48.5,48.79999923706055,48.09999847412109,48.650001525878906,44.8070182800293,589000,TKR,1.0606371198234343,1.005989328523481,0.9275321897674684,1.0415757419863072,0.0190613778371271,-0.0427978783251119,-0.1799642821619664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,48.54999923706055,49.45000076293945,48.45000076293945,48.70000076293945,44.853065490722656,366000,TKR,1.060575038429279,0.9915294844463692,0.9151538336320528,1.0495576207370112,0.0110174176922677,-0.05734630770902,-0.1753403779060476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,48.650001525878906,48.79999923706055,47.45000076293945,47.5,43.74785614013672,672000,TKR,1.136842207146381,0.9710446364995216,0.9425334563164804,1.0539026313731312,0.0829395757732498,-0.0596818562353536,-0.1579187079951847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,47.75,48.400001525878906,47.400001525878906,47.45000076293945,43.701805114746094,1288600,TKR,1.1643837039372509,0.9370861071670922,0.9520557750297962,1.0520989179928428,0.112284785944408,-0.0636370904456791,-0.1217787865418031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,47.84999847412109,49.25,47.70000076293945,48.900001525878906,45.03726959228516,758500,TKR,1.134969274748544,0.9329573742721016,0.901065452620434,1.049480051520865,0.0854892232276789,-0.0829361141348832,-0.1703269232929665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,48.84999847412109,49.150001525878906,48.59999847412109,48.650001525878906,44.8070182800293,366200,TKR,1.1089413310578142,0.9201750637733656,0.905695787573714,1.0585213557872055,0.0504199752706084,-0.0844319045190183,-0.17187892589344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,49.04999923706055,49.22999954223633,48.59999847412109,48.59999847412109,44.760963439941406,655900,TKR,1.1244856533482963,0.9397514091321344,0.9014233048441692,1.0561912314345747,0.0682944219137215,-0.0623759711113229,-0.1790327510862969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,48.900001525878906,49.54999923706055,48.70000076293945,49.150001525878906,45.26751708984375,752500,TKR,1.1169889491588498,0.9333287996030544,0.8892777110358749,1.054691754118366,0.0622971950404838,-0.0806675888053471,-0.1891127306410329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,49.25,49.25,48.630001068115234,48.79999923706055,44.94516754150391,296100,TKR,1.1209016452576472,0.9049781083280016,0.900838865309818,1.0628648969920689,0.0580367482655785,-0.0861597918772736,-0.1873039490491064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,48.70000076293945,49.150001525878906,48.650001525878906,49.04999923706055,45.17542266845703,300200,TKR,1.097859178991943,0.9126710602335696,0.8952159963980475,1.054562443450246,0.0432967355416968,-0.0887403037581223,-0.2017402412249576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,49.09999847412109,49.29999923706055,48.68000030517578,48.900001525878906,45.03726959228516,349900,TKR,1.0848670831127578,0.9216426045526732,0.9238250079407092,1.0427572783556516,0.0421098047571062,-0.0903051178564963,-0.1804558651509663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,48.95000076293945,49.150001525878906,48.650001525878906,49.04999923706055,45.17542266845703,242100,TKR,1.0713556619035258,0.958817361181362,0.917905611888605,1.039387058829826,0.0319686030736998,-0.0569266047766698,-0.1840077866894499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,49.09999847412109,49.59999847412109,48.79999923706055,49.150001525878906,45.26751708984375,428700,TKR,1.0671415117108445,0.9169547860686053,0.8995702900104225,1.0452598484191695,0.0218816632916749,-0.0830899525720473,-0.2022107032943469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,50.150001525878906,51.5,50.04999923706055,51.29999923706055,47.24768829345703,1191900,TKR,0.9746587556066684,0.8814661878563486,0.8737021522727262,1.0173995405954512,-0.0427407849887828,-0.1120424308723044,-0.2268936576836009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,51.400001525878906,51.79999923706055,49.75,50.25,46.28063201904297,852500,TKR,0.9621889370344512,0.9239084617039462,0.9010192718709484,0.9765980219270426,-0.0144090848925914,-0.0800403306199092,-0.1944291890145657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,50.400001525878906,51.0,50.04999923706055,50.59999847412109,46.60297775268555,706200,TKR,0.9614625597062249,0.908571560007534,0.8707925902357684,0.9849127815791188,-0.023450221872894,-0.0897853763114581,-0.2188022695474291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,50.650001525878906,51.18000030517578,50.150001525878906,51.09999847412109,47.06348419189453,320500,TKR,0.9001958271630756,0.9114931740130222,0.8741518681797882,0.9789917900086822,-0.0787959628456066,-0.0881336450686329,-0.2157375027086103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,51.04999923706055,51.650001525878906,50.84999847412109,51.20000076293945,47.15558624267578,327600,TKR,0.8583984667299921,0.9057833667191036,0.8852890987654142,0.942840182406444,-0.0844417156764518,-0.0859411177552131,-0.2020609068876403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-09,51.150001525878906,51.650001525878906,51.09999847412109,51.09999847412109,47.06348419189453,306400,TKR,0.8698629615129918,0.9124774973029184,0.897911474126255,0.9530778204901076,-0.0832148589771158,-0.0887467497444967,-0.191386344224623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,51.150001525878906,51.25,50.54999923706055,50.70000076293945,46.69508361816406,283000,TKR,0.8767257399739691,0.9256292625765103,0.8990087768515157,0.966664672858564,-0.0899389328845948,-0.0876453154196978,-0.1867762626081334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,51.0,51.93000030517578,50.79999923706055,51.84999847412109,47.754241943359375,394100,TKR,0.8563162739781354,0.9138300887455418,0.8634587499704437,0.9609362737659176,-0.1046199997877822,-0.0910436811026088,-0.2116228562362773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,52.04999923706055,52.34999847412109,51.75,52.20000076293945,48.07659149169922,527400,TKR,0.8687739972815974,0.906739273775509,0.859607601053401,0.9729510699723092,-0.1041770726907118,-0.0879859502288459,-0.2036574305919786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-16,52.34999847412109,52.34999847412109,51.29999923706055,51.59999847412109,47.52398681640625,408800,TKR,0.8788760237493145,0.902660897367566,0.8627402929236239,0.9917823196316324,-0.112906295882318,-0.0936521097014282,-0.2194679971951674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-17,52.09999847412109,52.09999847412109,51.34999847412109,51.650001525878906,47.57004165649414,340200,TKR,0.8764670272756632,0.8949701773050811,0.885411470111829,0.9854883712686996,-0.1090213439930363,-0.0929496200551749,-0.1904169051765536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,53.5,54.34999847412109,52.900001525878906,54.0,49.73440933227539,1246200,TKR,0.841118867409182,0.8122431798485256,0.8506270758746046,0.981540936006692,-0.14042206859751,-0.1675632234055999,-0.2148908274541314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19,54.29999923706055,55.34999847412109,54.0,55.25,50.88566970825195,913700,TKR,0.8402968415382043,0.7984186363182137,0.842369502674526,0.9694690060853024,-0.1291721645470982,-0.1732933963579541,-0.2034458606742099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,55.150001525878906,55.650001525878906,54.59999847412109,55.5,51.11591720581055,811400,TKR,0.8464810226414247,0.7957285112663829,0.897822426435277,0.962138874344328,-0.1156578517029032,-0.1775080886953568,-0.1516217941533557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-23,55.20000076293945,55.380001068115234,53.84999847412109,53.95000076293945,49.6883544921875,817900,TKR,0.8689361271548495,0.8120636253307357,0.872982035858267,0.9712482450100663,-0.1023121178552169,-0.15686755950786,-0.1692726692785071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
