Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Short Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2017-09-29,48.70000076293945,48.93000030517578,48.400001525878906,48.54999923706055,44.44572067260742,501300,TKR,0.971164205785526,1.0485368905584576,0.9526707983801468,1.0206479989635429,-0.0494837931780168,-0.0417234981639884,-0.1366224006110561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,48.75,49.20000076293945,48.29999923706055,48.54999923706055,44.44572067260742,741300,TKR,0.9588055423403932,1.0588979879203642,0.9651782879655356,1.012478214064533,-0.0536726717241398,-0.0298095678410355,-0.1239525905113981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,48.75,49.09999847412109,48.04999923706055,48.75,44.62882232666016,556500,TKR,0.9579486695561004,1.056617311062367,0.9570663853477568,1.0113391723313174,-0.053390502775217,-0.0333460639425351,-0.1247342568728153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,48.650001525878906,49.04999923706055,48.59999847412109,48.75,44.62882232666016,406500,TKR,0.9569231274197212,1.0545535763281828,0.9622564080997826,1.0126829906128405,-0.0557598631931193,-0.0339301106933835,-0.1277029584968814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,48.75,49.0,48.59999847412109,48.79999923706055,44.67458724975586,350100,TKR,0.9661889605440958,1.045226973382261,0.9674926725969,1.0121464877707815,-0.0459575272266857,-0.0375735023008516,-0.1304290761743591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,48.650001525878906,49.400001525878906,48.5,49.34999847412109,45.17809295654297,488200,TKR,0.950354744668782,1.0570220834530226,0.9659385843278732,1.0081446760609294,-0.0577899313921473,-0.0379211393740135,-0.1346344821078904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,49.5,50.09999847412109,49.40999984741211,50.0,45.77314376831055,658300,TKR,0.9290000837558978,1.0503231269201874,0.9523692293332324,1.0143616235707735,-0.0853615398148757,-0.0533922980324652,-0.1461129168434645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,50.29999923706055,50.400001525878906,49.83000183105469,49.900001525878906,45.68160629272461,544300,TKR,0.9258515899454864,1.0403309050009273,0.9390660282673492,1.008797349947511,-0.0829457600020244,-0.0525197711430183,-0.1502312844266063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,49.900001525878906,50.150001525878906,49.5,49.75,45.54428482055664,400700,TKR,0.9376885025673076,1.044478837332037,0.9347774102384582,1.0091988628593096,-0.0715103602920019,-0.0567533704106693,-0.1533196399545354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,49.59999847412109,50.25,49.29999923706055,50.150001525878906,45.91047286987305,633200,TKR,0.9322032827994322,1.0832911582775626,0.8798958551011599,1.0112728774332036,-0.0790695946337713,-0.01539376754579,-0.1961392458639695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,50.59999847412109,50.75,50.150001525878906,50.400001525878906,46.13933944702149,371200,TKR,0.9037697834446216,1.1028694887728148,0.8805515532629562,1.0098252549340063,-0.1060554714893849,-0.0053800096144602,-0.1963390505806608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,50.75,50.79999923706055,49.75,49.84999847412109,45.63582992553711,675000,TKR,0.8996989841897113,1.1200829981445537,0.8912819766083524,1.0047827275420922,-0.1050837433523809,0.005021233002846,-0.194312020751854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,49.84999847412109,50.09999847412109,49.400001525878906,49.54999923706055,45.3611946105957,431200,TKR,0.9329625818832722,1.095393428650599,0.8895291588334701,1.016827126331923,-0.0838645444486508,-0.0256023415187172,-0.1974091274813302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,49.59999847412109,50.150001525878906,49.060001373291016,50.09999847412109,45.86469650268555,397300,TKR,0.9237246795870137,1.0974249271509848,0.8636030226675113,1.016900814218988,-0.0931761346319742,-0.0191587969463216,-0.2123923217571439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,49.95000076293945,50.400001525878906,49.54999923706055,50.400001525878906,46.13933944702149,349900,TKR,0.9292048524239176,1.095882969960441,0.8915960619259733,1.0195478153138224,-0.0903429628899048,-0.0206679323787604,-0.1862374793918508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,50.650001525878906,51.20000076293945,50.5,51.0,46.68861389160156,403800,TKR,0.9340545986074184,1.0790449328956118,0.9019437640226358,1.0187296628598663,-0.0846750642524479,-0.0378805928819327,-0.1635302452018283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,50.900001525878906,50.95000076293945,50.400001525878906,50.54999923706055,46.276649475097656,736800,TKR,0.9354037944972388,1.0717338658688964,0.898961070949109,1.0231439317955078,-0.087740137298269,-0.0425042870957856,-0.1694960809164795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,51.5,52.45000076293945,51.29999923706055,51.54999923706055,47.19211959838867,920600,TKR,0.9172580906305172,1.0353307227932516,0.908027083376613,1.023176662025299,-0.1059185713947821,-0.0654621610531429,-0.1713537369212402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,53.09999847412109,53.09999847412109,48.900001525878906,49.09999847412109,44.94923400878906,980500,TKR,0.9722480500157344,1.076746821653796,0.9698259517895522,1.028738706809164,-0.0564906567934295,-0.0314669999007695,-0.1239953104957523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,49.09999847412109,49.150001525878906,48.25,48.75,44.62882232666016,751600,TKR,1.008120228617771,1.0824136533353024,0.9996256147226752,1.0357335667629224,-0.0276133381451513,-0.0219548773521389,-0.091396419598186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,48.79999923706055,48.91999816894531,47.75,47.900001525878906,43.85068130493164,854000,TKR,1.0344109924905132,1.0501632290993288,1.0152514185712236,1.0327543330408862,0.001656659449627,-0.0282557244967118,-0.080877380163846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,47.75,48.04999923706055,46.900001525878906,47.0,43.02676010131836,609800,TKR,1.0681322720648712,1.0349538757467611,1.0303859127685129,1.0448229351223306,0.0233093369425405,-0.0111570578257176,-0.080003579626354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,47.25,47.5,46.84999847412109,47.150001525878906,43.164093017578125,721100,TKR,1.0497980240398586,1.038062314011373,1.030327149089968,1.0378093145840102,0.0119887094558484,-0.0155940544031183,-0.0772528020384555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,47.79999923706055,47.84999847412109,46.08000183105469,46.54999923706055,42.61480331420898,991400,TKR,1.0816998867177834,0.994169837390114,1.0414335414724365,1.0388512590749122,0.0428486276428712,-0.0604141809617357,-0.068009064786632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,46.59999847412109,47.09999847412109,46.09999847412109,46.70000076293945,42.75212097167969,1119200,TKR,1.05237395348638,0.9468134447710992,1.052175331384826,1.0310647944789963,0.0213091590073837,-0.0712328973489002,-0.052326679900756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,46.650001525878906,46.900001525878906,46.25,46.650001525878906,42.70635223388672,704000,TKR,1.052423473101988,0.9586110636205792,1.0652351978264998,1.0262436118253355,0.0261798612766521,-0.0670253419471732,-0.0425751208628664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,46.70000076293945,47.150001525878906,46.70000076293945,47.150001525878906,43.164093017578125,512200,TKR,1.0529984070995424,0.9484453135991844,1.0675394566321714,1.0311845275729687,0.0218138795265736,-0.08766561560326,-0.0381888277039352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,47.04999923706055,47.25,46.59999847412109,46.900001525878906,42.93521499633789,418300,TKR,1.051103804469557,0.9524287820865877,1.080826664347148,1.0414917955670933,0.0096120089024638,-0.0934810279410783,-0.030999694747922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,46.75,47.0,46.150001525878906,46.45000076293945,42.52325439453125,465000,TKR,1.048291609313034,0.9822317967104972,1.0967757330619592,1.0390384642435906,0.0092531450694433,-0.0787729663872414,-0.0178775723393924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,45.95000076293945,46.29999923706055,45.54999923706055,46.20000076293945,42.29438781738281,614800,TKR,1.0594081293597493,0.9875469233946832,1.0883898759111843,1.0401272810196784,0.0192808483400708,-0.088027929339409,-0.0242891169151391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,46.20000076293945,46.75,45.900001525878906,46.650001525878906,42.70635223388672,489700,TKR,1.050266837239556,0.9762850446628356,1.0724358641112175,1.0393664161720684,0.0109004210674876,-0.0996082039775821,-0.0409020962437105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,46.25,47.400001525878906,46.150001525878906,46.75,42.79789352416992,860900,TKR,1.022196480661608,0.9774441357774624,1.0744966825207227,1.0305050740272153,-0.0083085933656072,-0.0892230789888584,-0.037135878309884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
