,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-3900000.0,-9900000.0,1000000.0,-8800000.0
Change To Liabilities,21300000.0,19900000.0,19800000.0,31700000.0
Total Cashflows From Investing Activities,-34500000.0,-39400000.0,-52100000.0,-36700000.0
Net Borrowings,-95200000.0,47400000.0,-58400000.0,-198600000.0
Total Cash From Financing Activities,-112500000.0,-6400000.0,-73400000.0,-226400000.0
Change To Operating Activities,11000000.0,19800000.0,1000000.0,43500000.0
Issuance Of Stock,11300000.0,14100000.0,19200000.0,10700000.0
Net Income,104800000.0,113300000.0,53100000.0,88800000.0
Change In Cash,3200000.0,-18000000.0,7100000.0,-102100000.0
Repurchase Of Stock,-5700000.0,-44100000.0,-11000000.0,-1600000.0
Effect Of Exchange Rate,3100000.0,-3900000.0,12200000.0,7400000.0
Total Cash From Operating Activities,147100000.0,31700000.0,120400000.0,153600000.0
Depreciation,41000000.0,43000000.0,41900000.0,41200000.0
Other Cashflows From Investing Activities,400000.0,-100000.0,-1400000.0,1300000.0
Dividends Paid,-22900000.0,-23800000.0,-22000000.0,-21100000.0
Change To Inventory,-48100000.0,-33300000.0,-20500000.0,6600000.0
Change To Account Receivables,26000000.0,-141400000.0,37300000.0,-34100000.0
Change To Netincome,-3700000.0,6800000.0,-8300000.0,-5600000.0
Capital Expenditures,-31100000.0,-29400000.0,-35900000.0,-29200000.0
Other Cashflows From Financing Activities,,,-1200000.0,-15800000.0
