,2021-04-03,2021-01-02,2020-10-03,2020-06-27
Change To Liabilities,93383000.0,-97972000.0,228740000.0,5933000.0
Total Cashflows From Investing Activities,-3503000.0,-9723000.0,-37945000.0,-9805000.0
Net Borrowings,-5429000.0,-161275000.0,-67835000.0,-178170000.0
Total Cash From Financing Activities,-35471000.0,-184613000.0,-88310000.0,-200120000.0
Change To Operating Activities,36305000.0,7766000.0,-37545000.0,38087000.0
Net Income,107484000.0,19163000.0,-18889000.0,52161000.0
Change In Cash,-53584000.0,-106723000.0,6018000.0,74383000.0
Effect Of Exchange Rate,-4742000.0,2663000.0,9829000.0,-3264000.0
Total Cash From Operating Activities,-9868000.0,84950000.0,122444000.0,287572000.0
Depreciation,42659000.0,46546000.0,56041000.0,55760000.0
Other Cashflows From Investing Activities,5476000.0,-28000.0,753000.0,2555000.0
Dividends Paid,-20888000.0,-20756000.0,-20756000.0,-20740000.0
Change To Inventory,11832000.0,187611000.0,-136426000.0,38795000.0
Change To Account Receivables,-310869000.0,-87715000.0,-7116000.0,71391000.0
Other Cashflows From Financing Activities,-9154000.0,-2582000.0,281000.0,802000.0
Change To Netincome,9337000.0,9551000.0,37639000.0,25445000.0
Capital Expenditures,-8979000.0,-9695000.0,-38698000.0,-12360000.0
Repurchase Of Stock,,,,-2012000.0
