Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Common Stock,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2018-09-20,32.25,36.0099983215332,32.04999923706055,36.0,36.0,40182700,ELAN,0.8855555322435167,0.8536110983954536,0.9011110729641384,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-09-21,34.560001373291016,35.4900016784668,33.880001068115234,34.099998474121094,34.099998474121094,9269500,ELAN,0.9513196503902512,0.9146628131883376,0.9627566950177366,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-09-24,34.099998474121094,35.650001525878906,33.70000076293945,34.900001525878906,34.900001525878906,2769100,ELAN,0.9094555410716084,0.8974211554575418,0.9449856189198484,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-09-25,34.7599983215332,34.9900016784668,34.060001373291016,34.58000183105469,34.58000183105469,3152200,ELAN,0.9242335856607986,0.911798699164032,0.9577789814383768,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-09-26,34.349998474121094,35.97999954223633,34.25,35.5,35.5,5835600,ELAN,0.9135211353570644,0.8957746263960717,0.94140839912522,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-09-27,37.61000061035156,37.61000061035156,35.66999816894531,36.18999862670898,36.18999862670898,2949700,ELAN,0.854103371659149,0.8590771299350871,0.9052224251082353,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-09-28,36.0,36.209999084472656,34.75,34.88999938964844,34.88999938964844,1321500,ELAN,0.8842075357164568,0.912295800531018,0.9329320666803408,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-01,35.47999954223633,35.47999954223633,32.709999084472656,33.72999954223633,33.72999954223633,4374400,ELAN,0.9036466040881386,0.9679810841679656,0.9587904118436796,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-02,33.63999938964844,34.349998474121094,32.88999938964844,33.41999816894531,33.41999816894531,2128000,ELAN,0.9539198356506878,0.9727707990044804,0.9745661723311844,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-03,33.400001525878906,34.29999923706055,32.75,34.25,34.25,1116500,ELAN,0.9664233131130248,0.9503649412280452,0.938394142763458,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
