Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Common Stock,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2018-10-04,34.209999084472656,35.40999984741211,33.040000915527344,34.02000045776367,34.02000045776367,1226700,ELAN,0.977072346596078,0.9285714205620702,0.9341563862146576,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-05,34.13999938964844,34.5,33.25,34.34000015258789,34.34000015258789,1488700,ELAN,0.9845661392853274,0.9306930385107796,0.907979038049772,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-08,34.0,34.63999938964844,33.849998474121094,34.0099983215332,34.0099983215332,963200,ELAN,1.0132314256144652,0.9279623941045708,0.9147310245721026,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-09,34.0099983215332,34.95000076293945,33.54999923706055,34.31999969482422,34.31999969482422,1131500,ELAN,0.985431235301689,0.9239510304906798,0.9076340295896912,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-10,34.45000076293945,34.47999954223633,33.25,33.529998779296875,33.529998779296875,1610300,ELAN,1.0277363656138876,0.9412466631352556,0.94333433678192,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-11,33.5099983215332,33.7599983215332,31.76000022888184,32.38999938964844,32.38999938964844,1504200,ELAN,1.0546465109946668,0.9802408335378674,0.9901204167689336,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-12,32.65999984741211,33.86000061035156,32.0,32.58000183105469,32.58000183105469,1324800,ELAN,1.0589318005229578,0.9674646619485258,0.9941681267425484,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-15,32.4900016784668,32.4900016784668,31.5,32.459999084472656,32.459999084472656,2530000,ELAN,1.0477510560929744,0.9544054348743254,1.008009924324207,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-16,32.540000915527344,32.79999923706055,32.0099983215332,32.61000061035156,32.61000061035156,892500,ELAN,1.014719396910528,0.9316160255183472,0.9898803488231174,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-17,32.4900016784668,32.93000030517578,31.440000534057617,32.93000030517578,32.93000030517578,721300,ELAN,1.0324931577560916,0.9180078731273172,0.9565745432152024,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-18,32.5,32.75,31.39999961853028,31.799999237060547,31.799999237060547,1102900,ELAN,1.062893083269925,0.962264186025756,0.988679285797486,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-19,31.8700008392334,32.380001068115234,31.32999992370605,31.61000061035156,31.61000061035156,890100,ELAN,1.0480860622718846,0.9648845115811844,0.99209111056081,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-22,31.540000915527344,32.2400016784668,31.200000762939453,31.8799991607666,31.8799991607666,747100,ELAN,1.0401505872127108,0.956712697707191,1.0078419671872607,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-23,31.799999237060547,32.880001068115234,31.270000457763672,32.439998626708984,32.439998626708984,1717700,ELAN,1.036066647138489,0.9297164341610152,0.9916769275834256,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-24,32.439998626708984,33.40999984741211,31.6200008392334,31.739999771118164,31.739999771118164,1596600,ELAN,1.039697550030494,0.9193446917327374,0.9804663221059964,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-25,31.739999771118164,32.5099983215332,31.309999465942383,31.959999084472656,31.959999084472656,927400,ELAN,1.0309762736804262,0.9214643806810164,0.9821652155459184,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-26,31.729999542236328,32.869998931884766,31.600000381469727,32.43000030517578,32.43000030517578,861100,ELAN,1.0323774044767111,0.9142768837346628,1.016342854588635,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-29,32.41999816894531,32.88999938964844,30.59000015258789,30.90999984741211,30.90999984741211,1612000,ELAN,1.0831446039311252,0.9776771097552952,1.0773212358928088,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-30,30.600000381469727,31.06999969482422,30.100000381469727,30.850000381469727,30.850000381469727,1496900,ELAN,1.0829821534614976,0.9403565598108355,1.0421394206915484,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-10-31,31.31999969482422,31.5,30.270000457763672,30.479999542236328,30.479999542236328,1229100,ELAN,1.1072834811966583,0.9678477835644868,1.0695537717757204,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-11-01,31.170000076293945,32.15999984741211,30.59000015258789,31.8799991607666,31.8799991607666,2148100,ELAN,1.0373274957774183,0.931304934618564,1.027289863931492,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-11-02,32.650001525878906,33.13999938964844,31.940000534057617,33.099998474121094,33.099998474121094,1714700,ELAN,0.9848942591223706,0.8975830952892981,0.9969788979235368,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-11-05,33.29999923706055,33.5,32.13999938964844,33.2400016784668,33.2400016784668,1651300,ELAN,1.0099277376562588,0.881468043247464,0.993983130179292,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-11-06,34.29999923706055,34.650001525878906,33.25,33.810001373291016,33.810001373291016,2084400,ELAN,0.9872818607598322,0.8701567252681317,0.965690629982391,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-11-07,34.2599983215332,34.52000045776367,33.65999984741211,34.459999084472656,34.459999084472656,976200,ELAN,0.9564712698824218,0.8514219655277998,0.9500871314073576,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-11-08,34.70000076293945,34.70000076293945,33.4900016784668,33.81999969482422,33.81999969482422,653300,ELAN,0.9719100895472556,0.8752217814478479,0.9547605324333868,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-11-09,33.72999954223633,34.5,33.16999816894531,34.459999084472656,34.459999084472656,751200,ELAN,0.9442832785851568,0.8461985090577476,0.939930361293685,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-11-12,34.25,34.689998626708984,33.97999954223633,34.15999984741211,34.15999984741211,1012700,ELAN,0.9475995045807076,0.8586065589788939,0.9396955098801888,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-11-13,34.290000915527344,34.849998474121094,33.91999816894531,34.5,34.5,615000,ELAN,0.9205797167791836,0.841739156971807,0.9266666467638982,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
2018-11-14,34.529998779296875,34.91999816894531,33.849998474121094,34.0099983215332,34.0099983215332,362900,ELAN,0.9144369866604484,0.85827703542038,0.9332549643503568,2672800000.0,,1160000000.0,7780300000.0,184500000.0,8940300000.0,,,516900000.0,2969200000.0,-256600000.0,242000000.0,323400000.0,643100000.0,,-256600000.0,920300000.0,2123700000.0,12300000.0,2138300000.0,601900000.0,,1062300000.0,203800000.0,8036900000.0,-8400000.0,-964600000.0,2492500000.0,847500000.0,52500000.0,1659700000.0,-310700000.0,64600000.0,7900000.0,173800000.0,301000000.0,-3000000.0,-39000000.0,48400000.0,847500000.0,112600000.0,-98600000.0
