,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-74700000.0,-158200000.0,342000000.0,-231300000.0
Change To Liabilities,-84500000.0,116500000.0,12500000.0,93800000.0
Total Cashflows From Investing Activities,-531100000.0,-595800000.0,76700000.0,-647200000.0
Net Borrowings,-800000.0,-10000000.0,-437300000.0,176300000.0
Total Cash From Financing Activities,-486900000.0,-115600000.0,-1101200000.0,-473200000.0
Change To Operating Activities,258300000.0,-167100000.0,197000000.0,-1500000.0
Issuance Of Stock,140500000.0,160500000.0,147000000.0,113800000.0
Net Income,823400000.0,1046900000.0,722200000.0,583600000.0
Change In Cash,15800000.0,468500000.0,-104300000.0,-111800000.0
Repurchase Of Stock,-625400000.0,-263300000.0,-795500000.0,-763300000.0
Effect Of Exchange Rate,-20500000.0,-3000000.0,-6500000.0,7900000.0
Total Cash From Operating Activities,1054300000.0,1182900000.0,926700000.0,1000700000.0
Depreciation,107200000.0,89300000.0,77400000.0,81900000.0
Other Cashflows From Investing Activities,-49100000.0,-59000000.0,-23600000.0,-47500000.0
Change To Inventory,-120600000.0,-105400000.0,-65700000.0,-124000000.0
Change To Account Receivables,41900000.0,-88000000.0,-28700000.0,-27800000.0
Other Cashflows From Financing Activities,-1200000.0,-2800000.0,-15400000.0,-15400000.0
Change To Netincome,81500000.0,247500000.0,169800000.0,101000000.0
Capital Expenditures,-407000000.0,-254400000.0,-238700000.0,-168100000.0
