,2021-07-17,2021-07-17,2021-04-24,2021-04-17
Change To Liabilities,69572000.0,0.0,96094000.0,0.0
Total Cashflows From Investing Activities,-57422000.0,-57422000.0,-70294000.0,-70294000.0
Total Cash From Financing Activities,-459752000.0,-459752000.0,-216689000.0,-216689000.0
Change To Operating Activities,63473000.0,63473000.0,-75441000.0,-75441000.0
Issuance Of Stock,869000.0,869000.0,869000.0,869000.0
Net Income,178696000.0,178696000.0,185930000.0,182313000.0
Change In Cash,-70946000.0,-70946000.0,45241000.0,45241000.0
Repurchase Of Stock,-395644000.0,-395644000.0,-183647000.0,-183647000.0
Effect Of Exchange Rate,1000.0,1000.0,2292000.0,2292000.0
Total Cash From Operating Activities,446227000.0,388079500.0,329932000.0,388079500.0
Depreciation,58058000.0,67655500.0,77253000.0,67655500.0
Dividends Paid,-64825000.0,-64825000.0,-33146000.0,-33146000.0
Change To Inventory,48069000.0,48069000.0,63883000.0,63883000.0
Change To Account Receivables,681000.0,681000.0,-53982000.0,-53982000.0
Other Cashflows From Financing Activities,-152000.0,-152000.0,104000.0,104000.0
Change To Netincome,27678000.0,27678000.0,36195000.0,36195000.0
Capital Expenditures,-58689000.0,-64786500.0,-70884000.0,-64786500.0
