Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities
2017-09-29,99.6999969482422,99.98999786376952,98.23999786376952,99.1999969482422,96.96133422851562,1878200,AAP,0.823991991134413,1.1196331772119668,1.119510035316938,1.0206479989635429,-0.1966560078291298,0.0293727884895207,0.0302168363257351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,99.58000183105467,99.73999786376952,98.38999938964844,99.36000061035156,97.11775207519533,1517300,AAP,0.8127011776972048,1.1297132359075646,1.1140795282235212,1.012478214064533,-0.1997770363673281,0.0410056801461649,0.0249486497465873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,99.45999908447266,100.0999984741211,98.23999786376952,98.9800033569336,96.74632263183594,935000,AAP,0.8253181558733115,1.1260640748398318,1.0783034325930974,1.0113391723313174,-0.1860210164580059,0.0361006998349298,-0.0034972096274747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,95.04000091552734,98.41000366210938,94.4800033569336,94.93000030517578,92.7877197265625,2780300,AAP,0.8616874935042895,1.1646189007744865,1.122619774324216,1.0126829906128405,-0.1509954971085509,0.0761352137529201,0.0326604077275518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,94.7699966430664,95.8499984741211,93.5999984741211,94.33000183105467,92.20126342773438,2050800,AAP,0.8556132045963741,1.173087323760919,1.14833325665428,1.0121464877707815,-0.1565332831744074,0.0902868480778062,0.0504115078830209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,94.13999938964844,95.66999816894533,93.69000244140624,94.29000091552734,92.16216278076172,1316800,AAP,0.8418706843007285,1.1986294730270064,1.140220195914214,1.0081446760609294,-0.1662739917602008,0.1036862501999702,0.0396471294784503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,94.2300033569336,94.47000122070312,90.98999786376952,91.12000274658205,89.06369018554688,1951300,AAP,0.8714882339497245,1.2731630676536327,1.1556065588487543,1.0143616235707735,-0.142873389621049,0.1694476427009801,0.0571244126720573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,91.22000122070312,92.37999725341795,91.0199966430664,91.83999633789062,89.76746368408203,1260600,AAP,0.8759797827656143,1.2409552744386134,1.1310675564280506,1.008797349947511,-0.1328175671818966,0.1481045982946678,0.0417702437340949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,91.6999969482422,92.16000366210938,89.18000030517578,89.4000015258789,87.38251495361328,1527600,AAP,0.9085011517539636,1.2910540720612158,1.1816470932956942,1.0091988628593096,-0.1006977111053459,0.1898218643185094,0.0935500431027005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,89.37999725341797,89.5,86.48999786376953,86.55999755859375,84.60660552978516,2514600,AAP,0.9505544721038,1.3354937442496575,1.2367242442597122,1.0112728774332036,-0.0607184053294036,0.2368088184263048,0.1606891432945827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,86.76000213623047,86.87000274658203,85.4000015258789,85.51000213623047,83.5802993774414,1969500,AAP,1.119401057248825,1.3693280999416069,1.2623300131254689,1.0098252549340063,0.1095758023148185,0.2610786015543318,0.1854394092818518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,85.69999694824219,86.05000305175781,84.76000213623047,86.01000213623047,84.06901550292969,2448000,AAP,1.0647600428855584,1.3731180621564714,1.3173805396342022,1.0047827275420922,0.0599773153434661,0.2580562970147637,0.2317865422739957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,86.37999725341797,88.97000122070312,86.19999694824219,88.08999633789062,86.10208129882812,2099400,AAP,1.0273582056806692,1.3528495498500208,1.322187213904621,1.016827126331923,0.010531079348746,0.2318537796807045,0.2352489275898206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
