Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Investments
2019-03-13,38.59999847412109,39.29999923706055,38.0,39.20000076293945,37.59747314453125,306000,FOX,0.9426019931915252,0.919085340513022,0.8265546037561872,1.0381516152855237,-0.0955496220939985,-0.1139653212616792,-0.2504405808547928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-14,39.5,40.650001525878906,39.31999969482422,39.959999084472656,38.32639694213867,279700,FOX,0.925425660406279,0.9023610448256624,0.8136244673179699,1.0368706366121625,-0.1114449762058834,-0.1414241537417627,-0.260193877705175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,40.54999923706055,41.04999923706055,40.5,41.02000045776367,39.34307098388672,164200,FOX,0.9071183055301036,0.8768349404424278,0.7950700292333871,1.033509193192778,-0.1263908876626743,-0.1682647799753576,-0.2758421091376847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,41.72999954223633,41.72999954223633,40.470001220703125,40.86000061035156,39.18961334228516,581700,FOX,0.9351442503213662,0.8706626736706976,0.7820609536039071,1.0209918251991643,-0.0858475748777981,-0.1776588621455929,-0.2730857644082538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19,41.400001525878906,41.400001525878906,39.04999923706055,39.54999923706055,37.93316268920898,2540200,FOX,0.9587863013403828,0.9129876042229093,0.8200088174207618,1.0253191175225085,-0.0665328161821254,-0.1327577065864789,-0.2451916389124513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,39.84999847412109,39.85100173950195,37.459999084472656,37.59999847412109,36.0628776550293,5147900,FOX,0.9904256200265992,0.9512365942231727,0.8482502080938541,1.0305905868421654,-0.0401649668155662,-0.0952051279084279,-0.2205860784333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-21,38.0,38.90999984741211,37.84000015258789,38.880001068115234,37.29055404663086,8865500,FOX,0.9670780865828278,0.910860677643434,0.8205847888009763,1.0288626554622844,-0.0617845688794566,-0.1127068961849482,-0.2253559048999172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22,38.7599983215332,38.84000015258789,36.54999923706055,37.459999084472656,35.92860412597656,4902500,FOX,0.9997330776088,0.948612661846916,0.8533142014178952,1.055588179693563,-0.0558551020847628,-0.0977001029235042,-0.223971950957651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,37.56999969482422,37.810001373291016,36.34999847412109,36.45000076293945,34.95989227294922,4035100,FOX,1.032647405877838,0.9870462476728202,0.8669492017372202,1.049775645573302,-0.0171282396954639,-0.0705451736242667,-0.1938428865542918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-26,36.459999084472656,37.34999847412109,36.459999084472656,36.709999084472656,35.20926284790039,3350900,FOX,1.032688880493466,1.0014383692472408,0.8367902155354496,1.0495013150566668,-0.0168124345632008,-0.0582286786989041,-0.1988626429034219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,36.75,37.16999816894531,36.060001373291016,36.20000076293945,34.72011947631836,2871300,FOX,1.0698893642716816,0.9997006044274728,0.8508188221701268,1.0553202646750557,0.0145690995966258,-0.0717510402083791,-0.1977442275604585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
