Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,93.91999816894533,95.05999755859376,93.62000274658205,95.02999877929688,94.12984466552734,835700,GPN,1.0938651315669496,1.0908179886717122,1.1440615727925925,1.0206479989635429,0.0732171326034067,0.0005575999492661,0.0547683738013895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,95.20999908447266,96.20999908447266,95.01000213623048,96.12999725341795,95.2194366455078,1053300,GPN,1.0667843586391108,1.077399551720342,1.1399177699921847,1.012478214064533,0.0543061445745778,-0.0113080040410575,0.0507868915152509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,96.31999969482422,97.80999755859376,96.0999984741211,96.62000274658205,95.70477294921876,1133200,GPN,1.0640654625207344,1.0783534817959128,1.1379673309196845,1.0113391723313174,0.0527262901894169,-0.0116098932089891,0.0561666886991123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,96.87000274658205,96.87000274658205,95.75,96.41999816894533,95.50669860839844,1015300,GPN,1.074569344894264,1.0871242906558694,1.145617751485151,1.0126829906128405,0.0618863542814234,-0.001359396365697,0.055658384888487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,96.38999938964844,97.29000091552734,95.87999725341795,96.79000091552734,95.87318420410156,779300,GPN,1.0772805657039588,1.0701560285493967,1.156428826646528,1.0121464877707815,0.0651340779331772,-0.0126444471337159,0.0585070778752687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,96.47000122070312,97.22000122070312,96.2699966430664,96.9499969482422,96.03166198730467,629400,GPN,1.0716863871807418,1.0728259700317675,1.1612261066164609,1.0081446760609294,0.0635417111198124,-0.0221172527952686,0.0606530401806972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,96.95999908447266,99.1500015258789,96.7699966430664,98.1500015258789,97.22028350830078,865800,GPN,1.035659664076902,1.0521692270422558,1.1447869971388678,1.0143616235707735,0.0212980405061284,-0.0515461979103968,0.0463048509621708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,98.62999725341795,100.33999633789062,98.08999633789062,98.5199966430664,97.5867691040039,1622300,GPN,1.0081203869034006,1.0618204686725157,1.1297265171399682,1.008797349947511,-0.0006769630441103,-0.0310302074714299,0.0404292044460126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,98.61000061035156,99.61000061035156,98.36000061035156,99.06999969482422,98.13158416748048,1029400,GPN,0.9977792468424976,1.0680392928078275,1.113055958952296,1.0091988628593096,-0.0114196160168119,-0.0331929149348788,0.0249589087593022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,98.97000122070312,99.91000366210938,98.6500015258789,99.05999755859376,98.12167358398438,723500,GPN,1.0054512073862971,1.0719835714225732,1.1071102224989589,1.0112728774332036,-0.0058216700469064,-0.0267013544007794,0.0310751215338294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
