Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2015-06-17,22.75,22.75,22.75,22.75,22.75,100,BLD,1.3454945323231455,1.3912087744408912,1.3604395939753606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,22.75,22.75,22.75,22.75,22.75,0,BLD,1.3331868098332331,1.4149449945806147,1.3529670631492532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-22,22.75,22.75,22.75,22.75,22.75,200,BLD,1.3287911886697288,1.355164831811255,1.3525274926489526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,25.89999961853028,25.89999961853028,25.89999961853028,25.89999961853028,25.89999961853028,300,BLD,1.1583011753612675,1.1583011753612675,1.1532819026708698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,25.89999961853028,25.89999961853028,25.89999961853028,25.89999961853028,25.89999961853028,100,BLD,1.1312741184790491,1.195752886853205,1.1432432836472686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,25.940000534057617,26.01000022888184,25.89999961853028,26.0,26.0,2800,BLD,1.1188461597149189,1.1730769230769231,1.1203845831064076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,26.950000762939453,30.39999961853028,26.600000381469727,29.0,29.0,5558800,BLD,0.9917241458235118,1.0675861753266431,0.9434482969086744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,27.950000762939453,29.21999931335449,26.667999267578125,27.0,27.0,5140200,BLD,1.0833333333333333,1.218518575032552,0.9885185382984304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,27.89999961853028,28.40999984741211,27.479999542236328,27.809999465942383,27.809999465942383,1957700,BLD,1.036677471317927,1.1535419793999486,0.9611650505413104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,27.75,28.989999771118164,27.5,28.989999771118164,28.989999771118164,1297800,BLD,0.9899965846682196,1.1345291358855312,0.9016902240782668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,28.40999984741211,29.020000457763672,27.76000022888184,28.13999938964844,28.13999938964844,1289500,BLD,1.0227434723126716,1.1641790700814396,0.9143567910559852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,27.1299991607666,27.88999938964844,26.920000076293945,27.100000381469727,27.100000381469727,1619900,BLD,1.0516605018016,1.197047902954666,0.9132841199856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
