Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings,Repurchase Of Stock
2018-03-16,27.5,33.470001220703125,26.059999465942383,33.0,33.0,16931900,ZS,0.8681818066221296,1.1480302521676728,1.2554545547022964,0.99283022632097,-0.1246484196988403,0.1019893549348809,0.1550635403673104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-19,31.450000762939453,31.5,26.75,27.89999961853028,27.89999961853028,5892100,ZS,1.004659536555294,1.262007152899289,1.5283154112062542,0.9977193171282256,0.0069402194270682,0.2113581054903439,0.4129019794550452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-20,28.40999984741211,30.90399932861328,28.06999969482422,30.3799991607666,30.3799991607666,3262000,ZS,0.8959842022809202,1.2057275207373943,1.3815010658362397,0.9892852301876452,-0.093301027906725,0.1550535740064373,0.2751611966101164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-21,30.790000915527344,34.83000183105469,29.290000915527344,31.07999992370605,31.07999992370605,4460900,ZS,0.8642213859809016,1.1698841923940362,1.338803111727611,0.9886352809649156,-0.1244138949840141,0.133837376653422,0.2338300481426025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-22,30.0,31.8799991607666,28.559999465942383,29.82999992370605,29.82999992370605,3239500,ZS,0.9098223083829158,1.2024806913720003,1.367080083258358,1.001420944386749,-0.0915986360038332,0.1397077078772894,0.2346876060020959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,30.309999465942383,30.450000762939453,28.600000381469727,29.43000030517578,29.43000030517578,1247100,ZS,0.9551478191934616,1.176010881802974,1.356778793446135,1.0208790000721215,-0.0657311808786599,0.1074387592308878,0.2099602829185791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,30.6299991607666,30.9379997253418,27.299999237060547,27.82999992370605,27.82999992370605,1916700,ZS,1.029464595654768,1.268774756381274,1.3305784721815297,1.0055604459985763,0.0239041496561915,0.2177108416711188,0.2158674463565038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,28.0,28.599000930786133,26.600000381469727,27.75,27.75,1719500,ZS,1.0345945616026182,1.2882882882882882,1.3769369039449606,1.0208143643040246,0.0137801972985935,0.2205554756810701,0.2436623615106763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,27.350000381469727,28.190000534057617,27.0,27.530000686645508,27.530000686645508,824700,ZS,1.085724614752652,1.3468943300477931,1.3734108401832412,1.0137855361542834,0.0719390785983686,0.275268046833319,0.2509013753002924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,27.75,28.45499992370605,26.799999237060547,28.06999969482422,28.06999969482422,1137600,ZS,1.0377627174017332,1.2978268863997546,1.3195582942010893,1.0027391855749308,0.0350235318268024,0.2406235979698316,0.2192163382569927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,27.89999961853028,28.65999984741211,26.80699920654297,27.059999465942383,27.059999465942383,786700,ZS,1.106799754398902,1.3551366922640942,1.3433111305072665,1.0209426799016277,0.0858570744972746,0.2638608160170561,0.221118252325047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,27.1299991607666,27.190000534057617,26.5,26.799999237060547,26.799999237060547,787500,ZS,1.0287313611822373,1.4182835598357346,1.3332089760967931,1.0073860021346626,0.0213453590475747,0.3296027084594821,0.2295937275220703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,26.350000381469727,28.950000762939453,26.31999969482422,27.96999931335449,27.96999931335449,1023800,ZS,0.9960672611475392,1.4254558423549382,1.1991419999611304,1.0086288213636454,-0.0125615602161062,0.341135292844356,0.1418413704327861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,28.61000061035156,29.14999961853028,27.96999931335449,28.530000686645508,28.530000686645508,1210400,ZS,0.9691552384530032,1.350858744758719,1.2110059027524986,1.0070075641703935,-0.0378523257173902,0.273357675060345,0.1808518601611031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
