Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2018-03-16,27.5,33.470001220703125,26.059999465942383,33.0,33.0,16931900,ZS,0.8681818066221296,1.1480302521676728,1.2554545547022964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-19,31.450000762939453,31.5,26.75,27.89999961853028,27.89999961853028,5892100,ZS,1.004659536555294,1.262007152899289,1.5283154112062542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-20,28.40999984741211,30.90399932861328,28.06999969482422,30.3799991607666,30.3799991607666,3262000,ZS,0.8959842022809202,1.2057275207373943,1.3815010658362397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-21,30.790000915527344,34.83000183105469,29.290000915527344,31.07999992370605,31.07999992370605,4460900,ZS,0.8642213859809016,1.1698841923940362,1.338803111727611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-22,30.0,31.8799991607666,28.559999465942383,29.82999992370605,29.82999992370605,3239500,ZS,0.9098223083829158,1.2024806913720003,1.367080083258358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,30.309999465942383,30.450000762939453,28.600000381469727,29.43000030517578,29.43000030517578,1247100,ZS,0.9551478191934616,1.176010881802974,1.356778793446135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,30.6299991607666,30.9379997253418,27.299999237060547,27.82999992370605,27.82999992370605,1916700,ZS,1.029464595654768,1.268774756381274,1.3305784721815297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,28.0,28.599000930786133,26.600000381469727,27.75,27.75,1719500,ZS,1.0345945616026182,1.2882882882882882,1.3769369039449606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,27.350000381469727,28.190000534057617,27.0,27.530000686645508,27.530000686645508,824700,ZS,1.085724614752652,1.3468943300477931,1.3734108401832412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-29,27.75,28.45499992370605,26.799999237060547,28.06999969482422,28.06999969482422,1137600,ZS,1.0377627174017332,1.2978268863997546,1.3195582942010893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,27.89999961853028,28.65999984741211,26.80699920654297,27.059999465942383,27.059999465942383,786700,ZS,1.106799754398902,1.3551366922640942,1.3433111305072665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-03,27.1299991607666,27.190000534057617,26.5,26.799999237060547,26.799999237060547,787500,ZS,1.0287313611822373,1.4182835598357346,1.3332089760967931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-04,26.350000381469727,28.950000762939453,26.31999969482422,27.96999931335449,27.96999931335449,1023800,ZS,0.9960672611475392,1.4254558423549382,1.1991419999611304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-05,28.61000061035156,29.14999961853028,27.96999931335449,28.530000686645508,28.530000686645508,1210400,ZS,0.9691552384530032,1.350858744758719,1.2110059027524986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-06,28.31999969482422,29.663000106811523,28.049999237060547,28.21999931335449,28.21999931335449,737300,ZS,0.9755493039157356,1.3862508817770274,1.2863217618819138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,28.46999931335449,28.700000762939453,26.5,26.540000915527344,26.540000915527344,934500,ZS,1.0493594355973048,1.5275056336493658,1.3888469984485363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-10,27.059999465942383,28.5,26.84000015258789,28.06999969482422,28.06999969482422,1068400,ZS,1.0039187962788558,1.4157464236023627,1.387958657215676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-11,28.030000686645508,29.459999084472656,27.39999961853028,27.709999084472656,27.709999084472656,795300,ZS,1.0581017922607483,1.4839408260726514,1.3680981992040209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-12,27.809999465942383,28.59000015258789,27.77499961853028,27.959999084472656,27.959999084472656,258900,ZS,1.0182403521309504,1.4978541645007757,1.3154506431912705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,28.700000762939453,28.700000762939453,27.030000686645508,27.479999542236328,27.479999542236328,418300,ZS,0.9974527039304848,1.5167394832417764,1.2983988682509322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,27.88999938964844,29.0,27.565000534057617,28.989999771118164,28.989999771118164,401000,ZS,0.9344601713166212,1.3928941492557227,1.2521558994017348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-17,29.309999465942383,29.972999572753903,28.6299991607666,28.75,28.75,951500,ZS,0.9526956309442935,1.3840000318444294,1.2358260444972826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,28.959999084472656,29.0,28.0,28.64999961853028,28.64999961853028,377700,ZS,0.9521815375174149,1.444328154243724,1.1874345867620948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-19,28.64999961853028,28.94499969482422,27.75,28.030000686645508,28.030000686645508,265500,ZS,0.9782375813268464,1.4202640170557657,1.2754191624773157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-20,28.049999237060547,28.229999542236328,27.030000686645508,27.21999931335449,27.21999931335449,522500,ZS,0.9952241306375486,1.51432778326633,1.239897165737319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,27.200000762939453,27.57999992370605,26.5,26.86000061035156,26.86000061035156,626800,ZS,0.9888309330754982,1.476917247487214,1.272151801656198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-24,27.0,27.96999931335449,27.0,27.13999938964844,27.13999938964844,393200,ZS,0.9782608634540748,1.377302944316663,1.3076640558806776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25,27.09000015258789,28.450000762939453,26.850000381469727,28.11000061035156,28.11000061035156,415700,ZS,0.8875844973746307,1.2885094426986616,1.290999648792732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-26,28.39999961853028,28.809999465942383,28.17099952697754,28.64999961853028,28.64999961853028,396000,ZS,0.894589860454644,1.2324607973276611,1.3598603700948766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-27,28.86000061035156,28.93000030517578,28.410999298095703,28.709999084472656,28.709999084472656,197200,ZS,0.8881922958259956,1.2560084473424276,1.3730407323581209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,28.700000762939453,30.059999465942383,28.700000762939453,29.88999938964844,29.88999938964844,399100,ZS,0.8785547261662457,1.2388758626780427,1.330545375371834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-01,29.799999237060547,30.030000686645508,29.0,29.1299991607666,29.1299991607666,418400,ZS,0.9673876112955638,1.2814968385351746,1.4064539100942746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02,29.31999969482422,30.059999465942383,29.01000022888184,29.950000762939453,29.950000762939453,265300,ZS,0.975292098176422,1.2217028120368152,1.3689482122061902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-03,28.75,28.75,26.75,27.56999969482422,27.56999969482422,1937300,ZS,1.0928545337061784,1.3511062898920898,1.513964531755245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-04,27.57999992370605,27.959999084472656,27.57999992370605,27.86000061035156,27.86000061035156,651300,ZS,1.1001435372238315,1.3295046699232629,1.4612346802801792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
