,2021-07-31,2021-04-30,2021-01-31,2020-10-31
Investments,131265000.0,-17783000.0,-37742000.0,-86581000.0
Change To Liabilities,135041000.0,51324000.0,81302000.0,2209000.0
Total Cashflows From Investing Activities,103120000.0,-64790000.0,-50112000.0,-97886000.0
Total Cash From Financing Activities,21452000.0,2665000.0,13039000.0,4519000.0
Change To Operating Activities,-41740000.0,-25436000.0,-16957000.0,-28570000.0
Issuance Of Stock,21452000.0,2665000.0,15289000.0,4519000.0
Net Income,-81023000.0,-58459000.0,-67541000.0,-55006000.0
Change In Cash,169308000.0,11243000.0,-6669000.0,-39835000.0
Total Cash From Operating Activities,44736000.0,73368000.0,30404000.0,53532000.0
Depreciation,2470000.0,8147000.0,7308000.0,6165000.0
Change To Account Receivables,-91477000.0,4553000.0,-66315000.0,41634000.0
Change To Netincome,88351000.0,68206000.0,68777000.0,64228000.0
Capital Expenditures,-13950000.0,-14812000.0,-10499000.0,-8904000.0
Other Cashflows From Financing Activities,,,-2250000.0,-2250000.0
