Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2018-10-04,27.75,35.5,27.040000915527344,32.20000076293945,32.20000076293945,10336300,GH,1.0909937961413982,1.2900621096673313,2.3795031345082363,0.951596492949428,0.1393973031919703,0.3745151461041915,1.3309947137079423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-05,31.88999938964844,32.689998626708984,28.75,29.200000762939453,29.200000762939453,1703300,GH,1.2222601950067966,1.470547859752397,2.490068396736344,0.963805777686949,0.2584544173198476,0.5470834397072922,1.4420741277729778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-08,29.780000686645508,30.40999984741211,28.520000457763672,29.549999237060547,29.549999237060547,1061800,GH,1.2473773794255492,1.3377326497430084,2.386125345404387,0.9817406222856884,0.2656367571398607,0.4183941546435581,1.334173587041498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-09,29.6299991607666,32.560001373291016,28.729999542236328,31.51000022888184,31.51000022888184,719600,GH,1.2116788330004602,1.2719771989819806,2.029197021969617,0.985404470737889,0.2262743622625712,0.3396339597944903,0.973229475745634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-10,31.51000022888184,32.68000030517578,30.65999984741211,30.920000076293945,30.920000076293945,1297400,GH,1.232212108024281,1.30465718153462,2.1578266835728983,1.004670879558299,0.2275412284659819,0.3397292451628897,1.0554157420523145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-11,31.57999992370605,32.400001525878906,30.850000381469727,31.600000381469727,31.600000381469727,478500,GH,1.2379746347985734,1.309810091455555,2.072784785104284,1.005569825537468,0.2324048092611053,0.3165276587870315,0.9480496936233798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-12,32.0,34.41999816894531,31.979999542236328,33.58000183105469,33.58000183105469,483800,GH,1.121798573998534,1.2284097007359935,1.9469920693379688,0.9966747140918392,0.1251238599066949,0.2306642240146528,0.8388782512700306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-15,33.880001068115234,34.34000015258789,32.720001220703125,33.369998931884766,33.369998931884766,471300,GH,1.1165717564926732,1.216961399766454,2.0197783543073102,0.9891317727722226,0.1274399837204505,0.2336807113356797,0.9031672395194954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-16,33.75,37.900001525878906,33.75,37.720001220703125,37.720001220703125,690400,GH,0.994167518197683,1.060180285904067,1.7529162409011585,0.9777864585235492,0.0163810596741338,0.0997790051548219,0.6613786647402886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-17,38.4900016784668,43.79999923706055,37.77000045776367,40.72999954223633,40.72999954223633,935900,GH,0.9145593031832072,0.9690646124307808,1.6083968296709086,0.9825023252332036,-0.0679430220499963,0.0005532399152529,0.512645650118067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18,40.52999877929688,44.25,37.75,40.11000061035156,40.11000061035156,1296200,GH,0.8381949244650009,0.9785589479614814,1.6207928483414864,0.9779319429497442,-0.1397370184847433,-0.0162575701335185,0.5185073484660787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-19,40.5099983215332,43.25,35.380001068115234,35.790000915527344,35.790000915527344,774000,GH,0.9706622182117628,1.149483049378745,1.8533109844732552,0.968237340120051,0.0024248780917117,0.150257060056525,0.7402212218540922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-22,36.0099983215332,38.369998931884766,35.52000045776367,37.40999984741211,37.40999984741211,363600,GH,0.9933172948136942,1.081796348189579,1.8449611581017145,0.9826563959246816,0.0106608988890127,0.0778052657397896,0.7139568358572763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-23,36.459999084472656,36.5,33.43000030517578,34.47999954223633,34.47999954223633,502200,GH,1.1136891541672085,1.156032515647948,2.015951364821919,0.9881077347865406,0.1255814193806679,0.1346225145345967,0.8819724133838645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-24,34.060001373291016,37.84000015258789,34.060001373291016,34.709999084472656,34.709999084472656,308500,GH,1.14693178978215,1.1622011298362087,1.9726304530884544,1.035209336841041,0.1117224529411087,0.099073288773112,0.8208827870819704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25,34.54999923706055,35.2400016784668,32.18000030517578,35.13999938964844,35.13999938964844,379500,GH,1.0828116077961385,1.1439954883659331,1.842344877297883,1.0143747476211535,0.0684368601749849,0.093876074653082,0.7107960072884092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-26,34.81999969482422,35.720001220703125,33.599998474121094,34.9900016784668,34.9900016784668,329600,GH,1.0783080232161222,1.140325796281221,1.831094501897482,1.053081568236106,0.0252264549800163,0.0659730269016776,0.6824507915976687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,36.0,37.0,31.520000457763672,32.59000015258789,32.59000015258789,516300,GH,1.152193895711866,1.289352570144955,2.332003671192528,1.055315029975959,0.0968788657359069,0.2049395215544567,1.1726779614167622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30,31.989999771118164,34.2400016784668,31.01000022888184,34.06999969482422,34.06999969482422,340900,GH,1.0487232128641402,1.2113296397837434,2.120634007841683,1.039498234163286,0.0092249787008542,0.1520721083907743,1.0181368476707022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-31,34.40999984741211,35.88999938964844,33.04999923706055,33.47999954223633,33.47999954223633,340000,GH,1.3721624628086948,1.193847125663171,2.1654719531443964,1.0407634740694096,0.3313989887392852,0.1523271858023029,1.0627550811139272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,33.63999938964844,35.77000045776367,33.34000015258789,34.22999954223633,34.22999954223633,295400,GH,1.2404323591088966,1.1662284166754986,2.26263505649998,0.9864869819371144,0.2539453771717822,0.1410525977905923,1.175036543337048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-02,34.15999984741211,40.220001220703125,34.15999984741211,40.11000061035156,40.11000061035156,453800,GH,1.149339261346798,1.032909490768832,1.909748125367822,0.988961756405294,0.160377504941504,0.0013596169421399,0.8090559727553668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-05,40.06999969482422,40.97999954223633,35.130001068115234,35.130001068115234,35.130001068115234,523200,GH,1.281241017734704,1.1964132508223644,2.168516879844858,0.9641545570690644,0.3170864606656397,0.1540224599223372,1.0790491435982643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-06,35.0,37.43000030517578,35.0,35.689998626708984,35.689998626708984,374200,GH,1.223311894855011,1.206500505188213,2.193051265193724,0.9564908430667262,0.2668210517882848,0.1658249448324644,1.1174044405125692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-07,35.91999816894531,38.0,35.709999084472656,36.86000061035156,36.86000061035156,392600,GH,1.1866522233909864,1.3258274043045015,2.0721648396274803,0.938443196526784,0.2482090268642025,0.3035168751215567,1.002617763142614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-08,37.04999923706055,38.290000915527344,36.79999923706055,38.18000030517578,38.18000030517578,198900,GH,1.1115766968958274,1.337611296139802,1.8727082092324463,0.9476590583772034,0.1639176385186239,0.3017318472166905,0.8047579294089355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-09,38.150001525878906,38.5,35.5,38.09999847412109,38.09999847412109,453400,GH,1.0994750936302966,1.3183727441972046,1.9897637951373328,0.9499672718524812,0.1495078217778155,0.268858745531078,0.9253945875113044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
