Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2019-04-26,65.2300033569336,68.11000061035156,64.5,67.4000015258789,67.4000015258789,556100,GH,1.1359049825718146,1.3945103224913298,1.0587536942851874,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-04-29,67.02999877929688,67.25,64.87000274658203,66.12000274658203,66.12000274658203,665300,GH,1.1727162385748031,1.4287658393297118,1.081064736656089,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-04-30,66.27999877929688,68.9000015258789,65.19000244140625,65.51000213623047,65.51000213623047,709700,GH,1.17356120815785,1.4052815532985574,1.0378567493003863,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-01,65.9800033569336,65.9800033569336,63.58000183105469,65.01000213623047,65.01000213623047,712700,GH,1.2024303276461623,1.3416397224219578,0.9944623811948634,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-02,64.77999877929688,66.98999786376953,64.01000213623047,66.33000183105469,66.33000183105469,477400,GH,1.2855419009372664,1.3643901326960206,0.9678877608320032,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-03,65.91000366210938,69.44999694824219,65.12999725341797,69.0199966430664,69.0199966430664,680100,GH,1.2689076512705506,1.5893944115290306,1.0415821919178598,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-06,63.650001525878906,69.97000122070312,63.0,69.51000213623047,69.51000213623047,734200,GH,1.264997807550697,1.5868220351307758,1.049776995801144,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-07,68.79000091552734,69.13999938964844,67.45999908447266,68.47000122070312,68.47000122070312,587400,GH,1.3268584322246364,1.5054768510780543,1.0743390718145858,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-08,68.27999877929688,68.27999877929688,64.69999694824219,64.73999786376953,64.73999786376953,890300,GH,1.3943466113949972,1.52347853734815,1.1606425991511975,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-09,64.0,65.01000213623047,62.0099983215332,64.06999969482422,64.06999969482422,1016900,GH,1.3596066961958888,1.580614907529761,1.2072732767684042,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-10,74.08999633789062,79.73999786376953,71.0199966430664,76.0,76.0,4967600,GH,1.1528947729813426,1.298684170371608,1.0527631860030324,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-13,74.0,75.41000366210938,70.12999725341797,72.25,72.25,1465900,GH,1.243044948907872,1.3692733606252705,1.0905190438135273,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-14,72.5199966430664,73.2699966430664,71.27999877929688,72.5,72.5,1033800,GH,1.225103444066541,1.4002758157664332,1.0808275946255388,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-15,72.0,77.5999984741211,71.20999908447266,77.44999694824219,77.44999694824219,1128800,GH,1.156229910655797,1.2827631037934593,1.0220788480470815,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-16,77.87999725341797,80.0,76.27999877929688,76.5999984741211,76.5999984741211,1173700,GH,1.1894256191288646,1.3349869996509005,1.0291123159445883,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-17,74.98999786376953,77.36000061035156,73.83999633789062,76.18000030517578,76.18000030517578,644300,GH,1.1745865450049648,1.3699133656115408,1.0244158650945188,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-20,75.13999938964844,79.27999877929688,74.80000305175781,78.2699966430664,78.2699966430664,1096400,GH,1.1447553637024253,1.2599975338738991,1.0237639030295822,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-21,75.4000015258789,76.88999938964844,73.9000015258789,76.37999725341797,76.37999725341797,934800,GH,1.15828756745267,1.239067855365933,1.0240901287437898,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-22,74.37000274658203,75.12999725341797,71.05000305175781,71.5,71.5,1187000,GH,1.2327272641908873,1.3197202882566652,1.1004195846877731,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-23,72.52999877929688,76.1500015258789,71.3499984741211,75.80999755859375,75.80999755859375,4684500,GH,1.1427252347088048,1.2390186430566368,1.024535030606141,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-24,75.58000183105469,77.9000015258789,74.19999694824219,77.0,77.0,1525300,GH,1.0740259343927556,1.1728571111505683,0.958960991401177,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-28,77.18000030517578,80.87999725341797,76.29000091552734,77.69000244140625,77.69000244140625,1807800,GH,1.0834083604570133,1.2104517693438388,0.9679494733567292,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-29,77.16000366210938,79.23999786376953,75.5,76.55999755859375,76.55999755859375,933700,GH,1.1276123900733364,1.1432863319033866,0.9791013776757692,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-30,76.0999984741211,78.5,75.75,77.54000091552734,77.54000091552734,774200,GH,1.1365746222962707,1.079958690676268,0.9489295971406202,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-05-31,76.30000305175781,78.2699966430664,75.26000213623047,76.87999725341797,76.87999725341797,600200,GH,1.115504750260871,1.0568418691818795,0.9622789542132112,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-03,77.01000213623047,80.4000015258789,76.56999969482422,78.16999816894531,78.16999816894531,1256400,GH,1.1001663299790805,1.0574389868023282,0.9229883998454796,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-04,79.5,85.48999786376953,79.0,85.2699966430664,85.2699966430664,1896900,GH,1.0085610811032315,0.9564911547961892,0.8600914650540701,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-05,84.83000183105469,88.88999938964844,84.80999755859375,87.58000183105469,87.58000183105469,1396900,GH,0.9525005300852336,0.9252112021601344,0.8081753516725692,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-06,87.75,89.22000122070312,86.77999877929688,87.93000030517578,87.93000030517578,1611400,GH,0.9642897830234216,0.9178892164716832,0.8248606678900191,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-07,87.94999694824219,91.08999633789062,87.81999969482422,90.8499984741211,90.8499984741211,2501800,GH,0.9779856903292112,0.8420473449076751,0.8354430688020238,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-10,92.7300033569336,93.6999969482422,89.4000015258789,90.2699966430664,90.2699966430664,1081300,GH,0.9915808736557176,0.8535505252804946,0.8492301596645466,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-11,91.37000274658205,91.58999633789062,85.27999877929688,87.11000061035156,87.11000061035156,966100,GH,0.991849396401126,0.8896797090687935,0.9127540073370408,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-12,86.44999694824219,88.45999908447266,86.23999786376953,87.62000274658203,87.62000274658203,503700,GH,1.061059099593897,0.8557407099585886,0.906984692188944,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-13,87.91000366210938,91.18000030517578,87.6500015258789,89.80999755859375,89.80999755859375,740000,GH,0.9867498625502652,0.83209002770742,0.9045763286071464,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-14,89.91999816894531,90.95999908447266,87.12000274658203,88.81999969482422,88.81999969482422,334000,GH,1.039518150735087,0.8297680387465357,0.931997287364556,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-17,88.93000030517578,91.41000366210938,88.61000061035156,89.55000305175781,89.55000305175781,546400,GH,1.0460077607680958,0.8109436099584426,0.9183695707551984,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-18,91.26000213623048,94.44000244140624,90.02999877929688,91.11000061035156,91.11000061035156,1073000,GH,1.0278783986226727,0.8114367227517738,0.904950020808962,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-19,91.37000274658205,91.98999786376952,88.19999694824219,89.4800033569336,89.4800033569336,462200,GH,1.0480553784202566,0.8232007252869826,0.9159588288965096,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-20,90.63999938964844,92.25,89.22000122070312,89.5999984741211,89.5999984741211,629200,GH,1.0454241045104455,0.8071428674824386,0.8795758805883932,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
2019-06-21,89.0,89.66000366210938,85.69999694824219,88.47000122070312,88.47000122070312,940200,GH,1.08047920220353,0.7573188547025942,0.8806375334815462,7800000.0,764033000.0,62451000.0,483152000.0,41800000.0,17951000.0,587403000.0,1000.0,-280799000.0,15507000.0,,-83000.0,2046000.0,140544000.0,46944000.0,-83000.0,31003000.0,468991000.0,77563000.0,475352000.0,278417000.0,35690000.0,,9136000.0,10642000.0,-132825000.0,18071000.0,-153028000.0,-443000.0,293161000.0,5554000.0,257162000.0,-85063000.0,67948000.0,-172000.0,84000.0,-72185000.0,7136000.0,-1849000.0,-22903000.0,36614000.0,6869000.0,-20203000.0
