Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2018-10-18,40.52999877929688,44.25,37.75,40.11000061035156,40.11000061035156,1296200,GH,0.8381949244650009,0.9785589479614814,1.6207928483414864,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-10-19,40.5099983215332,43.25,35.380001068115234,35.790000915527344,35.790000915527344,774000,GH,0.9706622182117628,1.149483049378745,1.8533109844732552,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-10-22,36.0099983215332,38.369998931884766,35.52000045776367,37.40999984741211,37.40999984741211,363600,GH,0.9933172948136942,1.081796348189579,1.8449611581017145,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-10-23,36.459999084472656,36.5,33.43000030517578,34.47999954223633,34.47999954223633,502200,GH,1.1136891541672085,1.156032515647948,2.015951364821919,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-10-24,34.060001373291016,37.84000015258789,34.060001373291016,34.709999084472656,34.709999084472656,308500,GH,1.14693178978215,1.1622011298362087,1.9726304530884544,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-10-25,34.54999923706055,35.2400016784668,32.18000030517578,35.13999938964844,35.13999938964844,379500,GH,1.0828116077961385,1.1439954883659331,1.842344877297883,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-10-26,34.81999969482422,35.720001220703125,33.599998474121094,34.9900016784668,34.9900016784668,329600,GH,1.0783080232161222,1.140325796281221,1.831094501897482,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-10-29,36.0,37.0,31.520000457763672,32.59000015258789,32.59000015258789,516300,GH,1.152193895711866,1.289352570144955,2.332003671192528,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-10-30,31.989999771118164,34.2400016784668,31.01000022888184,34.06999969482422,34.06999969482422,340900,GH,1.0487232128641402,1.2113296397837434,2.120634007841683,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-10-31,34.40999984741211,35.88999938964844,33.04999923706055,33.47999954223633,33.47999954223633,340000,GH,1.3721624628086948,1.193847125663171,2.1654719531443964,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-01,33.63999938964844,35.77000045776367,33.34000015258789,34.22999954223633,34.22999954223633,295400,GH,1.2404323591088966,1.1662284166754986,2.26263505649998,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-02,34.15999984741211,40.220001220703125,34.15999984741211,40.11000061035156,40.11000061035156,453800,GH,1.149339261346798,1.032909490768832,1.909748125367822,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-05,40.06999969482422,40.97999954223633,35.130001068115234,35.130001068115234,35.130001068115234,523200,GH,1.281241017734704,1.1964132508223644,2.168516879844858,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-06,35.0,37.43000030517578,35.0,35.689998626708984,35.689998626708984,374200,GH,1.223311894855011,1.206500505188213,2.193051265193724,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-07,35.91999816894531,38.0,35.709999084472656,36.86000061035156,36.86000061035156,392600,GH,1.1866522233909864,1.3258274043045015,2.0721648396274803,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-08,37.04999923706055,38.290000915527344,36.79999923706055,38.18000030517578,38.18000030517578,198900,GH,1.1115766968958274,1.337611296139802,1.8727082092324463,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-09,38.150001525878906,38.5,35.5,38.09999847412109,38.09999847412109,453400,GH,1.0994750936302966,1.3183727441972046,1.9897637951373328,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-12,38.09999847412109,39.970001220703125,38.09999847412109,39.119998931884766,39.119998931884766,339200,GH,1.017638099699534,1.288854794110193,1.9683027122283767,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-13,39.650001525878906,39.650001525878906,37.20000076293945,37.66999816894531,37.66999816894531,388400,GH,0.9620388489517532,1.4045660318356603,2.06238402489366,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-14,38.0,38.369998931884766,36.65999984741211,37.2599983215332,37.2599983215332,254900,GH,0.9371980607085652,1.4527644526712864,2.054750429614174,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-15,37.5,38.130001068115234,36.29999923706055,37.5,37.5,288900,GH,0.966133321126302,1.4682667032877603,2.067733357747396,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-16,37.25,37.59999847412109,36.869998931884766,37.25,37.25,138900,GH,0.957852357185927,1.4738255443188968,2.0638925437159186,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-19,37.220001220703125,37.7400016784668,32.150001525878906,33.619998931884766,33.619998931884766,507800,GH,1.021713252987168,1.6558596055203505,2.325104124105427,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-20,33.65999984741211,35.849998474121094,31.059999465942383,34.7400016784668,34.7400016784668,542700,GH,0.9363844907198214,1.91824974582412,2.454519070904941,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-21,34.7599983215332,38.0,33.689998626708984,37.15999984741211,37.15999984741211,680600,GH,0.9542518630269088,1.899623160057861,2.356835365734102,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-23,38.68999862670898,38.83000183105469,37.25,38.400001525878906,38.400001525878906,393200,GH,0.9278645742788086,1.7716144811465548,2.289843666957074,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-26,39.790000915527344,40.0,38.0,39.810001373291016,39.810001373291016,643200,GH,0.947249379141512,1.6839989601333007,2.2820898101016747,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-27,39.34999847412109,39.9900016784668,37.0099983215332,38.04999923706055,38.04999923706055,492200,GH,0.9879106677083814,1.6278580780201348,2.372404689962353,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-28,38.5,39.45000076293945,37.619998931884766,37.72999954223633,37.72999954223633,264700,GH,0.9673999587288776,1.662072617156351,2.308772903981551,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
2018-11-29,37.5,37.869998931884766,37.04999923706055,37.54999923706055,37.54999923706055,341400,GH,0.913448733261428,1.6756324752956442,2.333422224416562,8739000.0,4900000.0,34332000.0,-191368000.0,,7018000.0,342938000.0,,-195736000.0,14245000.0,,-532000.0,1974000.0,72280000.0,19627000.0,-532000.0,16036000.0,242935000.0,73254000.0,-200107000.0,149040000.0,12787000.0,,7287000.0,4998000.0,-161433000.0,2465000.0,-170416000.0,-26088000.0,281656000.0,6356000.0,765000.0,-83221000.0,39005000.0,-7222000.0,84000.0,-72235000.0,5206000.0,-4518000.0,-9292000.0,36614000.0,10769000.0,-6681000.0
