,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-80000000.0,-148000000.0,-114000000.0,-152000000.0
Change To Liabilities,-27000000.0,-693000000.0,291000000.0,-280000000.0
Total Cashflows From Investing Activities,-7030000000.0,-3392000000.0,-5760000000.0,-7190000000.0
Net Borrowings,2268000000.0,13000000.0,-2579000000.0,3127000000.0
Total Cash From Financing Activities,-576000000.0,-1930000000.0,-1813000000.0,951000000.0
Change To Operating Activities,-196000000.0,247000000.0,197000000.0,-401000000.0
Issuance Of Stock,74000000.0,844000000.0,1090000000.0,793000000.0
Net Income,3119000000.0,4739000000.0,2226000000.0,842000000.0
Change In Cash,-910000000.0,459000000.0,-628000000.0,155000000.0
Total Cash From Operating Activities,6696000000.0,5781000000.0,6945000000.0,6394000000.0
Depreciation,3905000000.0,3331000000.0,3549000000.0,3457000000.0
Other Cashflows From Investing Activities,-266000000.0,-527000000.0,-350000000.0,1569000000.0
Dividends Paid,-2685000000.0,-2570000000.0,-2425000000.0,-2300000000.0
Change To Inventory,-186000000.0,-137000000.0,-53000000.0,72000000.0
Change To Account Receivables,-222000000.0,630000000.0,-426000000.0,-202000000.0
Other Cashflows From Financing Activities,-233000000.0,-217000000.0,2101000000.0,-669000000.0
Change To Netincome,61000000.0,-2453000000.0,894000000.0,3048000000.0
Capital Expenditures,-7441000000.0,-7555000000.0,-8001000000.0,-7423000000.0
