,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-100000.0,-13000.0,3768000.0,171759000.0
Change To Liabilities,7766000.0,-4667000.0,7501000.0,1579000.0
Total Cashflows From Investing Activities,-108170000.0,-1076584000.0,-92988000.0,60592000.0
Net Borrowings,-112527000.0,938170000.0,355854000.0,135319000.0
Total Cash From Financing Activities,-155949000.0,701343000.0,-154767000.0,-262129000.0
Change To Operating Activities,28498000.0,9860000.0,-36609000.0,2046000.0
Issuance Of Stock,25126000.0,10838000.0,3766000.0,12967000.0
Net Income,152669000.0,-11745000.0,105782000.0,22568000.0
Change In Cash,96625000.0,-100623000.0,6835000.0,84335000.0
Effect Of Exchange Rate,7960000.0,-10880000.0,11465000.0,-4618000.0
Total Cash From Operating Activities,352784000.0,285498000.0,243125000.0,290490000.0
Depreciation,175469000.0,183881000.0,180383000.0,180302000.0
Other Cashflows From Investing Activities,-1839000.0,-945274000.0,7958000.0,-1911000.0
Dividends Paid,-63481000.0,-63412000.0,-51490000.0,-52028000.0
Change To Account Receivables,11105000.0,-4523000.0,-10077000.0,14145000.0
Other Cashflows From Financing Activities,-5067000.0,-6507000.0,17450000.0,-182729000.0
Change To Netincome,-22721000.0,112692000.0,-23913000.0,80177000.0
Capital Expenditures,-98094000.0,-126166000.0,-33195000.0,71032000.0
Repurchase Of Stock,,-177746000.0,-480347000.0,-175658000.0
