Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2017-09-29,64.62000274658203,66.18000030517578,64.62000274658203,65.7300033569336,59.28593826293945,657700.0,PB,1.0007604823049687,1.0608461769951625,1.1147279472517788,1.0206479989635429,-0.0198875166585741,-0.0294142117272835,0.0254347482605759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,65.3499984741211,66.04000091552734,64.7699966430664,65.8499984741211,59.394168853759766,821900.0,PB,0.99088846534884,1.064103225309212,1.1284937370843924,1.012478214064533,-0.0215897487156929,-0.0246043304521876,0.0393628586074585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,66.0,66.16000366210938,64.56999969482422,65.12999725341797,58.7447624206543,409800.0,PB,1.0112083525356883,1.0724713591345014,1.1218956716176869,1.0113391723313174,-0.0001308197956291,-0.0174920158704006,0.0400950293971147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,64.69999694824219,64.87999725341797,63.90999984741211,63.9900016784668,57.71652603149414,222700.0,PB,1.0301609228950537,1.115297308183104,1.1521414912226609,1.0126829906128405,0.0174779322822131,0.0268136211615375,0.0621821246259968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,64.06999969482422,65.11000061035156,63.93000030517578,64.73999786376953,58.39298629760742,148300.0,PB,1.01019476172623,1.13110069652065,1.118358730574963,1.0121464877707815,-0.0019517260445516,0.0483002208375373,0.0204369818037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,65.06999969482422,65.25,64.37000274658203,64.66999816894531,58.329856872558594,191200.0,PB,0.9757228878866028,1.1556400303397685,1.1247221372402347,1.0081446760609294,-0.0324217881743266,0.0606968075127323,0.0241490708044711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,64.81999969482422,65.20999908447266,64.33999633789062,64.54000091552734,58.21259307861328,191900.0,PB,0.9728852702102124,1.1677797013148423,1.1512426997443397,1.0143616235707735,-0.0414763533605611,0.0640642763621897,0.0527605535676427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,65.04000091552734,65.12999725341797,64.61000061035156,64.91000366210938,58.54634094238281,338900.0,PB,0.9707283992542924,1.1470304227926085,1.1593059801250647,1.008797349947511,-0.0380689506932184,0.0541797466486628,0.0700086674311091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,64.55999755859375,64.86000061035156,64.0,64.23999786376953,57.942012786865234,268300.0,PB,0.9791407696190524,1.1650964560165344,1.1828738814960758,1.0091988628593096,-0.0300580932402572,0.063864248273828,0.0947768313030821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,64.27999877929688,64.54000091552734,63.59000015258789,63.709999084472656,57.46397018432617,302700.0,PB,1.0102025812152085,1.171633518290661,1.200798601418563,1.0112728774332036,-0.0010702962179951,0.0729485924673083,0.1247635004534335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,63.619998931884766,64.43000030517578,62.90999984741211,63.720001220703125,57.47299957275391,347100.0,PB,1.00847446489832,1.1933764063431511,1.1719222933556843,1.0098252549340063,-0.0013507900356866,0.085126907955876,0.0950316895120673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,63.95000076293945,64.97000122070312,63.790000915527344,64.30000305175781,57.99612808227539,269400.0,PB,1.0024882037410603,1.1832377326109391,1.1341786345984437,1.0047827275420922,-0.0022945238010319,0.0681759674692314,0.0485846372382372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,64.41999816894531,64.5,63.27000045776367,63.34999847412109,57.13926315307617,538600.0,PB,1.019258060521213,1.2009816596416982,1.1656943870018222,1.016827126331923,0.0024309341892898,0.0799858894723819,0.0787561006870218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,63.720001220703125,64.3499984741211,63.720001220703125,63.959999084472656,57.6894645690918,347800.0,PB,1.0222013606210485,1.2124726748033965,1.133259807099767,1.016900814218988,0.0053005464020605,0.09588895070609,0.0572644626751117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,63.09999847412109,64.87000274658203,63.09999847412109,64.63999938964844,58.30279159545898,251900.0,PB,1.0153156360356346,1.1888322789330117,1.1299315932560168,1.0195478153138224,-0.0042321792781878,0.0722813765938101,0.0520980519381926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,65.4800033569336,66.1500015258789,65.0199966430664,65.70999908447266,59.26790237426758,624700.0,PB,1.0039567540778382,1.1774280615766837,1.114144969419231,1.0187296628598663,-0.014772908782028,0.0605025357991391,0.0486709601947668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,65.83999633789062,65.83999633789062,64.16000366210938,64.33999633789062,58.03219604492188,261800.0,PB,1.020360693816099,1.1943756280898337,1.1240555974209072,1.0231439317955078,-0.0027832379794088,0.0801374751251515,0.0555984455553186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,64.93000030517578,65.26000213623047,64.19000244140625,64.8499984741211,58.4921989440918,423400.0,PB,1.0030843821182531,1.179247574849614,1.1351496627064392,1.023176662025299,-0.0200922799070462,0.0784546910032195,0.055768842408586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,64.95999908447266,66.70999908447266,64.4800033569336,66.37000274658203,59.86319351196289,523200.0,PB,0.9829740778193689,1.1479997453605566,1.1240647847095515,1.028738706809164,-0.0457646289897951,0.039785923805991,0.0302435224242469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,66.1500015258789,67.45999908447266,65.80000305175781,67.25,60.65691375732422,540900.0,PB,1.0090705865587275,1.1504655790012683,1.1180661708188355,1.0357335667629224,-0.0266629802041948,0.0460970483138269,0.0270441364979743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,66.95999908447266,67.6500015258789,66.52999877929688,66.91000366210938,60.35025405883789,608100.0,PB,1.0555970032976922,1.1459459104120695,1.1356719973386358,1.0327543330408862,0.022842670256806,0.0675269568160288,0.0395431986035661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
