Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-09-29,99.5,100.0,99.1500015258789,99.6500015258789,92.91233825683594,226600,LSTR,0.990968209931742,1.0432238541538876,1.0825548524963369,1.0206479989635429,-0.0296797890318009,-0.0470365345685583,-0.006738346494866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,99.6500015258789,100.27999877929688,98.1999969482422,99.3000030517578,92.5859832763672,334000,LSTR,0.9944612593043674,1.055469892702607,1.1012175917952638,1.012478214064533,-0.0180169547601656,-0.0332376630587927,0.01208671331833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,99.8499984741211,101.1500015258789,99.75,100.8000030517578,93.98455810546876,366900,LSTR,0.9915675656544204,1.0531703556791177,1.0818043625226723,1.0113391723313174,-0.019771606676897,-0.0367930193257843,3.720302100163053e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,100.9499969482422,101.75,100.0500030517578,100.3000030517578,93.51837158203124,768500,LSTR,0.9930210872566012,1.0584203810847763,1.1079782078768834,1.0126829906128405,-0.0196619033562392,-0.03006330593679,0.0180188412802193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,100.1999969482422,100.1999969482422,99.22000122070312,99.8499984741211,93.09880828857422,291200,LSTR,0.9849773577814716,1.064694078260233,1.1256998583995752,1.0121464877707815,-0.0271691299893099,-0.0181063974228796,0.027778109628316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,100.0999984741211,100.93000030517578,99.25,99.4000015258789,92.67923736572266,197100,LSTR,0.99295748734344,1.10220212908617,1.1405133979378566,1.0081446760609294,-0.0151871887174893,0.0072589062591339,0.0399403315020929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,99.5,100.12999725341795,98.1500015258789,98.4000015258789,91.746826171875,144000,LSTR,0.997967558775396,1.1190788860948122,1.1335049694647348,1.0143616235707735,-0.0163940647953775,0.0153634611421595,0.0350228232880378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,98.75,99.25,98.3499984741211,98.8000030517578,92.11979675292967,120600,LSTR,0.9767206053571852,1.1119790040454434,1.1114212089353892,1.008797349947511,-0.0320767445903257,0.0191283279014977,0.0221238962414336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,98.6999969482422,100.0500030517578,98.6500015258789,99.5999984741211,92.86571502685548,162600,LSTR,0.9728914373409012,1.101517939187954,1.1024940242415129,1.0091988628593096,-0.0363074255184083,0.0002857314452475,0.0143969740485192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,99.4499969482422,100.5500030517578,99.4499969482422,100.1500015258789,93.3785171508789,164000,LSTR,0.9630506101283984,1.101045001805249,1.0730894203259351,1.0112728774332036,-0.0482222673048051,0.0023600759818962,-0.0029456806391943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,100.1999969482422,100.25,97.5999984741211,97.6999969482422,91.09417724609376,201200,LSTR,0.9846394809469026,1.1494413351674082,1.111446615615412,1.0098252549340063,-0.0251857739871039,0.0411918367801331,0.0345560117717949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
