Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2011-11-17,17.812238693237305,18.37384605407715,17.812238693237305,17.879295349121094,16.3389892578125,20946098,APTV,1.0079693348474774,1.4716361814432684,1.3525549313031848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-18,17.896060943603516,18.04693984985352,17.39312744140625,17.60268211364746,16.086204528808594,3243171,APTV,1.0190473954576131,1.489999767601903,1.3823809517034071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-21,17.60268211364746,17.795473098754883,16.78122329711914,17.015926361083984,15.550000190734863,2823115,APTV,1.0733986382512202,1.5704430145258397,1.391132619788699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-22,17.015926361083984,17.35959815979004,16.471080780029297,16.68063735961914,15.243593215942385,3565519,APTV,1.102512714849901,1.608040282115952,1.3934673442914962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-23,16.51299285888672,16.55490493774414,16.110645294189453,16.454317092895508,15.036772727966309,1266250,APTV,1.1029036926596791,1.6301577724743628,1.4401424121050292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-25,16.387258529663086,16.61357879638672,16.345348358154297,16.471080780029297,15.052090644836426,333563,APTV,1.0783717002462292,1.6452924398829871,1.4758270803479714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-28,16.64710807800293,17.032690048217773,16.48784637451172,16.797988891601562,15.350834846496582,835458,APTV,1.0688622886553656,1.578841932077604,1.4236527069800256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-29,16.76445960998535,16.76445960998535,16.51299285888672,16.75607681274414,15.312533378601074,637062,APTV,1.0775389557592616,1.4997499743870886,1.43821944644348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-30,16.890193939208984,17.988264083862305,16.86504554748535,17.46856689453125,15.963640213012695,679652,APTV,1.067178323313872,1.4400192603062651,1.3675621554098818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-01,17.560771942138672,17.64459228515625,17.057836532592773,17.44342041015625,15.940661430358888,572521,APTV,1.0831330790107925,1.5233061092749354,1.387313965693678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-02,17.560771942138672,17.979883193969727,17.51885986328125,17.912824630737305,16.36962890625,697309,APTV,1.0360316461595824,1.4894707774049216,1.3383245945190156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-05,17.979883193969727,18.36546516418457,17.937971115112305,18.24811363220215,16.67603302001953,2466885,APTV,1.0358288257499333,1.466238188896224,1.3063847099477024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-06,18.139144897460938,18.65046119689941,18.113998413085938,18.54987335205078,16.951791763305664,625251,APTV,1.0262089258756646,1.4437416942059074,1.289652315282121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-07,18.382230758666992,18.52472877502441,18.29002571105957,18.44090461730957,16.852214813232422,188017,APTV,1.0831813879915528,1.4445452131614884,1.314090658343797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-08,18.20620346069336,18.39061164855957,18.12238121032715,18.181055068969727,16.6147518157959,450835,APTV,1.1041953686840016,1.462424900254451,1.3416320788344278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
