Unnamed: 0,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,7800000000.0,8127000000.0,6555000000.0,6923000000.0
Total Liab,191791000000.0,174374000000.0,173901000000.0,177609000000.0
Total Stockholder Equity,141988000000.0,134505000000.0,130236000000.0,123392000000.0
Other Current Liab,52612000000.0,40069000000.0,39926000000.0,42996000000.0
Total Assets,333779000000.0,308879000000.0,304137000000.0,301001000000.0
Common Stock,83111000000.0,82308000000.0,81896000000.0,81089000000.0
Other Current Assets,13471000000.0,12034000000.0,12748000000.0,13572000000.0
Retained Earnings,57055000000.0,50735000000.0,44973000000.0,39193000000.0
Other Liab,31681000000.0,31601000000.0,31585000000.0,33174000000.0
Good Will,49711000000.0,49698000000.0,44219000000.0,43890000000.0
Treasury Stock,1822000000.0,1462000000.0,3367000000.0,3110000000.0
Other Assets,15075000000.0,14427000000.0,13561000000.0,13034000000.0
Cash,14224000000.0,13702000000.0,14432000000.0,17205000000.0
Total Current Liabilities,88657000000.0,72193000000.0,67486000000.0,70056000000.0
Deferred Long Term Asset Charges,7181000000.0,,,
Short Long Term Debt,8072000000.0,8051000000.0,5387000000.0,6497000000.0
Other Stockholder Equity,1822000000.0,1462000000.0,3367000000.0,3110000000.0
Property Plant Equipment,70803000000.0,65618000000.0,62035000000.0,56974000000.0
Total Current Assets,184406000000.0,165614000000.0,173973000000.0,177077000000.0
Long Term Investments,5984000000.0,5395000000.0,3794000000.0,3103000000.0
Net Tangible Assets,84477000000.0,76680000000.0,79462000000.0,72579000000.0
Short Term Investments,116032000000.0,111311000000.0,117557000000.0,120744000000.0
Net Receivables,38043000000.0,26322000000.0,27312000000.0,22851000000.0
Long Term Debt,50074000000.0,50007000000.0,55136000000.0,57055000000.0
Inventory,2636000000.0,2245000000.0,1924000000.0,2705000000.0
Accounts Payable,15163000000.0,13412000000.0,12770000000.0,12509000000.0
Investments,-4334000000.0,2517000000.0,2593000000.0,2100000000.0
Change To Liabilities,13014000000.0,360000000.0,-3194000000.0,-2749000000.0
Total Cashflows From Investing Activities,-10853000000.0,-9684000000.0,-1669000000.0,-5371000000.0
Total Cash From Financing Activities,-11371000000.0,-13192000000.0,-13634000000.0,-10289000000.0
Change To Operating Activities,799000000.0,1305000000.0,1879000000.0,-2823000000.0
Issuance Of Stock,450000000.0,396000000.0,302000000.0,545000000.0
Net Income,16458000000.0,15457000000.0,15463000000.0,13893000000.0
Change In Cash,522000000.0,-730000000.0,-2773000000.0,3629000000.0
Repurchase Of Stock,-7177000000.0,-6930000000.0,-6535000000.0,-6743000000.0
Effect Of Exchange Rate,36000000.0,-33000000.0,14000000.0,-46000000.0
Total Cash From Operating Activities,22710000000.0,22179000000.0,12516000000.0,19335000000.0
Depreciation,2558000000.0,2936000000.0,2761000000.0,2645000000.0
Other Cashflows From Investing Activities,434000000.0,400000000.0,327000000.0,-2083000000.0
Dividends Paid,-4214000000.0,-4221000000.0,-4230000000.0,-3856000000.0
Change To Inventory,-388000000.0,-329000000.0,788000000.0,-808000000.0
Change To Account Receivables,-11606000000.0,290000000.0,-4008000000.0,8843000000.0
Other Cashflows From Financing Activities,-430000000.0,-1937000000.0,79000000.0,-235000000.0
Change To Netincome,1907000000.0,1086000000.0,1195000000.0,1317000000.0
Capital Expenditures,-6452000000.0,-5089000000.0,-4174000000.0,-4907000000.0
Net Borrowings,,-500000000.0,-3250000000.0,-3250000000.0
