Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,73.94000244140625,74.54000091552734,73.87999725341797,74.48999786376953,70.5807113647461,17079100,MSFT,1.116660135950592,1.1752917338429634,1.245201058678619,1.0206479989635429,0.0960121369870492,0.0850313451205173,0.1559078596874161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,74.70999908447266,75.01000213623047,74.30000305175781,74.61000061035156,70.69441986083984,15304800,MSFT,1.1148640430629675,1.187949267320659,1.2664759635137226,1.012478214064533,0.1023858289984345,0.0992417115592594,0.1773450850367888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,74.66999816894531,74.87999725341797,74.19000244140625,74.26000213623047,70.36278533935547,12190400,MSFT,1.131834318577068,1.194766308079801,1.265646497822575,1.0113391723313174,0.1204951462457506,0.1048029330748989,0.1838458556020028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,74.08999633789062,74.72000122070312,73.70999908447266,74.69000244140625,70.77020263671875,13317700,MSFT,1.1265232872128392,1.1870809073574018,1.273096074252759,1.0126829906128405,0.1138402965999987,0.0985972203358354,0.183136707656095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,75.22000122070312,76.12000274658203,74.95999908447266,75.97000122070312,71.98303985595703,21195300,MSFT,1.111886207054804,1.1617882681232068,1.276899183791009,1.0121464877707815,0.0997397192840223,0.0789877924400941,0.1789774350197499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,75.66999816894531,76.02999877929688,75.54000091552734,76.0,72.01145935058594,13959800,MSFT,1.1088161000376535,1.164767744154218,1.2813109790917931,1.0081446760609294,0.1006714239767241,0.0698245213271817,0.1807379126560295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,75.97000122070312,76.55000305175781,75.86000061035156,76.29000091552734,72.28624725341797,11386500,MSFT,1.1084024480767365,1.1803643871475444,1.2720728027042114,1.0143616235707735,0.0940408245059629,0.0766489621948918,0.1735906565275145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,76.33000183105469,76.62999725341797,76.13999938964844,76.29000091552734,72.28624725341797,13944500,MSFT,1.1022415161720636,1.1638971691249846,1.2573811548499196,1.008797349947511,0.0934441662245526,0.071046492981039,0.168083842155964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,76.36000061035156,76.45999908447266,75.94999694824219,76.41999816894531,72.40943908691406,15388900,MSFT,1.0974873694136984,1.1854576776579548,1.2598663976356177,1.0091988628593096,0.0882885065543888,0.0842254699152484,0.171769347442624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,76.48999786376953,77.29000091552734,76.37000274658203,77.12000274658203,73.07268524169922,16876500,MSFT,1.0883039425720962,1.1741767379778807,1.2192336159631096,1.0112728774332036,0.0770310651388925,0.075491812154528,0.1431985149979802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
