Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Net Receivables,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,47.84000015258789,48.77999877929688,47.369998931884766,48.04999923706055,42.072940826416016,1062900,OZK,0.9741248864715012,1.0343026750247457,0.9695817518074118,1.0206479989635429,-0.0465231124920416,-0.0559577136977003,-0.1197114471837911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,48.04999923706055,48.65999984741211,47.66999816894531,48.470001220703125,42.44070053100586,871500,OZK,0.954705621956618,1.041496821512596,0.9971968190408136,1.012478214064533,-0.0577725921079149,-0.0472107342488037,-0.0919340594361202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,48.68999862670898,48.68999862670898,47.75,48.20000076293945,42.20428466796875,980600,OZK,0.96755233377924,1.0352495571061862,0.973388047290213,1.0113391723313174,-0.0437868385520774,-0.0547138178987158,-0.1084125949303591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,48.16999816894531,48.43999862670898,47.540000915527344,47.650001525878906,41.72269821166992,645300,OZK,0.9753490674847805,1.055838088824949,0.9835614735006772,1.0126829906128405,-0.03733392312806,-0.0326455981966173,-0.1063978930959868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,47.959999084472656,48.650001525878906,47.63999938964844,48.41999816894531,42.39691162109375,662500,OZK,0.9585945631565536,1.0552212253700168,0.9645765161646976,1.0121464877707815,-0.0535519246142279,-0.0275792503130958,-0.1333452326065615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,48.58000183105469,48.84000015258789,47.83000183105469,48.11000061035156,42.1254768371582,709700,OZK,0.9334676333052944,1.0956194549984466,0.972474361675934,1.0081446760609294,-0.074677042755635,0.0006762321714104,-0.1280987047598295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,48.310001373291016,48.310001373291016,47.290000915527344,47.41999816894531,41.52130508422852,738800,OZK,0.9315944850692645,1.1109264765019,0.999216321172714,1.0143616235707735,-0.082767138501509,0.0072110515492473,-0.0992658250039829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,47.5099983215332,47.869998931884766,47.25,47.65999984741211,41.73144912719727,2020100,OZK,0.907522718507696,1.1002765262395529,0.9969451487885944,1.008797349947511,-0.1012746314398149,0.0074258500956072,-0.0923521639053611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,46.61000061035156,48.060001373291016,45.83000183105469,46.380001068115234,40.61067581176758,2677900,OZK,0.9321353072489784,1.105963688180694,1.0340596730461509,1.0091988628593096,-0.0770635556103311,0.0047314804379876,-0.0540373771468427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,45.88999938964844,46.2599983215332,45.45000076293945,45.70000076293945,40.175514221191406,1227300,OZK,0.9531730184005158,1.1249713960711258,1.0494509469918163,1.0112728774332036,-0.0580998590326877,0.0262864702477731,-0.0265841539733131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
