,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,697000000.0,210000000.0,-746000000.0,-745000000.0
Change To Liabilities,0.0,0.0,123000000.0,0.0
Total Cashflows From Investing Activities,26000000.0,-60000000.0,-1048000000.0,-1144000000.0
Net Borrowings,-380000000.0,-851000000.0,-5932000000.0,10389000000.0
Total Cash From Financing Activities,-330000000.0,-790000000.0,-5957000000.0,10247000000.0
Net Income,652000000.0,-1177000000.0,-755000000.0,-5379000000.0
Change In Cash,1562000000.0,-159000000.0,-8291000000.0,6528000000.0
Total Cash From Operating Activities,1866000000.0,691000000.0,-1286000000.0,-2575000000.0
Depreciation,501000000.0,492000000.0,173000000.0,545000000.0
Other Cashflows From Investing Activities,90000000.0,168000000.0,11000000.0,-31000000.0
Other Cashflows From Financing Activities,50000000.0,61000000.0,-25000000.0,-142000000.0
Change To Netincome,713000000.0,1376000000.0,-2398000000.0,2259000000.0
Capital Expenditures,-761000000.0,-438000000.0,-548000000.0,-133000000.0
Change To Operating Activities,,,-255000000.0,-255000000.0
Change To Inventory,,,354000000.0,354000000.0
Change To Account Receivables,,,1168000000.0,1168000000.0
