,2021-06-26,2021-03-27,2020-12-26,2020-09-26
Intangible Assets,631000000.0,666000000.0,729000000.0,1748000000.0
Total Liab,7141000000.0,7145000000.0,7228000000.0,7917000000.0
Total Stockholder Equity,-9391000000.0,-7960000000.0,-6640000000.0,-2364000000.0
Minority Interest,7687000000.0,6177000000.0,4840000000.0,
Other Current Liab,1919000000.0,1925000000.0,1845000000.0,1618000000.0
Total Assets,5437000000.0,5362000000.0,5428000000.0,5553000000.0
Other Current Assets,519000000.0,506000000.0,578000000.0,290000000.0
Retained Earnings,-52000000.0,-88000000.0,-118000000.0,-1354000000.0
Other Liab,802000000.0,771000000.0,787000000.0,993000000.0
Good Will,1018000000.0,1018000000.0,1018000000.0,2431000000.0
Treasury Stock,-9339000000.0,-7872000000.0,-6522000000.0,-137000000.0
Other Assets,2615000000.0,2602000000.0,2652000000.0,268000000.0
Cash,420000000.0,346000000.0,231000000.0,348000000.0
Total Current Liabilities,2390000000.0,2390000000.0,2385000000.0,2134000000.0
Deferred Long Term Asset Charges,25000000.0,24000000.0,24000000.0,59000000.0
Short Long Term Debt,85000000.0,86000000.0,87000000.0,88000000.0
Other Stockholder Equity,-9339000000.0,-7872000000.0,-6522000000.0,-137000000.0
Property Plant Equipment,134000000.0,143000000.0,115000000.0,154000000.0
Total Current Assets,1039000000.0,933000000.0,914000000.0,952000000.0
Net Tangible Assets,-11040000000.0,-9644000000.0,-8387000000.0,-6543000000.0
Net Receivables,100000000.0,81000000.0,105000000.0,314000000.0
Long Term Debt,3949000000.0,3949000000.0,4019000000.0,4790000000.0
Accounts Payable,164000000.0,141000000.0,144000000.0,151000000.0
Common Stock,,,,-873000000.0
