Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Common Stock,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-12-09,15.529999732971191,15.9399995803833,15.4399995803833,15.800000190734863,13.263554573059082,1222600,MCFE,1.239753822393045,1.5221811862297858,1.810063600795091,1.0711936781318203,0.1685601442612248,0.3548832731053049,0.6099726351161172,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-10,15.670000076293944,15.960000038146973,15.510000228881836,15.949999809265137,13.389473915100098,1007900,MCFE,1.186507065123985,1.4977840624147742,1.8006416151248006,1.062316503263218,0.124190561860767,0.3548419762774057,0.6015187879691617,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-11,15.760000228881836,16.020000457763672,15.520000457763672,15.800000190734863,13.263554573059082,1024900,MCFE,1.1856854890171695,1.561619071826009,1.8119819425655088,1.073775639924845,0.1119098490923244,0.4113944733801691,0.6068818631639841,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-14,15.800000190734863,16.097000122070312,15.260000228881836,15.399999618530272,12.927766799926758,1000400,MCFE,1.2079986597565344,1.5499712077815562,1.8685969772523032,1.0697624410001334,0.138236218756401,0.3939809863513697,0.6471389553237026,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-15,15.420000076293944,15.550000190734863,15.119999885559082,15.479999542236328,12.994925498962402,981300,MCFE,1.2465536346354775,1.528326784781076,1.85697415861702,1.0593177594136232,0.1872358752218543,0.4172356358140503,0.6459047649848118,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-16,15.630000114440918,15.68000030517578,15.0600004196167,15.329999923706056,12.869007110595703,1512800,MCFE,1.2325267012357668,1.471820640260522,1.848015863487922,1.0685424132795076,0.1639842879562592,0.3713528222769315,0.6403328657262188,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-17,15.420000076293944,16.25,15.420000076293944,16.010000228881836,13.439841270446776,2175500,MCFE,1.212820542841522,1.3906934053422717,1.811972940590853,1.0520021356846316,0.1608184071568903,0.282246306932556,0.6186073293962977,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-18,16.170000076293945,17.68000030517578,15.81999969482422,17.170000076293945,14.41362190246582,10363100,MCFE,1.1232730823490988,1.3308631369337305,1.6552928063386931,1.0541479277304715,0.0691251546186271,0.2021980653281316,0.4587607736335835,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-21,16.81999969482422,17.149999618530273,16.229999542236328,16.719999313354492,14.03586196899414,2548900,MCFE,1.159515896132458,1.3388890142106753,1.720469438500719,1.057296658195766,0.1022192379366921,0.2184994184183093,0.5123359596225412,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-22,16.719999313354492,17.559999465942383,16.700000762939453,17.3700008392334,14.581514358520508,1594600,MCFE,1.2023378160091551,1.281807785124566,1.642073232226449,1.051384072668894,0.150953743340261,0.1564128980611125,0.4365344647764781,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-23,17.459999084472656,18.459999084472656,17.010000228881836,17.969999313354492,15.161131858825684,1295300,MCFE,1.168614329748788,1.2719579856052476,1.6107470065133735,1.0287074732832335,0.1399068564655545,0.1543629069750249,0.4244173249839666,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-24,18.0,18.09499931335449,17.329999923706055,17.760000228881836,14.983956336975098,481000,MCFE,1.134008880067786,1.332840880211372,1.6178594748144024,1.0314131762138377,0.1025957038539484,0.1995256575962949,0.432523480608358,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-28,17.81999969482422,17.81999969482422,16.209999084472656,16.239999771118164,13.701544761657717,697700,MCFE,1.1607144261640354,1.4668737507491936,1.7549913827491133,1.0230201952264786,0.1376942309375568,0.3243138291583949,0.5800673100963096,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2020-12-29,16.299999237060547,16.479999542236328,15.842000007629396,16.34000015258789,13.785914421081545,683600,MCFE,1.1768664541212772,1.4658934104265209,1.754133265779254,1.0446043805401628,0.1322620735811144,0.3109545627634735,0.5482754368074132,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2020-12-30,16.280000686645508,16.864999771118164,16.049999237060547,16.6200008392334,14.022150039672852,984000,MCFE,1.27256307941964,1.4466400377058466,1.7100069440240926,1.043669894425415,0.228893184994225,0.3074057257175226,0.5120864832849408,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2020-12-31,16.6200008392334,16.81999969482422,15.899999618530272,16.690000534057617,14.081207275390623,1334200,MCFE,1.2264828364176996,1.4423794409780393,1.6877175383008285,1.045383884821216,0.1810989515964836,0.3033477945265481,0.509190363411193,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-04,16.81999969482422,17.450000762939453,16.469999313354492,17.18000030517578,14.494617462158203,1023900,MCFE,1.201978878731008,1.4135269918995743,1.5567502185054152,1.0757807590012936,0.1261981197297144,0.2499022686111718,0.3654901151528331,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-05,17.149999618530273,17.639999389648438,16.950000762939453,17.280000686645508,14.578985214233398,678900,MCFE,1.190393332345141,1.476312234033576,1.4869998863099223,1.0714255300260027,0.1189678023191382,0.3266368596846793,0.3142219401850701,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-06,17.170000076293945,17.190000534057617,16.75,16.8799991607666,14.241506576538086,774200,MCFE,1.2008296624550954,1.5124871913793747,1.5341949154982604,1.0611421164765942,0.1396875459785012,0.3904114760677974,0.3988584683872429,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-07,17.0,17.639999389648438,16.829999923706055,17.0,14.34274959564209,1568100,MCFE,1.193529582804918,1.504175780744299,1.5310831244440044,1.048112954760671,0.1454166280442472,0.3929110161837141,0.4274237580245503,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-08,17.149999618530273,17.43600082397461,16.8799991607666,17.40999984741211,14.688663482666016,757000,MCFE,1.1947156831045995,1.5028160948644933,1.5274892255511885,1.048457502162525,0.1462581809420742,0.3842142144289271,0.398167772859332,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-11,17.350000381469727,18.3700008392334,17.110000610351562,18.299999237060547,15.439549446105955,1349200,MCFE,1.1540984392330829,1.3385507346996437,1.4438259861721838,1.0505801982022729,0.1035182410308102,0.2170133748545446,0.3037570203134148,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-12,18.63999938964844,19.5,18.32999992370605,19.489999771118164,16.44354248046875,1261100,MCFE,1.0559260525739484,1.270747343278485,1.3743120408966227,1.0463067685815588,0.0096192839923896,0.1662628748226196,0.251075985067474,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-13,19.549999237060547,19.780000686645508,18.73500061035156,18.82999992370605,15.88670539855957,665200,MCFE,1.0403610955133915,1.3190242915023502,1.436417671834144,1.0474268478686666,-0.007065752355275,0.2248392542263866,0.3025952389372588,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-14,19.0,19.459999084472656,18.450000762939453,18.63999938964844,15.726404190063477,389000,MCFE,1.034334910217079,1.330312492230295,1.4494350325311862,1.0370807891473377,-0.0027458789302587,0.2283136806042434,0.3215755932252995,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-15,18.59000015258789,18.780000686645508,18.200000762939453,18.51000022888184,15.616724967956545,348000,MCFE,1.0545650916320854,1.3646348227757092,1.4328977816193302,1.0379703062726533,0.0165947853594321,0.2581696574504684,0.2999647857464822,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-19,18.809999465942383,19.729999542236328,18.709999084472656,19.200000762939453,16.198871612548828,505700,MCFE,1.0140623774708066,1.3176872752380406,1.382454396474032,1.0431767404393268,-0.0291143629685202,0.2035996117940914,0.253051681974612,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-20,19.39999961853028,19.450000762939453,18.670000076293945,18.799999237060547,15.861394882202148,212600,MCFE,1.035638188303209,1.3751291345451186,1.4553517047202968,1.0311275448261352,0.0045106434770738,0.262955766289608,0.3268045205287844,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-21,18.959999084472656,19.38999938964844,18.39999961853028,19.31999969482422,16.30011558532715,370700,MCFE,1.0067287974252146,1.332394565616131,1.4140909939263662,1.0380301751047352,-0.0313013776795205,0.2115183814170758,0.2828931095949785,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-22,19.38999938964844,20.81999969482422,19.11000061035156,19.190000534057617,16.190433502197266,1952000,MCFE,1.085461303300367,1.3220406552433013,1.4326114897301627,1.0546006276654674,0.0308606756348996,0.2013436243686139,0.3032296499551128,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-25,19.51499938964844,20.46999931335449,18.5,19.290000915527344,16.274805068969727,1232900,MCFE,1.075686726979843,1.3162289478634217,1.466517163120401,1.0270231116838735,0.0486636152959694,0.1907239567692435,0.3292516055802654,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-26,19.450000762939453,20.81999969482422,19.31999969482422,20.780000686645508,17.531906127929688,697300,MCFE,0.99615014217069,1.1744470704656602,1.3895319159491406,1.0299643010441049,-0.0338141588734148,0.0526100368418365,0.2541556414457875,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-27,21.1299991607666,22.13999938964844,20.549999237060547,21.0,17.71751594543457,1951000,MCFE,1.0166666648724454,1.1650154627782878,1.4254373495074486,1.0834518832758422,-0.0667852184033968,0.010074848495986,0.2501796381035259,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
2021-01-28,20.559999465942383,20.89999961853028,19.73500061035156,20.13999938964844,16.991939544677734,521800,MCFE,1.068520441322891,1.2027850397421838,1.5354144894804722,1.0617555757592425,0.0067648655636487,0.0665098109260426,0.3711357946772009,729000000.0,7228000000.0,-6640000000.0,4840000000.0,1845000000.0,5428000000.0,578000000.0,-118000000.0,787000000.0,1018000000.0,-6522000000.0,2652000000.0,231000000.0,2385000000.0,24000000.0,87000000.0,-6522000000.0,115000000.0,914000000.0,-8387000000.0,105000000.0,4019000000.0,144000000.0,,,106000000.0,-51000000.0,-869000000.0,-651000000.0,-40000000.0,588000000.0,-118000000.0,64000000.0,-24000000.0,6000000.0,760000000.0,383000000.0,-4000000.0,-277000000.0,15000000.0,-69000000.0,306000000.0,-42000000.0
