Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Common Stock,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-11-05,15.850000381469728,17.010000228881836,15.850000381469728,17.0,14.270912170410156,1869400,MCFE,0.9105882892269892,1.2486069359433782,1.4226116362481602,1.1314046287997348,-0.2208163395727456,-0.0045773749170892,0.0803935727773144,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-06,16.889999389648438,17.290000915527344,16.709999084472656,16.799999237060547,14.103019714355469,1254600,MCFE,0.9404762130168552,1.2311664631695456,1.459390828618277,1.13153473850806,-0.1910585254912046,-0.0348921555255972,0.1222727340843148,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-09,16.989999771118164,17.200000762939453,16.371000289916992,16.440000534057617,13.80081272125244,508200,MCFE,0.9701945954589396,1.1976041242188538,1.5208432251061954,1.0952501884521426,-0.125055592993203,-0.0214253689945977,0.2284458478403237,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-10,16.399999618530273,16.690000534057617,16.219999313354492,16.469999313354492,13.82599639892578,262500,MCFE,0.9593199788544428,1.176506082934509,1.5235932713865628,1.0839984978705262,-0.1246785190160834,-0.0335218205102687,0.2361797668235896,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-11,16.389999389648438,16.649999618530273,16.299999237060547,16.399999618530273,13.76723289489746,306400,MCFE,0.9390243412471192,1.1962355196976446,1.5467280041064038,1.0757014096148303,-0.1366770683677113,-0.0001614122349178,0.2508361720390744,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-12,16.610000610351562,16.639999389648438,16.19499969482422,16.3799991607666,13.750444412231444,959900,MCFE,0.9450549458170978,1.1946280256333823,1.551083456913971,1.1099785439559162,-0.1649235981388184,-0.0358771180950141,0.2394319135707023,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-13,16.5,17.25,16.450000762939453,17.15999984741211,14.405227661132812,559400,MCFE,0.8933567322450562,1.1403267373612511,1.4970633518384937,1.0836109391783006,-0.1902542069332444,-0.0577099327209549,0.2020598637374648,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-16,17.6200008392334,17.959999084472656,17.110000610351562,17.420000076293945,14.623490333557127,1502100,MCFE,0.9190583755237844,1.122153151320664,1.467179945324854,1.0745618956570646,-0.1555035201332801,-0.0525768566663709,0.1903245491251888,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-17,17.670000076293945,17.8799991607666,16.809999465942383,17.0,14.270912170410156,1088300,MCFE,1.0100000427689244,1.2314622107150055,1.4933261766666646,1.0716898328073,-0.0616897900383757,0.0363215798768421,0.2189101416118617,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-18,17.15999984741211,17.25,16.399999618530273,16.600000381469727,13.935126304626465,1037800,MCFE,1.0072289021402143,1.256292294319773,1.5481751725409436,1.0797196178315844,-0.0724907156913701,0.0826119202644273,0.2510820093039561,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-19,16.600000381469727,16.719999313354492,16.350000381469727,16.399999618530273,13.76723289489746,1518000,MCFE,1.059146341885801,1.268549091541349,1.5972385683281856,1.0747387601086344,-0.0155924182228335,0.1094150147833563,0.3089196967906742,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-20,16.440000534057617,16.690000534057617,15.149999618530272,15.850000381469728,13.305527687072754,3386300,MCFE,1.1394611484335024,1.3537838009664234,1.7042889702782935,1.0823666585670508,0.0570944898664516,0.1609929844876489,0.4205480623410498,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-23,16.06999969482422,16.094999313354492,15.449999809265137,15.5,13.011714935302734,1451200,MCFE,1.1515742860552052,1.395376000126651,1.775360215635383,1.0655008807234645,0.0860734053317409,0.2335709530225014,0.5094440029132432,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-24,15.670000076293944,15.970000267028809,15.475000381469728,15.81999969482422,13.280344009399414,889700,MCFE,1.0317161025316957,1.416068708731136,1.7828713614281764,1.0462667827802716,-0.0145506802485759,0.2851477457033713,0.5343539834286339,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-25,15.720000267028809,16.389999389648438,15.690999984741213,16.329999923706055,13.70847225189209,570200,MCFE,1.005649219531284,1.30845174138006,1.7414190182181837,1.0403610731589388,-0.0347118536276547,0.1964067766745667,0.4817767090545586,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-27,17.200000762939453,17.389999389648438,16.5,16.8799991607666,14.170175552368164,992100,MCFE,0.9895537276762548,1.2616510704373642,1.688867911753712,1.0432249427155542,-0.0536712150392993,0.1307593309974548,0.4415446215872864,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-11-30,17.0,17.0,15.699999809265137,16.049999237060547,13.47342014312744,1054600,MCFE,1.045110085324045,1.494714184445606,1.7856462086912392,1.057318771652863,-0.0122086863288179,0.3421480220494513,0.5277094556746067,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-01,16.100000381469727,16.197999954223633,15.789999961853027,15.979999542236328,13.414657592773438,877000,MCFE,1.0805059586438155,1.5056641809125475,1.7953646335124092,1.0299227666019029,0.0505831920419126,0.3515996944025936,0.5407428450282992,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-02,15.789999961853027,15.970000267028809,15.720000267028809,15.829999923706056,13.288738250732422,416100,MCFE,1.0970932634202395,1.4666004317992816,1.8111005886788896,1.0415781929012056,0.0555150705190339,0.3031179564195225,0.5665359516297406,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-03,15.829999923706056,16.110000610351562,15.59000015258789,15.670000076293944,13.154423713684082,535600,MCFE,1.082640097849604,1.5162093674712704,1.8147654971253309,1.0581536374396452,0.0244864604099588,0.3452633506287734,0.5823187391763351,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-04,15.739999771118164,15.78499984741211,15.270000457763672,15.479999542236328,12.994925498962402,1269100,MCFE,1.103719263091374,1.5439087162222511,1.880110525579204,1.055411022203609,0.0483082408877648,0.3849697299425887,0.6753210252635775,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-07,15.390000343322754,15.5600004196167,15.020000457763672,15.09000015258789,12.667534828186035,929700,MCFE,1.1595518529763855,1.632430724889111,1.9139737314359624,1.0603009546150792,0.0992508983613063,0.4581094375876677,0.7177509676184177,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
2020-12-08,15.199999809265137,15.579999923706056,14.800000190734863,15.479999542236328,12.994925498962402,1302600,MCFE,1.1881214284251762,1.5439087162222511,1.838997423119796,1.055428864375226,0.1326925640499503,0.3889752879423254,0.6669781778127792,980000000.0,7882000000.0,-2094000000.0,,1684000000.0,5788000000.0,592000000.0,-1385000000.0,973000000.0,1018000000.0,-62000000.0,2844000000.0,167000000.0,2160000000.0,21000000.0,62000000.0,-62000000.0,115000000.0,831000000.0,-4092000000.0,72000000.0,4711000000.0,126000000.0,-647000000.0,,186000000.0,-63000000.0,618000000.0,-734000000.0,-6000000.0,1000000.0,-236000000.0,-301000000.0,-8000000.0,6000000.0,496000000.0,429000000.0,-5000000.0,-1334000000.0,-60000000.0,-11000000.0,76000000.0,-56000000.0
