,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,367989000.0,385079000.0,294463000.0,306252000.0
Capital Surplus,6126503000.0,5686247000.0,4995697000.0,5193631000.0
Total Liab,2795666000.0,2419412000.0,2294567000.0,3943902000.0
Total Stockholder Equity,3434943000.0,3247072000.0,2635572000.0,3153416000.0
Deferred Long Term Liab,17158000.0,15775000.0,11700000.0,121949000.0
Other Current Liab,71748000.0,64049000.0,53617000.0,80796000.0
Total Assets,6396786000.0,5832661000.0,5096316000.0,7263511000.0
Common Stock,5741000.0,5124000.0,4289000.0,4489000.0
Other Current Assets,38816000.0,12675000.0,81131000.0,2413349000.0
Retained Earnings,-2688647000.0,-2432838000.0,-2357255000.0,-2044704000.0
Other Liab,127602000.0,133035000.0,125862000.0,2099414000.0
Good Will,225600000.0,225600000.0,225600000.0,225600000.0
Treasury Stock,-8654000.0,-11461000.0,-7159000.0,
Other Assets,17158000.0,48429000.0,56887000.0,121949000.0
Cash,70303000.0,14492000.0,14493000.0,8792000.0
Total Current Liabilities,156727000.0,125960000.0,106909000.0,131642000.0
Other Stockholder Equity,-8654000.0,-11461000.0,-7159000.0,
Property Plant Equipment,5546876000.0,5038810000.0,4136261000.0,4084238000.0
Total Current Assets,239163000.0,134743000.0,199570000.0,2525472000.0
Net Tangible Assets,2841354000.0,2636393000.0,2115509000.0,2621564000.0
Net Receivables,130044000.0,107576000.0,103946000.0,103331000.0
Long Term Debt,2506341000.0,2153017000.0,2061796000.0,1712846000.0
Accounts Payable,83678000.0,61911000.0,53292000.0,50846000.0
Long Term Investments,,,183535000.0,
