Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Investments,Other Cashflows From Investing Activities
2017-09-29,37.48878860473633,38.43049240112305,37.443946838378906,38.43049240112305,29.231164932250977,2513366,SRC,0.9696613152324915,0.9736088410274896,0.982301449690318,1.0206479989635429,-0.0509866837310513,-0.1166515476949564,-0.1069917493008849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,38.43049240112305,38.65470886230469,38.3408088684082,38.52017974853516,29.299375534057617,1735743,SRC,0.97904540829881,0.9725309252576164,0.9702752584073066,1.012478214064533,-0.0334328057657229,-0.1161766305037832,-0.1188556200696272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,38.47533416748047,38.78923797607422,37.80269241333008,38.65470886230469,29.40170669555664,2103960,SRC,0.9918791885442207,0.9750701299166356,0.9681113064047774,1.0113391723313174,-0.0194599837870966,-0.1148932450882664,-0.1136893358157947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,38.47533416748047,38.92376708984375,38.20627975463867,38.7443962097168,29.46991539001465,2000511,SRC,0.9837962922511782,0.9633572487190406,0.9695019449898882,1.0126829906128405,-0.0288866983616623,-0.1251264383025258,-0.1204574216067758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,38.83407974243164,39.19282531738281,38.07175064086914,38.20627975463867,29.06062126159668,1445843,SRC,1.0023470519262263,0.9733291284174104,0.9892935445898844,1.0121464877707815,-0.0097994358445552,-0.1094713472657022,-0.1086282041813747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,37.93722152709961,38.02690505981445,37.53363037109375,37.71300506591797,28.6854190826416,836941,SRC,1.0237811681713014,0.9872744436105618,1.003476663097602,1.0081446760609294,0.0156364921103719,-0.1076687792164743,-0.0970964033381616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,37.8475341796875,37.89237594604492,37.443946838378906,37.66815948486328,28.651309967041016,608879,SRC,1.0261906603704627,0.9848025548382596,0.99222196821657,1.0143616235707735,0.0118290367996891,-0.118912870114393,-0.1062601779601268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,37.80269241333008,38.43049240112305,37.62331771850586,37.75784683227539,28.71953010559082,1216242,SRC,1.0237530554106462,0.9788242982392932,0.976203178457234,1.008797349947511,0.0149557054631352,-0.1140263779046524,-0.1130941342367215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,37.80269241333008,38.43049240112305,37.75784683227539,38.161434173583984,29.026506423950195,1113796,SRC,1.0058753145647703,0.9816733843689904,0.9609639059000809,1.0091988628593096,-0.0033235482945392,-0.1195588233737159,-0.1271331442929127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,38.161434173583984,38.56502151489258,37.57847595214844,38.07175064086914,28.958288192749023,1154850,SRC,1.015312317491151,0.98158015391817,0.9792402204566936,1.0112728774332036,0.0040394400579473,-0.1171047719051826,-0.0967948805084358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,38.29596328735352,38.69955062866211,37.98206329345703,38.43049240112305,29.231164932250977,1208593,SRC,1.0011665487481067,0.992676020937325,0.9639977008327728,1.0098252549340063,-0.0086587061858998,-0.11557347744995,-0.1128929030108442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,38.385650634765625,38.43049240112305,37.89237594604492,38.251121520996094,29.09472846984864,927390,SRC,0.9929659184200464,1.0188818460081694,0.9770999992985452,1.0047827275420922,-0.0118168091220457,-0.0961799191335381,-0.1084939980616612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,38.251121520996094,38.56502151489258,38.07175064086914,38.385650634765625,29.197046279907227,887651,SRC,0.9964956109231844,1.0153112875964525,0.9932226092542812,1.016827126331923,-0.0203315154087386,-0.1056844825728637,-0.093715677060519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,38.251121520996094,38.43049240112305,37.80269241333008,37.98206329345703,28.89007377624512,1505072,SRC,1.0129868389319163,1.0188648115806465,0.9938990087556256,1.016900814218988,-0.0039139752870716,-0.0977189125166599,-0.0820963356690296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,37.93722152709961,38.20627975463867,35.96412658691406,37.08520126342773,28.20789337158203,5650352,SRC,1.027811368673871,1.057089226766272,1.0166709040331163,1.0195478153138224,0.0082635533600485,-0.0594616755729295,-0.0611626372847078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,37.443946838378906,37.443946838378906,36.18833923339844,36.233184814453125,27.559829711914062,4638534,SRC,1.0618811805813546,1.065515269679724,1.0574029668451483,1.0187296628598663,0.0431515177214882,-0.0514102560978204,-0.0080710423793157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,36.32286834716797,36.59192657470703,35.38116455078125,35.65022277832031,27.116418838500977,5279280,SRC,1.076729432960819,1.0559614872897325,1.0944248194022106,1.0231439317955078,0.0535855011653112,-0.0582766656749496,0.025967667536622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,35.60538101196289,36.59192657470703,35.47085189819336,36.32286834716797,27.62805557250977,3205959,SRC,1.0506170565557968,1.0288411686028456,1.0831952485105687,1.023176662025299,0.0274403945304975,-0.0719517152435489,0.0038144282127154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
