Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Minority Interest,Intangible Assets,Deferred Long Term Asset Charges,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities,Change To Inventory,Change To Account Receivables
2017-09-29,46.04999923706055,46.27999877929688,45.86000061035156,45.93999862670898,43.16308975219727,513700,DCI,1.0276447653965617,1.0738592189356642,0.9729384455691122,1.0206479989635429,0.0069967664330188,-0.0164011697867818,-0.1163547534220906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,46.0,46.58000183105469,46.0,46.52999877929688,43.71742630004883,684700,DCI,1.0232109024393077,1.0690870827461958,0.9642827506284544,1.012478214064533,0.0107326883747747,-0.0196204730152038,-0.1248481278484794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,46.56999969482422,46.68999862670898,46.29999923706055,46.560001373291016,43.74561309814453,366800,DCI,1.0285652247845023,1.073787567635915,0.963878039528587,1.0113391723313174,0.0172260524531848,-0.016175807368987,-0.1179226026919851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,46.56999969482422,46.88999938964844,46.5099983215332,46.869998931884766,44.03687286376953,358800,DCI,1.0192022662504736,1.0668997631843793,0.9704013391543072,1.0126829906128405,0.0065192756376331,-0.0215839238371871,-0.1195580274423568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,46.93999862670898,46.970001220703125,46.150001525878906,46.209999084472656,43.41676712036133,378000,DCI,1.0348410065681466,1.0745353511790463,0.9899307161788332,1.0121464877707815,0.022694518797365,-0.0082651245040663,-0.1079910325924259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,46.09000015258789,46.47999954223633,46.06999969482422,46.34000015258789,43.53890228271485,222300,DCI,1.026543041892109,1.092314759535713,0.9938941400952664,1.0081446760609294,0.0183983658311797,-0.0026284632913231,-0.1066789263404971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,46.40999984741211,46.56999969482422,45.93999862670898,46.02999877929688,43.247650146484375,203600,DCI,1.0262870297126816,1.11711571694802,0.9968662213092716,1.0143616235707735,0.011925406141908,0.0134002919953672,-0.1016159248674253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,46.40999984741211,46.43000030517578,45.959999084472656,46.040000915527344,43.25704574584961,291800,DCI,1.0082536603003198,1.1177452417749345,0.9968685775260536,1.008797349947511,-0.000543689647191,0.0248945656309889,-0.0924287351679019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,46.02000045776367,46.209999084472656,46.0099983215332,46.060001373291016,43.275840759277344,240900,DCI,1.0047763224864343,1.121182137391311,0.9955604926509776,1.0091988628593096,-0.0044225403728752,0.0199499296486045,-0.092536557542016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,45.9900016784668,46.61000061035156,45.97999954223633,46.45000076293945,43.64226913452149,370000,DCI,0.9987081050847252,1.1055022748451364,0.9744032612392453,1.0112728774332036,-0.0125647723484784,0.0068173490217837,-0.1016318397258841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,46.70000076293945,46.84000015258789,46.45000076293945,46.45000076293945,43.64226913452149,184900,DCI,0.9978470457606136,1.1275429810728652,0.9780910181049718,1.0098252549340063,-0.0119782091733929,0.0192934826855901,-0.0987995857386452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,46.68999862670898,47.0,46.52000045776367,46.90999984741211,44.07445526123047,236000,DCI,0.9882755139540452,1.0974434158506765,0.9685000347070336,1.0047827275420922,-0.0165072135880469,-0.0176183492910311,-0.1170939626531728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,46.84000015258789,47.09999847412109,46.68999862670898,46.84000015258789,44.00868606567383,307000,DCI,1.001921534509305,1.0982261431496405,0.9708079832443024,1.016827126331923,-0.0149055918226179,-0.0227696270196757,-0.1161303030704978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,46.900001525878906,47.209999084472656,46.900001525878906,46.970001220703125,44.13082885742188,312900,DCI,0.9987225801633244,1.093477085276807,0.9494578961453696,1.016900814218988,-0.0181782340556635,-0.0231066388204994,-0.1265374482792857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,46.77999877929688,47.040000915527344,46.66999816894531,46.90999984741211,44.07445526123047,226900,DCI,1.0089535491793475,1.1034343172416754,0.9521757848073898,1.0195478153138224,-0.0105942661344748,-0.0131165850975261,-0.1256577565104343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
