Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings,Other Cashflows From Financing Activities
2017-09-29,47.59000015258789,48.81999969482422,47.58000183105469,48.720001220703125,48.720001220703125,1821300,AKAM,1.072454817135695,1.346469557275893,1.4694169651922977,1.0206479989635429,0.051806818172152,0.2562091685534469,0.3801237662010948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,49.34999847412109,50.08000183105469,48.720001220703125,50.0,50.0,2610100,AKAM,1.0537999725341796,1.3166000366210937,1.4383999633789062,1.012478214064533,0.0413217584696465,0.227892480859694,0.3492690849019724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,50.13999938964844,50.63999938964844,49.90999984741211,50.5,50.5,1797900,AKAM,1.0354455626837098,1.3045544010577816,1.4144554515876393,1.0113391723313174,0.0241063903523923,0.2145910260528796,0.3326548093670671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,50.4900016784668,50.70000076293945,50.2599983215332,50.5,50.5,1373200,AKAM,1.0497029370600637,1.336435601262763,1.4186138492999691,1.0126829906128405,0.0370199464472231,0.2479519142411965,0.3286544827033051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,50.59999847412109,50.86000061035156,50.34000015258789,50.77999877929688,50.77999877929688,1409500,AKAM,1.0582907241103896,1.3062229898693416,1.4275305160764176,1.0121464877707815,0.046144236339608,0.2234225141862289,0.3296087673051584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,50.70000076293945,50.869998931884766,50.209999084472656,50.630001068115234,50.630001068115234,1353300,AKAM,1.0618209991583254,1.2879715131102245,1.4388701745455648,1.0081446760609294,0.053676323097396,0.1930282902831883,0.3382971081098012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,50.59000015258789,50.59000015258789,50.11000061035156,50.310001373291016,50.310001373291016,1186800,AKAM,1.0685747734857696,1.3023254791213383,1.4402702664790783,1.0143616235707735,0.054213149914996,0.1986100541686857,0.3417881203023813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,50.72999954223633,51.11000061035156,50.59000015258789,51.02999877929688,51.02999877929688,1025200,AKAM,1.0552616061587736,1.2639624053090897,1.3972174163696938,1.008797349947511,0.0464642562112627,0.171111729165144,0.3079201036757382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,49.86000061035156,50.52000045776367,49.59000015258789,50.52000045776367,50.52000045776367,2437000,AKAM,1.0740300441385842,1.2945368355757516,1.418646031661534,1.0091988628593096,0.0648311812792745,0.1933046278330452,0.3305489814685403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,50.40999984741211,50.93000030517578,50.220001220703125,50.52000045776367,50.52000045776367,1171000,AKAM,1.059382422264784,1.288202716574867,1.404790193540008,1.0112728774332036,0.0481095448315804,0.1895177907515144,0.3287550925748785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,50.65999984741211,50.88999938964844,50.58000183105469,50.7599983215332,50.7599983215332,1509500,AKAM,1.058904684344688,1.2929471911660146,1.3944050654010929,1.0098252549340063,0.0490794294106815,0.1846976927787396,0.3175144615574758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,50.84000015258789,51.09999847412109,50.70000076293945,50.72999954223633,50.72999954223633,1425700,AKAM,1.064655998598345,1.294106093401807,1.4100137872018523,1.0047827275420922,0.0598732710562528,0.1790443282600993,0.3244197898416459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,50.650001525878906,50.91999816894531,50.38999938964844,50.58000183105469,50.58000183105469,911500,AKAM,1.0925266176563309,1.3048635352060796,1.4056938691225531,1.016827126331923,0.0756994913244077,0.1838677650367632,0.3187555828077528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
