Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Liab,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,83.43000030517578,83.88999938964844,83.19000244140625,83.80999755859375,77.78562927246094,2010100,MMC,0.9699826923948348,0.986402946863514,0.981987869571708,1.0206479989635429,-0.050665306568708,-0.1038574418589319,-0.1073053294194948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,84.0,84.5199966430664,83.6500015258789,84.5199966430664,78.44461822509766,1476900,MMC,0.979542483081666,0.984890720025972,0.9833332247281702,1.012478214064533,-0.0329357309828669,-0.1038168357354276,-0.1057976537487636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,84.30999755859375,84.47000122070312,83.97000122070312,84.38999938964844,78.32398223876953,1450200,MMC,0.9958110597412976,0.975932880326972,0.9846076608980584,1.0113391723313174,-0.0155281125900198,-0.11403049467793,-0.0971929813225137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,83.66999816894531,83.97000122070312,83.0199966430664,83.26000213623047,77.27519226074219,2200600,MMC,0.993883664635655,0.9891783811684404,1.0179373999246095,1.0126829906128405,-0.0187993259771854,-0.099305305853126,-0.0720219666720545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,83.33000183105469,83.93000030517578,83.05000305175781,83.69999694824219,77.68356323242188,1862700,MMC,0.9916590225630368,0.9740174462342888,1.017673003906841,1.0121464877707815,-0.0204874652077446,-0.1087830294488239,-0.0802487448644182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,83.55999755859375,83.94000244140625,82.94999694824219,83.19999694824219,77.56703186035156,1067700,MMC,0.9911057153699084,0.9737980219273078,1.0177463733661878,1.0081446760609294,-0.0170389606910209,-0.1211452008997283,-0.0828266930695758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,83.20999908447266,83.54000091552734,82.95999908447266,83.3499984741211,77.70687103271484,1352600,MMC,0.9889624106362224,0.980683825886495,1.0091347293792607,1.0143616235707735,-0.0253992129345511,-0.1230315990661575,-0.0893474167974361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,83.4000015258789,83.68000030517578,83.33000183105469,83.48999786376953,77.83739471435547,1184400,MMC,0.9932925928586908,0.9732902463296768,1.0020032731825357,1.008797349947511,-0.0155047570888201,-0.1195604298142688,-0.0872940395114199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,83.58000183105469,83.6500015258789,83.26000213623047,83.58000183105469,77.92131042480469,1205100,MMC,0.9948552387856542,0.9754724769716984,1.0079272110038455,1.0091988628593096,-0.0143436240736554,-0.125759730771008,-0.0801698391891481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,83.54000091552734,83.93000030517578,83.37000274658203,83.56999969482422,77.9119644165039,1594600,MMC,0.9931795461393408,0.9759481837044512,0.9970595599700236,1.0112728774332036,-0.0180933312938628,-0.1227367421189014,-0.0789755409951058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,83.79000091552734,84.48999786376953,83.79000091552734,83.9000015258789,78.2196273803711,1237300,MMC,0.99642435046691,0.9783075245871626,0.9936189593795718,1.0098252549340063,-0.0134009044670965,-0.1299419738001124,-0.0832716444640452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
