Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-10-13,124.9499969482422,125.13999938964844,123.93000030517578,124.7699966430664,119.20529174804688,181800,VAC,1.0695678370269823,1.1198403069645344,1.102685427658502,1.0098252549340063,0.0597425820929757,0.0115908085772593,0.025794823814885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,124.63999938964844,125.52999877929688,123.66000366210938,125.13999938964844,119.55878448486328,119200,VAC,1.0724787724743503,1.128151201383413,1.0864832823882928,1.0047827275420922,0.0676960449322581,0.0130894362417053,0.0008892850280863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,124.5500030517578,126.41000366210938,124.12999725341795,124.38999938964844,118.84223175048828,120800,VAC,1.0918883738595042,1.1645470414535275,1.0871305560436362,1.016827126331923,0.0750612475275811,0.0435512712842112,0.0001922697288359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,124.5999984741211,127.2699966430664,124.43000030517578,125.5500030517578,119.9504852294922,184200,VAC,1.0757468921235327,1.1624953330174306,0.982381608113394,1.016900814218988,0.0588460779045447,0.0459116089201241,-0.0936137363112612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,124.98999786376952,127.04000091552734,123.68000030517578,126.8499984741211,121.19252014160156,298000,VAC,1.0603862298304318,1.1700335651125289,0.9865878675319388,1.0195478153138224,0.0408384145166094,0.0534826627733273,-0.0912456737858853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,127.58999633789062,127.94000244140624,126.16000366210938,127.52999877929688,121.84219360351562,213500,VAC,1.0621029298501574,1.194311369371513,0.970126548988422,1.0187296628598663,0.043373266990291,0.0773858435939685,-0.0953474602360421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,127.62000274658205,129.16000366210938,127.23999786376952,127.29000091552734,121.61288452148438,249900,VAC,1.053028460900108,1.201764060375241,0.940424003848421,1.0231439317955078,0.0298845291046001,0.0875259074105589,-0.1280331480171676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,127.63999938964844,129.02999877929688,127.20999908447266,128.5,122.7689208984375,204800,VAC,1.0419456326443763,1.1827983450711577,0.9188084716169362,1.023176662025299,0.018768970619077,0.0820054612247631,-0.1605723486809169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,128.85000610351562,130.83999633789062,128.00999450683594,129.66000366210938,123.87720489501952,360300,VAC,1.0276876654455953,1.1784050498025078,0.9175705631757128,1.028738706809164,-0.0010510413635687,0.0701912282479422,-0.1762506991095916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,130.3000030517578,131.5500030517578,129.47000122070312,131.0500030517578,125.2052001953125,207700,VAC,1.0238840097457202,1.1410311783098257,0.9155912023328888,1.0357335667629224,-0.0118495570172021,0.0366626476223843,-0.1754308319879723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,131.24000549316406,132.52000427246094,131.08999633789062,131.24000549316406,125.38674926757812,215500,VAC,1.0229348989320883,1.112782399572806,0.9150319945150174,1.0327543330408862,-0.0098194341087978,0.0343634459767652,-0.1810968042200522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,131.25999450683594,133.1199951171875,130.0399932861328,130.64999389648438,124.82302856445312,141800,VAC,1.0275546360680077,1.0766578463992356,0.9113879122321864,1.0448229351223306,-0.0172682990543229,0.0305469128267568,-0.1990015801626805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,131.25,132.72999572753906,130.39999389648438,131.6199951171875,125.74977111816406,175700,VAC,1.0103329188678698,1.0767247286387789,0.9126197028395476,1.0378093145840102,-0.0274763957161403,0.0230683602242876,-0.1949602482888758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,132.05999755859375,132.72999572753906,130.42999267578125,131.27000427246094,125.4154052734375,378800,VAC,1.0108933641424056,1.0780671021984558,0.9006460342241555,1.0388512590749122,-0.0279578949325065,0.023483083846606,-0.208796572034913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,134.5500030517578,141.8800048828125,131.86000061035156,136.69000244140625,130.59365844726562,458900,VAC,0.9741752901705958,0.9983365242809968,0.8597089519226658,1.0310647944789963,-0.0568895043084005,-0.0197098178390026,-0.2447930593629163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,137.47999572753906,142.72999572753906,136.67999267578125,141.85000610351562,135.52352905273438,418400,VAC,0.939302180783569,0.9813244581255552,0.8398531469869969,1.0262436118253355,-0.0869414310417667,-0.0443119474421972,-0.2679571717023693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,142.3000030517578,143.52999877929688,139.8000030517578,142.1199951171875,135.78146362304688,227000,VAC,0.9458205325931998,0.9827774652433076,0.8330199872473949,1.0311845275729687,-0.0853639949797689,-0.0533334639591368,-0.2727082970887118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,142.99000549316406,143.38999938964844,139.5,140.75,134.47254943847656,230900,VAC,0.9596449162030698,0.9962631597043072,0.8461312435229104,1.0414917955670933,-0.0818468793640234,-0.0496466503233588,-0.2656951155721597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,140.0399932861328,141.02999877929688,136.91000366210938,138.0399932861328,131.88345336914062,299600,VAC,0.9686321388332956,1.042488505878784,0.8642724717040641,1.0390384642435906,-0.070406325410295,-0.0185162572189545,-0.2503808336972876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,137.05999755859375,138.75999450683594,132.8000030517578,133.60000610351562,127.64151000976562,429700,VAC,0.9843559812813072,1.0852419943111355,0.8935221922857238,1.0401272810196784,-0.0557712997383712,0.0096671415770432,-0.2191568005405996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,133.25,133.72000122070312,131.13999938964844,132.3699951171875,126.4663314819336,327900,VAC,1.001435431955283,1.0808537182387152,0.9011411846928684,1.0393664161720684,-0.0379309842167854,0.0049604695982974,-0.2121967756620596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,132.08999633789062,134.6199951171875,132.08999633789062,133.17999267578125,127.24018096923828,216900,VAC,0.971692672068115,1.0753345275481372,0.9018752370316518,1.0305050740272153,-0.0588124019591002,0.0086673127818164,-0.2097573237989549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,132.91000366210938,134.5399932861328,132.10000610351562,133.4499969482422,127.4981460571289,154800,VAC,0.9861373381594892,1.0782698100707917,0.904588635914434,1.043144349882203,-0.0570070117227138,0.0133290276279693,-0.2090635849238169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,133.0800018310547,134.66000366210938,132.8000030517578,134.2100067138672,128.22425842285156,165500,VAC,1.0040981494780925,1.0621491187098409,0.8886363163065009,1.0570826794517585,-0.0529845299736659,-0.0058005995637562,-0.221991783124147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,135.0,136.19000244140625,133.88999938964844,135.82000732421875,129.762451171875,176300,VAC,0.9740096320462384,1.0686116316436096,0.90611912213762,1.0412088647392546,-0.0671992326930162,-0.0018675806940084,-0.2060955886255281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,135.22000122070312,135.61000061035156,134.00999450683594,135.05999755859375,129.03636169433594,185800,VAC,0.9771883895126212,1.0579896451581128,0.8985880965081765,1.0392013474275237,-0.0620129579149024,-0.0173314025208526,-0.2013512754094992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,135.39999389648438,135.6199951171875,134.0500030517578,134.50999450683594,128.51087951660156,108400,VAC,0.9879696711825297,1.0330098625174824,0.9135181307155508,1.0381241126825425,-0.0501544415000128,-0.0246996981113762,-0.1936498210735809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,135.16000366210938,136.44000244140625,133.97000122070312,135.4499969482422,129.40895080566406,272800,VAC,1.0046619804750532,1.0434420928328152,0.9065824622138215,1.03199537924298,-0.0273333987679269,0.0008405530293684,-0.198987003005583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,135.7100067138672,135.8300018310547,132.5399932861328,134.0399932861328,128.06182861328125,151900,VAC,1.015455052391018,1.0760321519041638,0.918603994442763,1.0328322263084138,-0.0173771739173957,0.0415285055857841,-0.1910200442532473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,134.0500030517578,134.25,132.86000061035156,133.88999938964844,127.91854095458984,66800,VAC,1.0263314331001765,1.0975979001987233,0.9285285412809404,1.032019884081241,-0.0056884509810641,0.0548868782040146,-0.1884965302082958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,134.02000427246094,134.92999267578125,132.22000122070312,133.25,127.30707550048828,179200,VAC,1.0316374545415536,1.0923008945072792,0.927761799689124,1.0369551897736955,-0.005317735232142,0.0352696577169109,-0.1893056957966755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,134.0,134.47999572753906,133.10000610351562,134.17999267578125,128.1956024169922,138100,VAC,1.010732581500738,1.094401224934764,0.9177959291915528,1.020376345675996,-0.009643764175258,0.0409880451813797,-0.1936033208395818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,134.5500030517578,134.7899932861328,133.4199981689453,134.25,128.26248168945312,115500,VAC,1.0183490942574245,1.1010239346356865,0.9173173673923156,1.026253639124301,-0.0079045448668764,0.0469705799804767,-0.1949668960499015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,134.86000061035156,135.0500030517578,133.3300018310547,134.25,128.26248168945312,174500,VAC,1.0257456449765103,1.0937556285473975,0.9188962158316688,1.0246409570196735,0.0011046879568368,0.0443304460735491,-0.1919054861022663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,134.4199981689453,134.4199981689453,130.61000061035156,132.97999572753906,127.04913330078124,268700,VAC,1.0230209317665055,1.1211457633241786,0.8945785831195928,1.029880242563007,-0.0068593107965013,0.0529054876328369,-0.2145853475487978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,134.05999755859375,134.3699951171875,132.4199981689453,132.6999969482422,126.78160095214844,105300,VAC,1.0149755216152014,1.120403781118215,0.910081517588848,1.036157586789428,-0.0211820651742264,0.0497924831646563,-0.2073292048662619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,132.55999755859375,134.47000122070312,130.9600067138672,133.16000366210938,127.22111511230467,165400,VAC,1.0256303910387246,1.1048992373430944,0.9133802647128424,1.0465343935592823,-0.0209040025205577,0.033489582317888,-0.2116449443420214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,133.17999267578125,134.4199981689453,133.02000427246094,133.24000549316406,127.29754638671876,93400,VAC,1.018841431635232,1.0866446223059267,0.9109380176760836,1.048372731047773,-0.0295312994125409,0.0175052777196034,-0.2170443374049623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,134.4199981689453,136.02000427246094,131.99000549316406,134.4199981689453,128.42489624023438,286800,VAC,1.0072862039048749,1.067452278596188,0.898811779877844,1.0387885930282448,-0.0315023891233698,0.0104334656874138,-0.2157992229051627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,135.6199951171875,137.47000122070312,134.8000030517578,135.07000732421875,129.0458984375,106000,VAC,1.0123896318760737,1.0559104294211574,0.8990447375192027,1.0447156071702373,-0.0323259752941635,-0.0010716078701271,-0.2147811301850662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,134.69000244140625,135.47000122070312,131.7100067138672,133.7100067138672,127.74655151367188,207400,VAC,1.0262127391812563,1.060631763170512,0.8993571188144096,1.0484619827112251,-0.0222492435299688,0.016008243335861,-0.2050940726265095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,133.69000244140625,133.69000244140625,131.4499969482422,131.50999450683594,125.64468383789062,115000,VAC,1.0358292497798829,1.0669775632267662,0.9054991650727146,1.0415757419863072,-0.0057464922064243,0.0181903563781731,-0.2019973068567203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,131.50999450683594,133.55999755859375,131.50999450683594,132.55999755859375,126.64786529541016,203800,VAC,1.0373852657372242,1.048661176823671,0.877311424724438,1.0495576207370112,-0.0121723549997869,-0.0002146153317181,-0.2131827868136624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,132.61000061035156,133.22000122070312,128.7100067138672,129.41000366210938,123.63835144042967,161500,VAC,1.053258129356616,1.0528100106099612,0.8795573806120208,1.0539026313731312,-0.0006445020165153,0.022083517875086,-0.2208947836996443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,129.6300048828125,132.42999267578125,129.6300048828125,131.60000610351562,125.73068237304688,540000,VAC,1.061720878177198,1.0211488362824437,0.8460526638353977,1.0520989179928428,0.0096219601843552,0.0204256386696723,-0.2277818977362017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,132.3699951171875,135.9499969482422,132.3699951171875,134.75999450683594,128.74974060058594,237600,VAC,1.0476167619705885,1.0189259141929303,0.8139300995538737,1.049480051520865,-0.0018632895502765,0.0030324257859455,-0.2574622763595268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,134.88999938964844,135.22000122070312,132.07000732421875,132.2899932861328,126.38987731933594,201800,VAC,1.0950035898451869,1.0212978567048734,0.8618588697667909,1.0585213557872055,0.0364822340579811,0.0166908884124894,-0.2157158437003631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,132.3300018310547,133.02000427246094,131.13999938964844,131.5800018310547,126.09283447265624,125400,VAC,1.1058667992961924,1.0195115457874395,0.8688601968628762,1.0561912314345747,0.0496755678616176,0.0173841655439821,-0.2115958590675899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,131.4499969482422,133.00999450683594,131.36000061035156,132.49000549316406,126.96485137939452,150500,VAC,1.116839147730165,1.0082705702003367,0.8905393774625505,1.054691754118366,0.0621473936117988,-0.0057258182080648,-0.1878510642143573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,133.2899932861328,136.13999938964844,131.7100067138672,135.6699981689453,130.0122528076172,172300,VAC,1.119260023170048,0.968448267545396,0.8531995780051437,1.0628648969920689,0.0563951261779793,-0.0226896326598792,-0.2349432363537807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,135.7100067138672,137.52000427246094,135.30999755859375,135.6999969482422,130.04103088378906,117900,VAC,1.1238760020834582,0.9623216267683318,0.8630958129130528,1.054562443450246,0.069313558633212,-0.0390897372233601,-0.2338604247099522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,135.67999267578125,137.97000122070312,135.1999969482422,137.0,131.2868194580078,107700,VAC,1.1060583009346918,0.9720035871633388,0.8713591553150838,1.0427572783556516,0.0633010225790402,-0.0399441352458307,-0.2329217177765917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,137.25999450683594,137.60000610351562,135.3000030517578,137.0500030517578,131.33474731445312,163000,VAC,1.1114920216368849,0.9796986320913974,0.8685447013031253,1.039387058829826,0.0721049628070589,-0.0360453338666344,-0.2333686972749296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,137.35000610351562,137.35000610351562,135.08999633789062,135.2100067138672,129.57147216796875,97000,VAC,1.102580951802229,0.9727813240290754,0.8881788535394288,1.0452598484191695,0.0573211033830594,-0.0272634146115772,-0.2136021397653407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,135.75999450683594,136.36000061035156,134.14999389648438,136.3000030517578,130.61598205566406,193800,VAC,1.0682319692328863,0.957864902408853,0.8699280810191625,1.0173995405954512,0.050832428637435,-0.0356437163198,-0.2306677289371645,,1189000000.0,1804000000.0,1041000000.0,,84000000.0,2845000000.0,,82000000.0,529000000.0,248000000.0,,-677000000.0,166000000.0,409000000.0,461000000.0,,17000000.0,583000000.0,2096000000.0,1041000000.0,1207000000.0,1088000000.0,398000000.0,145000000.0,48000000.0,-38000000.0,337000000.0,171000000.0,-189000000.0,235000000.0,278000000.0,-99000000.0,3000000.0,142000000.0,21000000.0,-12000000.0,-38000000.0,11000000.0,-9000000.0,-29000000.0,15000000.0,-26000000.0
2018-01-03,136.13999938964844,137.67999267578125,135.52999877929688,137.2899932861328,131.56468200683594,118600,VAC,1.0214876140410658,0.9437259973443044,0.8638016553271702,0.9765980219270426,0.0448895921140232,-0.060222794979551,-0.2316468055583439,,1189000000.0,1804000000.0,1041000000.0,,84000000.0,2845000000.0,,82000000.0,529000000.0,248000000.0,,-677000000.0,166000000.0,409000000.0,461000000.0,,17000000.0,583000000.0,2096000000.0,1041000000.0,1207000000.0,1088000000.0,398000000.0,145000000.0,48000000.0,-38000000.0,337000000.0,171000000.0,-189000000.0,235000000.0,278000000.0,-99000000.0,3000000.0,142000000.0,21000000.0,-12000000.0,-38000000.0,11000000.0,-9000000.0,-29000000.0,15000000.0,-26000000.0
2018-01-04,137.8800048828125,138.3800048828125,135.60000610351562,135.6300048828125,129.9739227294922,126900,VAC,1.0417311822263775,0.9673292501230634,0.8798641718784908,0.9849127815791188,0.0568184006472586,-0.0310276861959287,-0.2097306879047067,,1189000000.0,1804000000.0,1041000000.0,,84000000.0,2845000000.0,,82000000.0,529000000.0,248000000.0,,-677000000.0,166000000.0,409000000.0,461000000.0,,17000000.0,583000000.0,2096000000.0,1041000000.0,1207000000.0,1088000000.0,398000000.0,145000000.0,48000000.0,-38000000.0,337000000.0,171000000.0,-189000000.0,235000000.0,278000000.0,-99000000.0,3000000.0,142000000.0,21000000.0,-12000000.0,-38000000.0,11000000.0,-9000000.0,-29000000.0,15000000.0,-26000000.0
2018-01-05,136.7100067138672,136.85000610351562,133.47999572753906,134.27999877929688,128.6802215576172,233800,VAC,1.0507148720880968,0.9786973181076146,0.8922321418936875,0.9789917900086822,0.0717230820794145,-0.0209295009740405,-0.197657228994711,,1189000000.0,1804000000.0,1041000000.0,,84000000.0,2845000000.0,,82000000.0,529000000.0,248000000.0,,-677000000.0,166000000.0,409000000.0,461000000.0,,17000000.0,583000000.0,2096000000.0,1041000000.0,1207000000.0,1088000000.0,398000000.0,145000000.0,48000000.0,-38000000.0,337000000.0,171000000.0,-189000000.0,235000000.0,278000000.0,-99000000.0,3000000.0,142000000.0,21000000.0,-12000000.0,-38000000.0,11000000.0,-9000000.0,-29000000.0,15000000.0,-26000000.0
2018-01-08,133.7100067138672,136.52000427246094,132.25999450683594,136.16000366210938,130.48184204101562,158600,VAC,0.999192048702074,0.9492743056050934,0.8844208653276512,0.942840182406444,0.05635186629563,-0.0424501788692234,-0.2029291403254033,,1189000000.0,1804000000.0,1041000000.0,,84000000.0,2845000000.0,,82000000.0,529000000.0,248000000.0,,-677000000.0,166000000.0,409000000.0,461000000.0,,17000000.0,583000000.0,2096000000.0,1041000000.0,1207000000.0,1088000000.0,398000000.0,145000000.0,48000000.0,-38000000.0,337000000.0,171000000.0,-189000000.0,235000000.0,278000000.0,-99000000.0,3000000.0,142000000.0,21000000.0,-12000000.0,-38000000.0,11000000.0,-9000000.0,-29000000.0,15000000.0,-26000000.0
2018-01-09,135.9199981689453,136.77000427246094,135.14999389648438,135.33999633789062,129.69601440429688,155700,VAC,1.025417429531523,1.0073422090370103,0.8927537701661624,0.9530778204901076,0.0723396090414153,0.0061179619895952,-0.1965440481847157,,1189000000.0,1804000000.0,1041000000.0,,84000000.0,2845000000.0,,82000000.0,529000000.0,248000000.0,,-677000000.0,166000000.0,409000000.0,461000000.0,,17000000.0,583000000.0,2096000000.0,1041000000.0,1207000000.0,1088000000.0,398000000.0,145000000.0,48000000.0,-38000000.0,337000000.0,171000000.0,-189000000.0,235000000.0,278000000.0,-99000000.0,3000000.0,142000000.0,21000000.0,-12000000.0,-38000000.0,11000000.0,-9000000.0,-29000000.0,15000000.0,-26000000.0
2018-01-10,134.97999572753906,135.42999267578125,133.1300048828125,134.99000549316406,129.36062622070312,159700,VAC,1.0315577973379346,1.0138913757826638,0.8943974470669084,0.966664672858564,0.0648931244793706,0.0006167977864555,-0.1913875923927407,,1189000000.0,1804000000.0,1041000000.0,,84000000.0,2845000000.0,,82000000.0,529000000.0,248000000.0,,-677000000.0,166000000.0,409000000.0,461000000.0,,17000000.0,583000000.0,2096000000.0,1041000000.0,1207000000.0,1088000000.0,398000000.0,145000000.0,48000000.0,-38000000.0,337000000.0,171000000.0,-189000000.0,235000000.0,278000000.0,-99000000.0,3000000.0,142000000.0,21000000.0,-12000000.0,-38000000.0,11000000.0,-9000000.0,-29000000.0,15000000.0,-26000000.0
