,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-4048000000.0,-5181000000.0,-7276000000.0,-2380000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-4389000000.0,-6883000000.0,-7718000000.0,-2363000000.0
Net Borrowings,497000000.0,497000000.0,493000000.0,493000000.0
Total Cash From Financing Activities,5270000000.0,3788000000.0,4155000000.0,4100000000.0
Change To Operating Activities,869000000.0,2525000000.0,3285000000.0,93000000.0
Issuance Of Stock,6000000.0,1000000.0,1000000.0,1000000.0
Net Income,1417000000.0,614000000.0,1093000000.0,652000000.0
Change In Cash,1753000000.0,-1469000000.0,-332000000.0,1253000000.0
Total Cash From Operating Activities,872000000.0,1626000000.0,3229000000.0,-477000000.0
Other Cashflows From Investing Activities,431000000.0,-241000000.0,60000000.0,214000000.0
Dividends Paid,-35000000.0,-36000000.0,-28000000.0,-30000000.0
Other Cashflows From Financing Activities,4802000000.0,3827000000.0,3135000000.0,4227000000.0
Change To Netincome,-1666000000.0,-1761000000.0,-1452000000.0,-1506000000.0
Repurchase Of Stock,,-4000000.0,-3000000.0,-97000000.0
Effect Of Exchange Rate,,,2000000.0,-7000000.0
