Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Asset Charges,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome
2017-09-29,53.880001068115234,54.27000045776367,53.52000045776367,53.84000015258789,53.84000015258789,768900,ATH,0.9682392444348746,0.9461366731489594,0.8913447537603711,1.0206479989635429,-0.0524087545286682,-0.1441237155734865,-0.1979484452308317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,54.09000015258789,54.34000015258789,53.560001373291016,53.65999984741211,53.65999984741211,714100,ATH,0.9530376357635192,0.9524785828492036,0.9002982018387182,1.012478214064533,-0.0594405783010137,-0.136228972912196,-0.1888326766382155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,53.70000076293945,53.93000030517578,53.06999969482422,53.61000061035156,53.61000061035156,957600,ATH,0.8875210089415193,0.9445998659412504,0.8972206291083953,1.0113391723313174,-0.1238181633897981,-0.1453635090636515,-0.1845800131121768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,53.5099983215332,53.84999847412109,53.33000183105469,53.52000045776367,53.52000045776367,630200,ATH,0.8888265935715937,0.9435724881925784,0.9125560488574904,1.0126829906128405,-0.1238563970412468,-0.1449111988289879,-0.1774033177391736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,53.56999969482422,54.5,53.435001373291016,54.209999084472656,54.209999084472656,928500,ATH,0.8952222763124397,0.9455819809488908,0.8933776263251693,1.0121464877707815,-0.1169242114583418,-0.1372184947342218,-0.2045441224460898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,54.310001373291016,54.52000045776367,53.755001068115234,54.52000045776367,54.52000045776367,597400,ATH,0.9084739244943236,0.9422230099150642,0.9005869050232047,1.0081446760609294,-0.0996707515666057,-0.1527202129119719,-0.1999861614125588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,54.54999923706055,54.70000076293945,54.34999847412109,54.650001525878906,54.650001525878906,561000,ATH,0.8966147965576284,0.933943266064831,0.9030191600406806,1.0143616235707735,-0.1177468270131451,-0.1697721588878216,-0.1954629861360163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,54.68999862670898,55.220001220703125,54.43999862670898,55.02000045776367,55.02000045776367,756300,ATH,0.8864049446019573,0.9325699917556224,0.8967648081076253,1.008797349947511,-0.1223924053455536,-0.1602806843883232,-0.1925325045863303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,54.790000915527344,55.09999847412109,54.34999847412109,54.75,54.75,646400,ATH,0.8807306159032534,0.9426484129744578,0.9068493429384276,1.0091988628593096,-0.1284682469560562,-0.1585837947682485,-0.181247707254566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,54.88999938964844,54.88999938964844,54.52000045776367,54.63999938964844,54.63999938964844,459800,ATH,0.8856149328364732,0.9447291271687712,0.9015373146374068,1.0112728774332036,-0.1256579445967304,-0.1539557986545814,-0.1744977863277226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
