Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable,Long Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,89.80000305175781,90.4000015258789,89.36299896240234,90.3000030517578,90.3000030517578,155500,PEN,1.1135105166510897,0.9368770278515982,1.35382055225324,1.0206479989635429,0.0928625176875468,-0.1533833608708478,0.2645273532620371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,90.1999969482422,92.4000015258789,89.9000015258789,92.3000030517578,92.3000030517578,242300,PEN,1.0796316168050346,0.922535197297128,1.345070394594256,1.012478214064533,0.0671534027405016,-0.1661723584642717,0.2559395161173221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,91.9000015258789,93.0999984741211,90.8000030517578,91.5999984741211,91.5999984741211,155800,PEN,1.0911571901006107,0.9465065326691762,1.3329694378610375,1.0113391723313174,0.0798180177692933,-0.1434568423357258,0.2511687956404653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,91.5500030517578,93.0,91.4499969482422,92.8499984741211,92.8499984741211,78900,PEN,1.0910070513355137,0.9660742964173892,1.32471730771522,1.0126829906128405,0.0783240607226731,-0.1224093906041772,0.2347579411185558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,92.9000015258789,93.5500030517578,91.9000015258789,93.1999969482422,93.1999969482422,112900,PEN,1.1142704063798765,0.9468884430222552,1.339592302169875,1.0121464877707815,0.1021239186090949,-0.1359120326608575,0.2416705533986158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,92.5999984741211,94.1999969482422,92.5999984741211,94.1999969482422,94.1999969482422,101800,PEN,1.101910896120201,0.9755839119227676,1.3312102504077512,1.0081446760609294,0.0937662200592717,-0.1193593109042685,0.2306371839719876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,94.0,94.6500015258789,92.6500015258789,93.0500030517578,93.0500030517578,108000,PEN,1.2203116531720817,0.9795808547709338,1.3455130880393569,1.0143616235707735,0.2059500296013081,-0.1241345701817188,0.2470309418626599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,93.25,93.25,91.3000030517578,91.5500030517578,91.5500030517578,74400,PEN,1.2654286686219474,0.9524849157999882,1.3626433188590128,1.008797349947511,0.2566313186744364,-0.1403657603439574,0.2733460061650572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,91.4499969482422,92.5,91.4499969482422,91.9000015258789,91.9000015258789,63400,PEN,1.1561479677460087,0.9733405382267942,1.3378671915867124,1.0091988628593096,0.1469491048866991,-0.1278916695159121,0.2497701413937187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,91.5999984741211,92.25,91.4000015258789,91.5999984741211,91.5999984741211,108600,PEN,1.1894104668464909,0.9836244538756866,1.316593891736724,1.0112728774332036,0.1781375894132872,-0.115060471947666,0.2405587907715944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
