Unnamed: 0,2020-09-03,2019-08-29,2018-08-30,2017-08-31
Intangible Assets,334000000.0,340000000.0,331000000.0,387000000.0
Capital Surplus,8917000000.0,8214000000.0,8201000000.0,8287000000.0
Total Liab,14682000000.0,12019000000.0,10115000000.0,15866000000.0
Total Stockholder Equity,38996000000.0,35881000000.0,32294000000.0,18621000000.0
Other Current Liab,3271000000.0,2708000000.0,2362000000.0,2136000000.0
Total Assets,53678000000.0,48887000000.0,43376000000.0,35336000000.0
Common Stock,119000000.0,118000000.0,117000000.0,112000000.0
Other Current Assets,304000000.0,235000000.0,178000000.0,198000000.0
Retained Earnings,33384000000.0,30761000000.0,24395000000.0,10260000000.0
Other Liab,1141000000.0,1088000000.0,581000000.0,639000000.0
Good Will,1228000000.0,1228000000.0,1228000000.0,1228000000.0
Treasury Stock,-3424000000.0,-3212000000.0,-419000000.0,-38000000.0
Other Assets,1488000000.0,1412000000.0,1633000000.0,1216000000.0
Cash,7624000000.0,7152000000.0,6506000000.0,5109000000.0
Total Current Liabilities,6635000000.0,6390000000.0,5757000000.0,5355000000.0
Deferred Long Term Asset Charges,707000000.0,837000000.0,1022000000.0,766000000.0
Short Long Term Debt,194000000.0,1087000000.0,552000000.0,926000000.0
Other Stockholder Equity,71000000.0,9000000.0,10000000.0,29000000.0
Property Plant Equipment,31615000000.0,28240000000.0,23672000000.0,19431000000.0
Total Current Assets,17965000000.0,16503000000.0,16039000000.0,12457000000.0
Long Term Investments,1048000000.0,1164000000.0,473000000.0,617000000.0
Net Tangible Assets,37434000000.0,34313000000.0,30735000000.0,17006000000.0
Short Term Investments,518000000.0,803000000.0,296000000.0,319000000.0
Net Receivables,3912000000.0,3195000000.0,5464000000.0,3708000000.0
Long Term Debt,5963000000.0,4173000000.0,3241000000.0,9039000000.0
Inventory,5607000000.0,5118000000.0,3595000000.0,3123000000.0
Accounts Payable,2191000000.0,1677000000.0,1692000000.0,1333000000.0
Minority Interest,,987000000.0,967000000.0,849000000.0
Investments,415000000.0,-1173000000.0,164000000.0,-269000000.0
Change To Liabilities,804000000.0,-24000000.0,403000000.0,652000000.0
Total Cashflows From Investing Activities,-7589000000.0,-10085000000.0,-8216000000.0,-7537000000.0
Net Borrowings,634000000.0,210000000.0,-9185000000.0,753000000.0
Total Cash From Financing Activities,-317000000.0,-2438000000.0,-7776000000.0,349000000.0
Issuance Of Stock,225000000.0,179000000.0,1655000000.0,142000000.0
Net Income,2687000000.0,6313000000.0,14135000000.0,5089000000.0
Change In Cash,411000000.0,692000000.0,1371000000.0,953000000.0
Repurchase Of Stock,-251000000.0,-2729000000.0,-71000000.0,-36000000.0
Effect Of Exchange Rate,11000000.0,26000000.0,-37000000.0,-12000000.0
Total Cash From Operating Activities,8306000000.0,13189000000.0,17400000000.0,8153000000.0
Depreciation,5650000000.0,5424000000.0,4759000000.0,3861000000.0
Other Cashflows From Investing Activities,219000000.0,868000000.0,499000000.0,100000000.0
Change To Inventory,-489000000.0,-1528000000.0,-472000000.0,50000000.0
Change To Account Receivables,-723000000.0,2431000000.0,-1734000000.0,-1651000000.0
Other Cashflows From Financing Activities,-925000000.0,-98000000.0,-175000000.0,-510000000.0
Change To Netincome,351000000.0,524000000.0,208000000.0,606000000.0
Capital Expenditures,-8223000000.0,-9780000000.0,-8879000000.0,-4734000000.0
Change To Operating Activities,,,,-361000000.0
