Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Long Term Debt,Inventory,Accounts Payable,Intangible Assets,Good Will,Net Receivables,Short Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Netincome,Capital Expenditures
2017-09-29,59.09999847412109,59.56999969482422,58.68000030517578,59.0099983215332,53.1400032043457,3816900,TGT,1.0005083869854368,1.127485897142588,1.2571225684267562,1.0206479989635429,-0.020139611978106,0.037225508420142,0.1678293694355532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,58.790000915527344,59.08000183105469,57.70000076293945,58.88999938964844,53.03193664550781,3909900,TGT,0.9994905051099108,1.141793586018246,1.252937921755741,1.012478214064533,-0.0129877089546222,0.0530860302568463,0.1638070432788072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,59.04999923706055,59.2400016784668,58.43999862670898,58.58000183105469,52.752777099609375,3580000,TGT,1.0206555524894958,1.1587016365238287,1.2437430688249411,1.0113391723313174,0.0093163801581783,0.0687382615189267,0.1619424266043689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,58.68000030517578,58.93000030517578,58.52000045776367,58.65999984741211,52.82481002807617,3037900,TGT,1.0119332391998184,1.1908812773118322,1.2503831861838208,1.0126829906128405,-0.0007497514130221,0.1023975902902658,0.1604238195871568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,58.68999862670898,58.88999938964844,58.310001373291016,58.380001068115234,52.57266998291016,4868800,TGT,1.015587511183381,1.2241105357066409,1.2642321180181415,1.0121464877707815,0.0034410234125994,0.1413100600235282,0.1663103692468823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,57.540000915527344,57.65999984741211,56.72999954223633,57.119998931884766,51.43800354003906,8925600,TGT,1.0134804797687125,1.3089547116157887,1.2935467115351014,1.0081446760609294,0.005335803707783,0.2140114887887525,0.1929736450993378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,57.29999923706055,57.29999923706055,55.77000045776367,56.25,50.6545524597168,6312200,TGT,1.0376888340779922,1.3794936239281494,1.2854821754426815,1.0143616235707735,0.0233272105072186,0.2757781989754968,0.1870000292659845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,56.79999923706055,57.84999847412109,56.58000183105469,57.59999847412109,51.870262145996094,7358500,TGT,1.039930492992892,1.3148857457243175,1.2436809237713051,1.008797349947511,0.0311331430453811,0.2220350695803719,0.1543836110773495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,57.790000915527344,59.66999816894531,57.72999954223633,59.150001525878906,53.26607131958008,11676600,TGT,1.038038996429303,1.3122018227533865,1.2219410184395885,1.0091988628593096,0.0288401335699934,0.2109696150106801,0.1338439682465948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,59.0099983215332,60.25,58.540000915527344,60.18999862670898,54.20261764526367,8970700,TGT,1.00348901261893,1.3076581416522937,1.1937192001824772,1.0112728774332036,-0.0077838648142736,0.208973215828941,0.1176840992173477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
