,2021-07-31,2021-05-01,2021-01-30,2020-10-31
Investments,-12000000.0,7000000.0,19000000.0,-5000000.0
Change To Liabilities,894000000.0,-1205000000.0,-1362000000.0,3492000000.0
Total Cashflows From Investing Activities,-807000000.0,-165000000.0,-606000000.0,-583000000.0
Net Borrowings,-51000000.0,-21000000.0,-20000000.0,-2269000000.0
Total Cash From Financing Activities,-1924000000.0,-1669000000.0,-360000000.0,-2633000000.0
Change To Operating Activities,-410000000.0,-418000000.0,976000000.0,10000000.0
Issuance Of Stock,3000000.0,2000000.0,5000000.0,11000000.0
Net Income,1817000000.0,2097000000.0,1380000000.0,1014000000.0
Change In Cash,-448000000.0,-695000000.0,2515000000.0,-1288000000.0
Repurchase Of Stock,-1540000000.0,-1310000000.0,-4000000.0,-35000000.0
Total Cash From Operating Activities,2283000000.0,1139000000.0,3481000000.0,1928000000.0
Depreciation,633000000.0,667000000.0,637000000.0,603000000.0
Dividends Paid,-336000000.0,-340000000.0,-341000000.0,-340000000.0
Change To Inventory,-720000000.0,114000000.0,2059000000.0,-3836000000.0
Change To Netincome,69000000.0,-116000000.0,-209000000.0,645000000.0
Capital Expenditures,-798000000.0,-540000000.0,-640000000.0,-595000000.0
