,2021-01-30,2020-02-01,2019-02-02,2018-02-03
Intangible Assets,37000000.0,53000000.0,66000000.0,79000000.0
Capital Surplus,6329000000.0,6226000000.0,6042000000.0,5858000000.0
Total Liab,36808000000.0,30946000000.0,29993000000.0,28652000000.0
Total Stockholder Equity,14440000000.0,11833000000.0,11297000000.0,11651000000.0
Other Current Liab,2883000000.0,2223000000.0,1998000000.0,1859000000.0
Total Assets,51248000000.0,42779000000.0,41290000000.0,40303000000.0
Common Stock,42000000.0,42000000.0,43000000.0,45000000.0
Other Current Assets,286000000.0,178000000.0,209000000.0,214000000.0
Retained Earnings,8825000000.0,6433000000.0,6017000000.0,6495000000.0
Other Liab,2929000000.0,2846000000.0,2752000000.0,2553000000.0
Good Will,631000000.0,633000000.0,633000000.0,630000000.0
Treasury Stock,-756000000.0,-868000000.0,-805000000.0,-747000000.0
Other Assets,530000000.0,535000000.0,564000000.0,634000000.0
Cash,8511000000.0,2577000000.0,1556000000.0,2643000000.0
Total Current Liabilities,20125000000.0,14487000000.0,15014000000.0,13052000000.0
Short Long Term Debt,1056000000.0,94000000.0,1002000000.0,201000000.0
Other Stockholder Equity,-756000000.0,-868000000.0,-805000000.0,-747000000.0
Property Plant Equipment,29106000000.0,28519000000.0,27498000000.0,26420000000.0
Total Current Assets,20756000000.0,12902000000.0,12519000000.0,12540000000.0
Long Term Investments,188000000.0,137000000.0,10000000.0,
Net Tangible Assets,13772000000.0,11147000000.0,10598000000.0,10942000000.0
Net Receivables,1135000000.0,962000000.0,1100000000.0,929000000.0
Long Term Debt,9770000000.0,10035000000.0,9255000000.0,10238000000.0
Inventory,10653000000.0,8992000000.0,9497000000.0,8597000000.0
Accounts Payable,12859000000.0,9920000000.0,9761000000.0,8677000000.0
Short Term Investments,,39000000.0,,
Deferred Long Term Liab,,,,73000000.0
