,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,503471000.0,233171000.0,-1368330000.0,-19133000.0
Change To Liabilities,-3134000.0,-3598000.0,-14360000.0,-26195000.0
Total Cashflows From Investing Activities,496213000.0,206886000.0,-1379936000.0,-28809000.0
Net Borrowings,-250000000.0,-250000000.0,-250000000.0,-5131000.0
Total Cash From Financing Activities,-80354000.0,23355000.0,851966000.0,54391000.0
Change To Operating Activities,20560000.0,20159000.0,1514000.0,-22468000.0
Issuance Of Stock,23396000.0,23355000.0,851966000.0,59522000.0
Net Income,-444440000.0,-440667000.0,681313000.0,-96692000.0
Change In Cash,102592000.0,-98542000.0,190143000.0,-54878000.0
Effect Of Exchange Rate,20000.0,-102000.0,-101000.0,-46000.0
Total Cash From Operating Activities,-313287000.0,-328681000.0,718214000.0,-80414000.0
Depreciation,14182000.0,13156000.0,10870000.0,14741000.0
Change To Inventory,-2627000.0,-1284000.0,-655000.0,383000.0
Change To Account Receivables,1913000.0,6411000.0,-25505000.0,10664000.0
Other Cashflows From Financing Activities,146250000.0,146250000.0,146250000.0,146250000.0
Change To Netincome,100259000.0,77142000.0,65037000.0,39153000.0
Capital Expenditures,-7258000.0,-26285000.0,-14239000.0,-9676000.0
