,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Investments,-4300000000.0,-383000000.0,-584000000.0,-1340000000.0
Change To Liabilities,2486000000.0,-1231000000.0,346000000.0,-1133000000.0
Total Cashflows From Investing Activities,-4985000000.0,-1897000000.0,-3476000000.0,-3376000000.0
Net Borrowings,489000000.0,-5000000.0,-615000000.0,763000000.0
Total Cash From Financing Activities,4593000000.0,1373000000.0,1420000000.0,4065000000.0
Change To Operating Activities,52000000.0,-274000000.0,-108000000.0,156000000.0
Issuance Of Stock,62000000.0,65000000.0,63000000.0,57000000.0
Net Income,818000000.0,1034000000.0,857000000.0,636000000.0
Change In Cash,3663000000.0,30000000.0,-1205000000.0,611000000.0
Repurchase Of Stock,-272000000.0,-778000000.0,-62000000.0,-34000000.0
Effect Of Exchange Rate,1000000.0,-23000000.0,-33000000.0,47000000.0
Total Cash From Operating Activities,4054000000.0,577000000.0,884000000.0,-125000000.0
Depreciation,65000000.0,63000000.0,55000000.0,84000000.0
Other Cashflows From Investing Activities,-54000000.0,-1000000.0,26000000.0,75000000.0
Dividends Paid,-205000000.0,-191000000.0,-151000000.0,-127000000.0
Change To Account Receivables,127000000.0,682000000.0,-491000000.0,-54000000.0
Other Cashflows From Financing Activities,4519000000.0,2282000000.0,2185000000.0,3406000000.0
Change To Netincome,452000000.0,254000000.0,181000000.0,186000000.0
Capital Expenditures,-124000000.0,-138000000.0,-134000000.0,-190000000.0
